"","source","confidence","target","weight"
"102903","Foxa1","B","Snd1",0.5
"102959","Foxa1","B","Sorbs1",0.5
"102960","Foxa1","B","Sorbs2",0.5
"102978","Foxa1","B","Sox5",0.5
"102979","Foxa1","B","Sox6",0.5
"102980","Foxa1","B","Sox9",0.5
"102995","Foxa1","B","Spag17",0.5
"103016","Foxa1","B","Spats2l",0.5
"103029","Foxa1","B","Spidr",0.5
"103046","Foxa1","B","Spock1",0.5
"103054","Foxa1","B","Spred2",0.5
"103064","Foxa1","B","Sptbn1",0.5
"103103","Foxa1","B","Ssbp2",0.5
"103116","Foxa1","B","St18",0.5
"103130","Foxa1","B","St7",0.5
"103137","Foxa1","B","Stag1",0.5
"103143","Foxa1","B","Stard13",0.5
"103165","Foxa1","B","Stk3",0.5
"103250","Foxa1","B","Svil",0.5
"103258","Foxa1","B","Sybu",0.5
"103271","Foxa1","B","Syne1",0.5
"103272","Foxa1","B","Syne2",0.5
"103282","Foxa1","B","Syt1",0.5
"103306","Foxa1","B","Tacc2",0.5
"103333","Foxa1","B","Tank",0.5
"103335","Foxa1","B","Taok3",0.5
"103354","Foxa1","B","Tbc1d1",0.5
"103371","Foxa1","B","Tbc1d5",0.5
"103373","Foxa1","B","Tbc1d8",0.5
"103383","Foxa1","B","Tbl1xr1",0.5
"103408","Foxa1","B","Tcf12",0.5
"103437","Foxa1","B","Tead1",0.5
"103453","Foxa1","B","Tenm4",0.5
"103498","Foxa1","B","Tfpi",0.5
"103508","Foxa1","B","Tgfbr3",0.5
"103515","Foxa1","B","Thada",0.5
"103534","Foxa1","B","Thsd4",0.5
"103535","Foxa1","B","Thsd7a",0.5
"103539","Foxa1","B","Tiam2",0.5
"103560","Foxa1","B","Tle1",0.5
"103562","Foxa1","B","Tle3",0.5
"103564","Foxa1","B","Tlk1",0.5
"103567","Foxa1","B","Tln2",0.5
"103582","Foxa1","B","Tmc1",0.5
"103710","Foxa1","B","Tmtc2",0.5
"103754","Foxa1","B","Tns3",0.5
"103777","Foxa1","B","Tp63",0.5
"103782","Foxa1","B","Tpd52",0.5
"103783","Foxa1","B","Tpd52l1",0.5
"103786","Foxa1","B","Tpk1",0.5
"103794","Foxa1","B","Tprg1",0.5
"103818","Foxa1","B","Trappc9",0.5
"103857","Foxa1","B","Trio",0.5
"103860","Foxa1","B","Trip12",0.5
"103889","Foxa1","B","Tsc22d2",0.5
"103917","Foxa1","B","Tspan8",0.5
"103970","Foxa1","B","Tusc3",0.5
"103989","Foxa1","B","Txnrd1",0.5
"104043","Foxa1","B","Ubr5",0.5
"104080","Foxa1","B","Unc5c",0.5
"104107","Foxa1","B","Usp10",0.5
"104117","Foxa1","B","Usp25",0.5
"104140","Foxa1","B","Ust",0.5
"104147","Foxa1","B","Utrn",0.5
"104149","Foxa1","B","Uvrag",0.5
"104164","Foxa1","B","Vav3",0.5
"104179","Foxa1","B","Vgll4",0.5
"104191","Foxa1","B","Vmp1",0.5
"104196","Foxa1","B","Vps13b",0.5
"104252","Foxa1","B","Wdfy3",0.5
"104320","Foxa1","B","Wwc1",0.5
"104321","Foxa1","B","Wwc2",0.5
"104384","Foxa1","B","Zbtb16",0.5
"104387","Foxa1","B","Zbtb20",0.5
"104444","Foxa1","B","Zfand3",0.5
"104456","Foxa1","B","Zfpm2",0.5
"104477","Foxa1","B","Zmiz1",0.5
"104485","Foxa1","B","Zmynd8",0.5
"104516","Foxa1","B","Znf385b",0.5
"104520","Foxa1","B","Zfp407",0.5
"104538","Foxa1","B","Znf608",0.5
"104568","Foxa1","B","Zpld1",0.5
"104679","Foxa2","A","Cyp7a1",1
"104738","Foxa2","A","G6pc1",1
"104992","Foxa2","B","Wwc1",0.5
"105009","Foxa3","A","Cyp2c38",1
"105010","Foxa3","A","Cyp2c39",1
"105011","Foxa3","A","Cyp2c29",1
"105313","Foxj2","B","Sun1",0.5
"105867","Foxl2","A","Amh",1
"105868","Foxl2","A","Atf3",1
"105869","Foxl2","A","Bcl2a1",1
"105870","Foxl2","A","Ccl20",1
"105871","Foxl2","A","Ccl3",1
"105872","Foxl2","A","Ch25h",1
"105873","Foxl2","A","Cxcl1",1
"105874","Foxl2","A","Cxcl2",1
"105875","Foxl2","A","Fos",1
"105876","Foxl2","A","Ier3",1
"105877","Foxl2","A","Il11",1
"105878","Foxl2","A","Nr5a2",1
"105879","Foxl2","A","Ppargc1a",1
"105880","Foxl2","A","Tnfaip3",1
"105933","Foxm1","A","Ccnd2",1
"105939","Foxm1","A","Cdk1",1
"105944","Foxm1","A","Cdx2",1
"105947","Foxm1","A","Cenpa",1
"105948","Foxm1","A","Cenpb",1
"105949","Foxm1","A","Cenpf",1
"105956","Foxm1","A","Cks1b",1
"105996","Foxm1","B","Fam83d",0.5
"106004","Foxm1","A","Fos",1
"106048","Foxm1","A","Itgb1",1
"106065","Foxm1","A","Lama2",1
"106084","Foxm1","B","Mbp",0.5
"106127","Foxm1","A","Onecut1",1
"106140","Foxm1","A","Pecam1",1
"106152","Foxm1","B","Ppfibp2",0.5
"106199","Foxm1","A","Skp2",1
"106304","Foxo1","B","Arhgap10",0.5
"106395","Foxo1","A","Eif4ebp1",1
"106427","Foxo1","B","Fyn",0.5
"106534","Foxo1","B","Osbpl9",0.5
"106553","Foxo1","B","Pip4k2a",0.5
"106603","Foxo1","A","Scp2",1
"106711","Foxo3","A","Dusp5",1
"106712","Foxo3","A","Dusp6",1
"106713","Foxo3","A","G6pc1",1
"106716","Foxo4","A","Cdkn1a",1
"106718","Foxo4","A","G6pc1",1
"106719","Foxo4","A","Pck2",1
"106720","Foxo4","A","Scp2",1
"106721","Foxo4","A","Spry2",1
"106785","Gabpa","B","Cdk13",0.5
"107330","Gata1","B","Grap2",0.5
"107631","Gata2","B","Abcc4",0.5
"107642","Gata2","B","Ablim1",0.5
"107658","Gata2","B","Acer3",0.5
"107660","Gata2","A","Ackr1",1
"107702","Gata2","B","Adamtsl1",0.5
"107711","Gata2","B","Add3",0.5
"107716","Gata2","B","Adgrg6",0.5
"107719","Gata2","B","Adgrl2",0.5
"107722","Gata2","B","Adgrv1",0.5
"107737","Gata2","B","Aff3",0.5
"107741","Gata2","B","Agap1",0.5
"107754","Gata2","B","Ahi1",0.5
"107767","Gata2","B","Akap13",0.5
"107769","Gata2","B","Akap6",0.5
"107776","Gata2","B","Alcam",0.5
"107778","Gata2","B","Aldh1a2",0.5
"107795","Gata2","B","Ambra1",0.5
"107801","Gata2","B","Ampd3",0.5
"107804","Gata2","B","Angpt1",0.5
"107807","Gata2","B","Ank3",0.5
"107815","Gata2","B","Ankrd28",0.5
"107821","Gata2","B","Anks1b",0.5
"107827","Gata2","B","Ano6",0.5
"107854","Gata2","A","Apex1",-1
"107864","Gata2","B","App",0.5
"107875","Gata2","B","Arhgap10",0.5
"107877","Gata2","B","Arhgap15",0.5
"107883","Gata2","B","Arhgap24",0.5
"107885","Gata2","B","Arhgap26",0.5
"107889","Gata2","B","Arhgap32",0.5
"107892","Gata2","B","Arhgap42",0.5
"107894","Gata2","B","Arhgap6",0.5
"107901","Gata2","B","Arhgef3",0.5
"107905","Gata2","B","Arid1b",0.5
"107909","Gata2","B","Arid5b",0.5
"107938","Gata2","B","Asap1",0.5
"108038","Gata2","B","Bcar3",0.5
"108040","Gata2","B","Bcas3",0.5
"108054","Gata2","B","Bcor",0.5
"108082","Gata2","B","Bmpr1b",0.5
"108087","Gata2","B","Bnc2",0.5
"108178","Gata2","B","Cachd1",0.5
"108231","Gata2","B","Cast",0.5
"108243","Gata2","B","Cblb",0.5
"108279","Gata2","B","Ccdc91",0.5
"108291","Gata2","A","Ccm2",-1
"108304","Gata2","B","Ccny",0.5
"108308","Gata2","B","Ccser1",0.5
"108322","Gata2","B","Cd34",0.5
"108344","Gata2","B","Cdc42bpa",0.5
"108363","Gata2","B","Cdh18",0.5
"108375","Gata2","B","Cdk14",0.5
"108382","Gata2","B","Cdkal1",0.5
"108393","Gata2","B","Cdyl",0.5
"108401","Gata2","B","Cemip2",0.5
"108407","Gata2","B","Cep128",0.5
"108451","Gata2","B","Chn2",0.5
"108493","Gata2","B","Clec16a",0.5
"108524","Gata2","B","Cnih3",0.5
"108532","Gata2","B","Cntn3",0.5
"108543","Gata2","B","Col14a1",0.5
"108547","Gata2","B","Col25a1",0.5
"108585","Gata2","B","Cpeb4",0.5
"108600","Gata2","B","Cradd",0.5
"108606","Gata2","B","Creb5",0.5
"108626","Gata2","B","Csgalnact1",0.5
"108634","Gata2","B","Ctbs",0.5
"108639","Gata2","B","Ctnna1",0.5
"108655","Gata2","B","Cubn",0.5
"108682","Gata2","B","Daam1",0.5
"108732","Gata2","B","Dennd1a",0.5
"108733","Gata2","B","Dennd1b",0.5
"108742","Gata2","B","Dgkb",0.5
"108761","Gata2","B","Dipk2b",0.5
"108764","Gata2","B","Dis3l2",0.5
"108772","Gata2","B","Dlc1",0.5
"108774","Gata2","B","Dlg1",0.5
"108775","Gata2","B","Dlg2",0.5
"108792","Gata2","B","Dnah11",0.5
"108818","Gata2","B","Dock10",0.5
"108820","Gata2","B","Dock4",0.5
"108821","Gata2","B","Dock5",0.5
"108834","Gata2","B","Dpyd",0.5
"108846","Gata2","B","Dtna",0.5
"108847","Gata2","B","Dtnb",0.5
"108848","Gata2","B","Dtnbp1",0.5
"108852","Gata2","B","Dusp10",0.5
"108859","Gata2","B","Dym",0.5
"108862","Gata2","B","Dync2h1",0.5
"108865","Gata2","B","Dyrk1a",0.5
"108895","Gata2","A","Efcab2",-1
"108898","Gata2","B","Efhc1",0.5
"108901","Gata2","B","Efna5",0.5
"108907","Gata2","B","Egfr",0.5
"108909","Gata2","B","Egln3",0.5
"108916","Gata2","B","Ehf",0.5
"108927","Gata2","B","Eif3h",0.5
"108936","Gata2","B","Elapor2",0.5
"108942","Gata2","A","Elmo1",1
"108956","Gata2","B","Enah",0.5
"108974","Gata2","B","Epb41l2",0.5
"108994","Gata2","B","Eps8",0.5
"108998","Gata2","B","Erbb4",0.5
"108999","Gata2","B","Erc1",0.5
"109000","Gata2","B","Erc2",0.5
"109021","Gata2","B","Etv6",0.5
"109026","Gata2","B","Evl",0.5
"109028","Gata2","B","Exoc4",0.5
"109033","Gata2","B","Ext1",0.5
"109051","Gata2","B","Faf1",0.5
"109065","Gata2","B","Fam13a",0.5
"109075","Gata2","B","Fam171a1",0.5
"109077","Gata2","B","Fam172a",0.5
"109115","Gata2","B","Fbxl17",0.5
"109130","Gata2","B","Fbxw11",0.5
"109157","Gata2","B","Fggy",0.5
"109161","Gata2","B","Fhit",0.5
"109165","Gata2","B","Fhod3",0.5
"109170","Gata2","B","Filip1l",0.5
"109173","Gata2","B","Flnb",0.5
"109176","Gata2","B","Flt1",0.5
"109184","Gata2","B","Fndc3b",0.5
"109186","Gata2","B","Fnip2",0.5
"109187","Gata2","B","Focad",0.5
"109194","Gata2","B","Foxj3",0.5
"109198","Gata2","B","Foxn3",0.5
"109205","Gata2","B","Frmd3",0.5
"109207","Gata2","B","Frmd4b",0.5
"109212","Gata2","B","Fry",0.5
"109213","Gata2","B","Fryl",0.5
"109220","Gata2","B","Fstl5",0.5
"109222","Gata2","B","Fto",0.5
"109230","Gata2","B","Fyn",0.5
"109241","Gata2","B","Gabbr2",0.5
"109246","Gata2","B","Galnt10",0.5
"109252","Gata2","B","Galnt2",0.5
"109309","Gata2","B","Gli3",0.5
"109310","Gata2","B","Glis3",0.5
"109319","Gata2","B","Gmds",0.5
"109326","Gata2","B","Gnaq",0.5
"109355","Gata2","B","Gpatch2",0.5
"109382","Gata2","B","Grb10",0.5
"109394","Gata2","B","Grik2",0.5
"109404","Gata2","B","Grm7",0.5
"109415","Gata2","B","Gse1",0.5
"109423","Gata2","B","Gtdc1",0.5
"109433","Gata2","A","Gulp1",-1
"109464","Gata2","B","Hdac4",0.5
"109467","Gata2","B","Hdac9",0.5
"109478","Gata2","B","Herc1",0.5
"109497","Gata2","B","Hivep1",0.5
"109498","Gata2","B","Hivep2",0.5
"109499","Gata2","B","Hivep3",0.5
"109508","Gata2","B","Hmcn1",0.5
"109594","Gata2","B","Igf1r",0.5
"109620","Gata2","B","Il1r1",0.5
"109639","Gata2","B","Immp2l",0.5
"109648","Gata2","B","Inpp4b",0.5
"109671","Gata2","B","Iqgap2",0.5
"109698","Gata2","B","Itga8",0.5
"109707","Gata2","B","Itpr1",0.5
"109708","Gata2","B","Itpr2",0.5
"109712","Gata2","B","Itsn1",0.5
"109721","Gata2","B","Jarid2",0.5
"109725","Gata2","B","Jmjd1c",0.5
"109732","Gata2","B","Kalrn",0.5
"109741","Gata2","B","Kazn",0.5
"109762","Gata2","B","Kcnk1",0.5
"109767","Gata2","B","Kcnma1",0.5
"109768","Gata2","B","Kcnmb2",0.5
"109787","Gata2","B","Kdm4c",0.5
"109789","Gata2","B","Kdm6a",0.5
"109794","Gata2","B","Skt",0.5
"109870","Gata2","B","Large1",0.5
"109885","Gata2","B","Ldb2",0.5
"109899","Gata2","B","Lhfpl2",0.5
"109906","Gata2","B","Limch1",0.5
"109917","Gata2","B","Lmbr1",0.5
"109944","Gata2","B","Lpp",0.5
"109946","Gata2","B","Lrba",0.5
"109947","Gata2","B","Lrch1",0.5
"109952","Gata2","B","Lrig1",0.5
"109957","Gata2","B","Lrp1b",0.5
"109986","Gata2","B","Ltbp1",0.5
