,gene_name,p-value,logFC,-logQ
3771,Recql,0.6136934810025525,0.686378,0.21204849001190657
3772,Lyst,0.6136934810025525,0.020627014,0.21204849001190657
3773,Stim2,0.6136934810025525,0.028564023,0.21204849001190657
3774,Apobec1,0.6138468602894073,0.75249654,0.2119399611497173
3775,Ufsp2,0.6140002564755307,0.3044435,0.21183144744859703
3776,Snx13,0.6143070995237735,0.9553029,0.21161446552663202
3777,Mex3c,0.6143070995237735,0.18119536,0.21161446552663202
3778,Smarce1,0.6146140101036404,0.29433995,0.21139754424014617
3779,Fzd8,0.6146140101036404,1.6766378,0.21139754424014617
3780,Mertk,0.6149209881714552,1.3579106,0.21118068358327263
3781,Fdx1,0.6149209881714552,0.58510137,0.21118068358327263
3782,Ppp1r7,0.6150745024996845,0.5996941,0.21107227598910677
3783,Ccdc107,0.6150745024996845,0.61679226,0.21107227598910677
3784,Cwf19l2,0.6152280336835062,0.30823916,0.21096388355014326
3785,Atg5,0.6159959422449915,-0.22927307,0.21042214865767414
3786,Smpdl3a,0.6161495744474315,0.12078468,0.21031384713451123
3787,Adcy9,0.6161495744474315,2.1768684,0.21031384713451123
3788,Spidr,0.6164568892986058,0.43895197,0.21009728953764167
3789,Cfap36,0.6167642713749288,0.51892996,0.20988079253514996
3790,Mcmbp,0.6167642713749288,-0.088478744,0.20988079253514996
3791,D930015E06Rik,0.6173792370272936,0.13284627,0.20944798028978556
3792,Cpeb4,0.6173792370272936,0.35848445,0.20944798028978556
3793,Lacc1,0.617994471052717,1.7799009,0.20901541035137342
3794,Bri3bp,0.6183021885952316,0.21308982,0.2087992162325658
3795,Extl3,0.6186099730988273,1.1086566,0.20858308267284284
3796,Nfyb,0.6186099730988273,0.18512808,0.20858308267284284
3797,Aimp2,0.6189178245193702,0.31076783,0.20836700966631636
3798,Usp24,0.6189178245193702,0.30336067,0.20836700966631636
3799,Slc41a1,0.6189178245193702,1.2866755,0.20836700966631636
3800,Stx12,0.6192257428126903,0.78533435,0.2081509972070971
3801,Nat6,0.6192257428126903,1.5166246,0.2081509972070971
3802,Auts2,0.6195337279345834,1.3020053,0.20793504528929374
3803,Kctd12b,0.6195337279345834,1.1240108,0.20793504528929374
3804,Syap1,0.6195337279345834,1.3598826,0.20793504528929374
3805,AC121113.1,0.6196877455424213,0.4084513,0.20782709203158156
3806,Ctps2,0.6198417798408098,1.3741544,0.2077191539070135
3807,Mpped2,0.6198417798408098,1.7550097,0.2077191539070135
3808,Zfp422,0.6198417798408098,0.25644854,0.2077191539070135
3809,Podnl1,0.6198417798408098,1.0062014,0.2077191539070135
3810,Sept1,0.6198417798408098,0.5770575,0.2077191539070135
3811,Thap2,0.6201498984870948,0.42289516,0.20750332305436195
3812,Wfdc17,0.6201498984870948,0.34413657,0.20750332305436195
3813,Zfp395,0.6203039828239136,0.4920705,0.2073954303248046
3814,Micu2,0.6203039828239136,0.5669012,0.2073954303248046
3815,Scarb1,0.6207663358225659,1.2400805,0.20707184291435946
3816,Cby1,0.6207663358225659,1.6690508,0.20707184291435946
3817,Zfp386,0.6207663358225659,1.108512,0.20707184291435946
3818,Tnfaip8l2,0.6207663358225659,0.35949892,0.20707184291435946
3819,Rabggta,0.6207663358225659,1.6011952,0.20707184291435946
3820,Kif1bp,0.6210746544230277,1.0643636,0.20685619361521132
3821,Aftph,0.6210746544230277,-0.03776319,0.20685619361521132
3822,Bahcc1,0.6213830395860988,1.4589183,0.206640604822098
3823,RP23-331E5.10,0.6213830395860988,1.6387773,0.206640604822098
3824,RP23-79E13.7,0.6213830395860988,1.2531,0.206640604822098
3825,Ak6,0.6213830395860988,0.33706307,0.206640604822098
3826,Mbd6,0.6216914912673293,0.07051334,0.20642507652911693
3827,Psmc3,0.6216914912673293,-0.14797345,0.20642507652911693
3828,Cr1l,0.6216914912673293,0.4543079,0.20642507652911693
3829,Ecsit,0.6216914912673293,1.5123423,0.20642507652911693
3830,Ppp1r12c,0.6216914912673293,0.08953777,0.20642507652911693
3831,Kctd10,0.6220000094222347,0.44235745,0.20620960873036379
3832,Dffa,0.6223085940062951,1.4693456,0.20599420141993285
3833,AC152939.2,0.6223085940062951,0.92795616,0.20599420141993285
3834,Inpp5b,0.6223085940062951,1.0836172,0.20599420141993285
3835,Siva1,0.6226172449749561,-0.22580974,0.20577885459191658
3836,Lysmd1,0.6226172449749561,1.2510006,0.20577885459191658
3837,Gpm6b,0.6226172449749561,1.3359882,0.20577885459191658
3838,Akirin2,0.6229259622836278,0.08624482,0.20556356824040606
3839,Tbc1d1,0.6229259622836278,1.0921698,0.20556356824040606
3840,Abhd10,0.6229259622836278,1.1218202,0.20556356824040606
3841,Cfap20,0.6230803458015242,0.39042217,0.20545594774149328
3842,Rhoj,0.6230803458015242,1.2694726,0.20545594774149328
3843,Hist1h2ab,0.6232347458876862,1.4265792,0.20534834235949034
3844,Mvp,0.6232347458876862,1.0311793,0.20534834235949034
3845,Lrrcc1,0.6232347458876862,0.30864537,0.20534834235949034
3846,Gle1,0.6233891625365306,0.2819471,0.20524075209365808
3847,Fabp5,0.6233891625365306,0.45868582,0.20524075209365808
3848,Zc3h10,0.6238525118032907,1.2940588,0.20491807198579257
3849,Iars,0.6244705423640768,0.3397817,0.20448804342350502
3850,Pygb,0.6244705423640768,1.3038625,0.20448804342350502
3851,Atg14,0.6244705423640768,0.88267726,0.20448804342350502
3852,Gemin5,0.6244705423640768,0.9874844,0.20448804342350502
3853,Taf5,0.6244705423640768,1.0342258,0.20448804342350502
3854,Dph6,0.6247796567744821,0.8913482,0.2042731198068457
3855,Rps19bp1,0.6250888372117958,0.9826505,0.2040582566252827
3856,Pdk1,0.6250888372117958,1.105938,0.2040582566252827
3857,Med16,0.6252434521765232,0.08143052,0.2039508476958118
3858,Kdelc2,0.6253980836311496,0.9747831,0.20384345387289396
3859,Pdha1,0.6255527315700609,0.18310966,0.2037360751557887
3860,Zfp282,0.6257073959876409,0.8981169,0.20362871154375545
3861,Cdkn1b,0.6257073959876409,0.14545728,0.20362871154375545
3862,Mrpl22,0.6260167742363322,0.6400234,0.20341402963194186
3863,Itgb1bp1,0.6260167742363322,0.7242285,0.20341402963194186
3864,Mrps7,0.6261714880562004,0.27264434,0.20330671133067965
3865,Sec13,0.626945303885709,0.27109906,0.20277034634117147
3866,Gm6563,0.62725494525313,0.8780722,0.20255590603937057
3867,Pank2,0.6275646522875429,0.050692063,0.20234152612524273
3868,Ly9,0.627874424943802,0.72890115,0.20212720659285288
3869,Csf1r,0.6281842631767272,0.06421317,0.20191294743626412
3870,Mesdc1,0.6284941669411035,0.36548525,0.2016987486495381
3871,Heatr5b,0.6288041361916819,0.5809521,0.20148461022673453
3872,Ano6,0.6291141708831787,0.30992898,0.20127053216191146
3873,Tiprl,0.6292692127551106,0.01460613,0.20116351576188554
3874,RP23-273D6.2,0.6294242709702752,0.7103562,0.20105651444912578
3875,As3mt,0.6300446671498221,0.6532229,0.20062866005588417
3876,Mat2a,0.6300446671498221,-0.0177542,0.20062866005588417
3877,Josd2,0.6300446671498221,0.5695994,0.20062866005588417
3878,AC102483.1,0.6303549631514636,0.5914361,0.2004148233635331
3879,Rnf13,0.6303549631514636,0.610466,0.2004148233635331
3880,Bcas2,0.6308205294159266,0.058699414,0.20009418143861032
3881,Usp15,0.6309757507512004,0.034328222,0.19998733095762114
3882,Syf2,0.6309757507512004,0.23998496,0.19998733095762114
3883,Zeb2os,0.6309757507512004,0.55886173,0.19998733095762114
3884,Banp,0.6309757507512004,0.6385643,0.19998733095762114
3885,Irf2bp1,0.6312862422582805,0.5588855,0.19977367523215508
3886,Kxd1,0.6315967988427669,0.6726516,0.19956007981707644
3887,Fyn,0.6317521015247909,0.26319104,0.199453304724071
3888,RP23-394K2.4,0.631907420459066,0.48330894,0.19934654470642865
3889,Stx8,0.6325288586045552,0.4598738,0.19891965537459108
3890,Dlx3,0.6326842587144748,1.3957499,0.19881297072258935
3891,Dip2c,0.6329951075825708,1.4679879,0.1985996466305181
3892,Pafah1b2,0.6340835888268228,0.45043966,0.1978534869552633
3893,Fam214a,0.6343947290521268,2.0064552,0.19764043406542978
3894,l7Rn6,0.6347059338973552,0.29240522,0.1974274414263445
3895,Crls1,0.6347059338973552,0.38904563,0.1974274414263445
3896,Ifitm1,0.6350172033165717,1.9462584,0.1972145090320343
3897,Kifc3,0.6353285372638056,1.8294748,0.19700163687652472
3898,Ugcg,0.6353285372638056,0.57510465,0.19700163687652472
3899,Mak16,0.635639935693052,0.52957,0.19678882495383945
3900,Med20,0.635639935693052,1.6695492,0.19678882495383945
3901,Kif13b,0.6359513985582721,0.4336888,0.19657607325800058
3902,Magi3,0.6359513985582721,1.8480462,0.19657607325800058
3903,Chst11,0.6361071541399758,0.7092112,0.19646971999328003
3904,Riok3,0.6362629258133928,0.16227499,0.1963633817830286
3905,Nars,0.636574517412307,-0.11786772,0.19615075052294237
3906,Hspd1,0.6367303373262687,-0.080455154,0.1960444574716119
3907,Isca2,0.6368861733088733,0.17804562,0.19593817947175912
3908,Cds2,0.6371978934569167,0.54821813,0.19572566862349433
3909,RP24-546N2.2,0.6371978934569167,1.6018456,0.19572566862349433
3910,Nav2,0.6373537776108033,1.3727524,0.1956194357735857
3911,RP23-461P7.1,0.6373537776108033,1.2412531,0.1956194357735857
3912,Mboat7,0.6375096778102278,0.24351375,0.19551321797216187
3913,P2rx4,0.6378215263225635,1.4950613,0.19530082751177397
3914,Mrps5,0.6378215263225635,0.23757908,0.19530082751177397
3915,Dtd1,0.6379774746239053,1.1887432,0.19519465485131257
3916,Pdcl,0.6381334389476465,0.4588197,0.1950884972363412
3917,Eif3g,0.6382894192879972,0.2137834,0.19498235466611094
3918,Ptpn2,0.6384454156391655,0.030277744,0.19487622713987263
3919,Lrba,0.6384454156391655,1.0437418,0.19487622713987263
3920,RP24-84B10.1,0.6384454156391655,1.4231381,0.19487622713987263
3921,Soat1,0.6384454156391655,-0.092943855,0.19487622713987263
3922,RP23-413D14.9,0.6384454156391655,1.5015093,0.19487622713987263
3923,Mtss1,0.6390695610360968,0.28649917,0.19445186745985546
3924,Fam220a,0.639381729648717,1.3345087,0.1942397778643166
3925,Atg2b,0.6398501023297205,0.9928948,0.1939217562597276
3926,Tsc2,0.6398501023297205,0.97688556,0.1939217562597276
3927,Med25,0.6400062584700321,1.161002,0.19381577913218997
3928,Dnttip1,0.6401624305573084,1.0699329,0.19370981704039816
3929,RP23-147I23.2,0.6401624305573084,1.0650436,0.19370981704039816
3930,Elac2,0.6403186185857317,1.140805,0.193603869983602
3931,Hnmt,0.6403186185857317,1.1619685,0.193603869983602
3932,Casp9,0.6406310424427392,1.2789911,0.1933920209719947
3933,RP24-251F16.4,0.6407872782596777,1.1983039,0.1932861190156826
3934,Cyp51,0.6409435299944723,1.3209015,0.1931802320913639
3935,Nectin1,0.6409435299944723,1.088688,0.1931802320913639
3936,Tmem184b,0.6410997976412949,0.9355739,0.19307436019828791
3937,Rlf,0.6410997976412949,0.8335569,0.19307436019828791
3938,Mga,0.6410997976412949,0.42760533,0.19307436019828791
3939,Cars2,0.6412560811943151,0.7677805,0.19296850333570373
3940,Rnf217,0.6414123806477008,0.9632236,0.19286266150286038
3941,Trappc10,0.6414123806477008,0.15554538,0.19286266150286038
3942,Gmcl1,0.641725027232229,0.77625996,0.19265102292339145
3943,Gnai1,0.641725027232229,0.6571371,0.19265102292339145
3944,Crim1,0.6420377373481791,1.0966628,0.19243944445387112
3945,Hist1h3f,0.6421941162158342,0.8980724,0.19233367775846316
3946,Ranbp6,0.6425069215412798,0.7946524,0.19212218944259363
3947,RP23-393I12.3,0.6425069215412798,0.715826,0.19212218944259363
3948,Fam98a,0.6429762484170494,0.2863192,0.19180506964487792
3949,Fcgr4,0.6431327223889218,0.9208692,0.1916993930895882
3950,Ets2,0.643445717817448,0.81944346,0.1914880850404191
3951,Cpt1a,0.6437587765199411,0.30132976,0.19127683706811427
3952,Rap1gds1,0.6437587765199411,0.18108593,0.19127683706811427
3953,Zdhhc4,0.6439153295842643,0.7107279,0.19117123560890448
3954,Coq2,0.6439153295842643,0.6990053,0.19117123560890448
3955,Yaf2,0.644071898449482,0.64011693,0.19106564916665286
3956,Ctps,0.644071898449482,0.87494403,0.19106564916665286
3957,Vps4a,0.6443850835591176,0.34021148,0.19085452133001263
3958,Taf13,0.6445416997917891,0.5643312,0.19074897993411793
3959,Arid3b,0.6446983318018618,0.8893415,0.1906434535521694
3960,Srm,0.6453250174985614,0.26100302,0.19022149814876993
3961,Ier3,0.6454817283074198,0.7996115,0.19011604682525107
3962,Scd2,0.6454817283074198,0.061298005,0.19011604682525107
3963,Thbd,0.6454817283074198,0.7529174,0.19011604682525107
3964,Ero1lb,0.6456384548583767,0.27752754,0.19001061051115717
3965,RP23-341K9.1,0.6456384548583767,0.11952135,0.19001061051115717
3966,Gnpnat1,0.6456384548583767,0.7072937,0.19001061051115717
3967,Csnk1d,0.6457951971455407,0.5924976,0.18990518920573454
3968,Mfng,0.6459519551630188,0.47788697,0.18979978290822905
3969,Tbc1d8b,0.6461087289049159,0.58428186,0.1896943916178866
3970,Map3k20,0.6462655183653344,-0.030575743,0.18958901533395298
3971,Dtx3,0.6464223235383748,0.60385495,0.189483654055674
3972,Atp11b,0.6464223235383748,-0.09782687,0.189483654055674
3973,Nt5c3,0.6465791444181357,0.19554456,0.18937830778229514
3974,Plekha3,0.6468928332742017,0.60144395,0.18916766024722
3975,Csad,0.6468928332742017,0.60755795,0.18916766024722
3976,Sf3a1,0.6468928332742017,0.19853064,0.18916766024722
3977,Gripap1,0.6470497012386934,-0.08457679,0.18906235898401424
3978,Phb2,0.6472065848862782,0.046176936,0.18895707272269016
3979,Ccnl1,0.6473634842110445,-0.12671627,0.18885180146249259
3980,Pml,0.6473634842110445,0.7275148,0.18885180146249259
3981,Ankfy1,0.6475203992070777,-0.09498458,0.18874654520266676
3982,Epsti1,0.6475203992070777,0.65516245,0.18874654520266676
3983,Lztfl1,0.6476773298684619,0.6074905,0.1886413039424574
3984,RP23-55L3.5,0.6476773298684619,0.10131789,0.1886413039424574
3985,Myo9b,0.6478342761892789,0.056625605,0.18853607768110928
3986,Calm3,0.6478342761892789,-0.005599195,0.18853607768110928
3987,Ap2a1,0.6481482157855274,-0.13646147,0.1883256701519755
3988,Slc43a3,0.648305209049112,0.10071067,0.1882204888826788
3989,Dgcr6,0.6484622179484355,0.53509855,0.18811532260922148
3990,Cacnb3,0.6487762826305823,1.5982814,0.18790503504680167
3991,Cep164,0.6487762826305823,0.06915884,0.18790503504680167
3992,Nsrp1,0.6494045993627404,0.04858105,0.18748463983877478
3993,Otud6b,0.6494045993627404,0.5231672,0.18748463983877478
3994,Clpx,0.6495617175461164,0.5287926,0.18737957851502623
3995,Dennd4c,0.6495617175461164,0.53570193,0.18737957851502623
3996,Gipc1,0.6495617175461164,0.32034206,0.18737957851502623
3997,Coa6,0.6497188513177434,0.6206305,0.18727453218106827
3998,Fam45a,0.6498760006716765,0.34910575,0.18716950083614417
3999,Apitd1,0.6505047537914894,0.20527773,0.18674952533165204
4000,Zfp800,0.6506619809677,-0.1131991,0.1866445689205454
4001,Cdr2l,0.6506619809677,1.4626919,0.1866445689205454
4002,Fbxl20,0.6506619809677,1.0949849,0.1866445689205454
4003,Wdfy1,0.6512910450788395,0.51547855,0.1862248931134688
4004,Bglap3,0.6512910450788395,1.8353813,0.1862248931134688
4005,Ric1,0.6512910450788395,1.1402309,0.1862248931134688
4006,RP24-408B13.1,0.6512910450788395,0.21317722,0.1862248931134688
4007,Magohb,0.6514483499283841,0.31695548,0.18612001161724986
4008,Aldh7a1,0.6516056702946993,1.717724,0.18601514510173583
4009,Hoxa5,0.6516056702946993,1.889976,0.18601514510173583
4010,RP23-42N14.3,0.6519203575537598,2.9356453,0.18580545700979068
4011,Haus3,0.6519203575537598,0.37145767,0.18580545700979068
4012,Setdb1,0.6525499180103047,0.09378577,0.18538626056100743
4013,En1,0.6525499180103047,2.77624,0.18538626056100743
4014,Pcdhb17,0.6525499180103047,2.5793998,0.18538626056100743
4015,E2f5,0.6525499180103047,2.8132088,0.18538626056100743
4016,R3hcc1,0.6525499180103047,1.7086374,0.18538626056100743
4017,Mapre3,0.6525499180103047,1.7211882,0.18538626056100743
4018,Gabpb2,0.6528647911121177,-0.08536577,0.18517675219203697
4019,RP23-73N8.1,0.6528647911121177,2.5332246,0.18517675219203697
4020,Napb,0.6531797260657886,2.5484788,0.1849673037185895
4021,Ptdss2,0.6531797260657886,1.6862743,0.1849673037185895
4022,Samd14,0.6531797260657886,1.8650599,0.1849673037185895
4023,Mllt6,0.6533372167220974,1.0117477,0.18486260194078993
4024,Spryd7,0.6534947228233989,2.4133291,0.18475791513459458
4025,Tecpr1,0.6534947228233989,1.7157222,0.18475791513459458
4026,Atf7ip,0.6536522443636981,-0.006711317,0.18465324329924437
4027,Tmem218,0.6538097813369979,2.3973744,0.18454858643398012
4028,Tcf7,0.6538097813369979,0.89436036,0.18454858643398012
4029,Ralb,0.6538097813369979,0.15675417,0.18454858643398012
4030,Lysmd2,0.6538097813369979,2.2965438,0.18454858643398012
4031,Dcun1d3,0.6538097813369979,2.3518744,0.18454858643398012
4032,Pla2g15,0.6539673337372993,0.014784616,0.18444394453804255
4033,Ctso,0.654124901558601,1.2963194,0.1843393176106725
4034,Ccdc170,0.654124901558601,2.305979,0.1843393176106725
4035,RP23-414A20.3,0.654124901558601,2.2123315,0.1843393176106725
4036,Ube3c,0.6542824847949001,0.4676335,0.18423470565111028
4037,Habp4,0.6544400834401913,1.3429059,0.18413010865859636
4038,Srrt,0.6544400834401913,-0.19187692,0.18413010865859636
4039,Kazn,0.6544400834401913,2.0436313,0.18413010865859636
4040,Cpsf7,0.654755326933719,-0.021320347,0.18392095957167454
4041,Ilvbl,0.654755326933719,1.5608226,0.18392095957167454
4042,RP23-89F9.3,0.654755326933719,1.9837468,0.18392095957167454
4043,Mettl21a,0.654755326933719,2.0758195,0.18392095957167454
4044,Aak1,0.654755326933719,0.267237,0.18392095957167454
4045,RP23-440J24.4,0.654755326933719,2.2561643,0.18392095957167454
4046,Cyb561,0.654755326933719,2.135394,0.18392095957167454
4047,Zfp933,0.6550706319911006,2.1653125,0.18371187034382863
4048,Frs2,0.6550706319911006,1.1324877,0.18371187034382863
4049,Glipr1,0.6550706319911006,-0.07350378,0.18371187034382863
4050,RP23-28C17.4,0.6550706319911006,1.9845291,0.18371187034382863
4051,Fem1b,0.655228307591202,0.13368833,0.18360734817515897
4052,RP23-161B9.5,0.655385998564221,1.9270998,0.18350284096897798
4053,Ptk2,0.655385998564221,1.3813641,0.18350284096897798
4054,Zfp142,0.655385998564221,1.6743842,0.18350284096897798
4055,Igfbp5,0.6557014266049312,0.16590737,0.1832938714410407
4056,Dvl2,0.6557014266049312,1.8258318,0.1832938714410407
4057,RP23-306B14.2,0.6557014266049312,1.4798836,0.1832938714410407
4058,Jcad,0.6560169160650499,1.8007727,0.1830849617539332
4059,Loxl2,0.6560169160650499,0.47545883,0.1830849617539332
4060,Spef1,0.6563324668963628,1.4577758,0.18287611190157
4061,E2f6,0.6563324668963628,1.8405049,0.18287611190157
4062,Bclaf1,0.6563324668963628,0.032632705,0.18287611190157
4063,Ildr2,0.6563324668963628,1.56599,0.18287611190157
4064,Chac2,0.6563324668963628,1.4530954,0.18287611190157
4065,Gtf2h2,0.6563324668963628,0.96326774,0.18287611190157
4066,Smad3,0.6566480790506231,1.382121,0.18266732187786408
4067,Sirt6,0.6566480790506231,1.3265425,0.18266732187786408
4068,Wrap73,0.6566480790506231,1.6992172,0.18266732187786408
4069,Psmc5,0.6569637524795504,0.004530518,0.18245859167672704
4070,Map2k1,0.6569637524795504,0.3065271,0.18245859167672704
4071,Ubiad1,0.6569637524795504,1.7270681,0.18245859167672704
4072,RP23-12I24.9,0.6569637524795504,1.0857519,0.18245859167672704
4073,Mterf4,0.6569637524795504,1.7575765,0.18245859167672704
4074,H2-T23,0.6571216121569181,0.44300616,0.18235424900771852
4075,Trmt10a,0.6572794871348328,1.2799939,0.18224992129206824
4076,Lpar3,0.6572794871348328,1.0340085,0.18224992129206824
4077,Rnf24,0.6572794871348328,1.0865557,0.18224992129206824
4078,Bhlhb9,0.6572794871348328,1.2145715,0.18224992129206824
4079,Aga,0.6572794871348328,0.9881187,0.18224992129206824
4080,Surf2,0.6575952829681246,1.1767758,0.18204131071779586
4081,Eno3,0.6575952829681246,0.5906422,0.18204131071779586
4082,RP24-320O9.1,0.6575952829681246,1.2543769,0.18204131071779586
4083,Ccdc43,0.6579111399310482,1.2029923,0.18183275994781614
4084,Kif16b,0.6579111399310482,0.81331235,0.18183275994781614
4085,Ccdc28b,0.6579111399310482,1.4927207,0.18183275994781614
4086,Rnf167,0.6579111399310482,0.8017904,0.18183275994781614
4087,Zscan21,0.6582270579751925,0.9229763,0.18162426897603395
4088,N4bp2,0.6582270579751925,0.11846969,0.18162426897603395
4089,Fam58b,0.6582270579751925,1.2030976,0.18162426897603395
4090,Rdm1,0.6582270579751925,1.2863706,0.18162426897603395
4091,Hacd3,0.6582270579751925,0.82133824,0.18162426897603395
4092,Vps53,0.6583850398875852,0.33095664,0.18152004591256168
4093,Spop,0.6585430370521145,-0.06797298,0.1814158377963522
4094,Szrd1,0.6585430370521145,0.35871643,0.1814158377963522
4095,Cltb,0.658859077113338,0.91399705,0.1812074664026723
4096,Tubgcp2,0.658859077113338,1.1426584,0.1812074664026723
4097,Rhoq,0.6591751781103548,0.52842075,0.18099915478889378
4098,Fam132a,0.6591751781103548,0.38216528,0.18099915478889378
4099,Tnrc6a,0.6594913399946234,-0.11888622,0.1807909029489148
4100,Cep63,0.6594913399946234,0.9770325,0.1807909029489148
4101,Gtf3c6,0.659649443754299,0.017645039,0.18068679944219293
4102,Txlng,0.6598075627175701,0.90263087,0.1805827108766318
4103,Tada3,0.6598075627175701,0.7773078,0.1805827108766318
4104,Dhx15,0.6601238462305887,0.031717006,0.18037457856593936
4105,Arrdc3,0.6601238462305887,0.8804005,0.18037457856593936
4106,Pbx3,0.6604401904850403,0.92918426,0.1801665060107306
4107,Tubg1,0.6604401904850403,0.83604026,0.1801665060107306
4108,Immp1l,0.6604401904850403,0.7779274,0.1801665060107306
4109,Focad,0.6604401904850403,0.68714947,0.1801665060107306
4110,Sos2,0.6604401904850403,0.2708284,0.1801665060107306
4111,RP24-252G15.5,0.6607565954322537,0.8176219,0.17995849320489674
4112,Fam134c,0.6607565954322537,0.6801338,0.17995849320489674
4113,Basp1,0.6607565954322537,1.0975546,0.17995849320489674
4114,Narf,0.6607565954322537,0.9825882,0.17995849320489674
4115,Mrps26,0.6607565954322537,0.24987471,0.17995849320489674
4116,Guca1a,0.661073061023525,0.6350398,0.17975054014232758
4117,Ikbkap,0.661073061023525,0.6599083,0.17975054014232758
4118,Pid1,0.661073061023525,0.89402896,0.17975054014232758
4119,Wbscr22,0.661073061023525,0.8712782,0.17975054014232758
4120,Trmt13,0.661073061023525,0.7584863,0.17975054014232758
4121,Gmfb,0.6613895872101179,-0.059225734,0.1795426468169112
4122,Atg2a,0.6617061739432636,0.7351825,0.17933481322253392
4123,Mmadhc,0.6621811674610074,0.3574768,0.1790231748132886
4124,Pno1,0.6623395288539766,0.8880968,0.17891932520243375
4125,Mipep,0.6623395288539766,0.7873605,0.17891932520243375
4126,Pcyt2,0.6626562969338445,0.75876844,0.17871167076447525
4127,Gpat4,0.6626562969338445,0.29408514,0.17871167076447525
4128,Mitd1,0.6626562969338445,0.5821682,0.17871167076447525
4129,Znfx1,0.6629731253648663,0.6839068,0.17850407603308469
4130,RP24-499A8.6,0.6629731253648663,0.6376517,0.17850407603308469
4131,Khk,0.6629731253648663,0.44410893,0.17850407603308469
4132,Scamp1,0.6632900140981113,0.6942663,0.17829654100214015
4133,Zfp518b,0.6636069630846166,0.6579854,0.17808906566551788
4134,Ahctf1,0.6639239722753872,0.15185681,0.17788165001709255
4135,Fyb,0.664082499432052,0.03147044,0.17777796457403922
4136,Comp,0.664082499432052,1.0308878,0.17777796457403922
4137,Dclre1a,0.6642410416213953,0.57690656,0.1776742940507373
4138,Dusp7,0.6642410416213953,0.5953302,0.1776742940507373
4139,Ccdc174,0.6645581710735813,0.3522506,0.17746699776032346
4140,Plin2,0.6647167583241511,0.08403205,0.1773633719916788
4141,Acads,0.6648753605828533,0.5961486,0.17725976113972053
4142,Pqbp1,0.6651926101000869,0.51739824,0.17705258418279685
4143,Med21,0.6653512573463292,0.123557456,0.176949018076298
4144,Npr2,0.6658272889617817,2.0779762,0.17663840923545038
4145,Hsd17b4,0.6658272889617817,0.5506569,0.17663840923545038
4146,Limd1,0.6658272889617817,-0.033855703,0.17663840923545038
4147,Sacs,0.6661447182078337,0.5249762,0.17643141123275527
4148,Dnajc13,0.666462207265029,0.123560056,0.1762244728691947
4149,Tmem135,0.6667797560840829,0.6162439,0.17601759413862825
4150,Slc19a1,0.6667797560840829,0.63415486,0.17601759413862825
4151,Npc1,0.6667797560840829,0.59555036,0.17601759413862825
4152,Enpp6,0.6669385528888965,0.68787414,0.1759141771337985
4153,Man1c1,0.6670973646156781,0.5788402,0.17581077503491402
4154,Ranbp3,0.6670973646156781,0.4199267,0.17581077503491402
4155,Aggf1,0.6670973646156781,0.13887829,0.17581077503491402
4156,Nelfcd,0.6680505479920638,0.1071457,0.1751906754234387
4157,Cdc42ep1,0.6680505479920638,1.9211419,0.1751906754234387
4158,Cwc15,0.668209463999762,-0.03816172,0.17508737764465993
4159,Agfg2,0.6683683948800154,0.3529267,0.17498409476567936
4160,Ap3b1,0.6683683948800154,0.14153169,0.17498409476567936
4161,Qser1,0.6685273406266385,0.31480238,0.17488082678572803
4162,Ugp2,0.6685273406266385,0.03049171,0.17488082678572803
4163,Cpxm1,0.6686863012334435,1.8453529,0.17477757370403713
4164,Med15,0.6686863012334435,0.5103631,0.17477757370403713
4165,Srsf7,0.6694813269534932,0.029943358,0.1742615317425666
4166,Pphln1,0.6696403765913387,0.43702388,0.17415836803428378
4167,Nfx1,0.6696403765913387,-0.01058678,0.17415836803428378
4168,Tcf3,0.6696403765913387,0.08647293,0.17415836803428378
4169,Loxl4,0.6696403765913387,1.7407603,0.17415836803428378
4170,Skiv2l2,0.6699585203112649,0.43461272,0.17395208529557257
4171,Ube2o,0.6699585203112649,1.6333431,0.17395208529557257
4172,Slc35e1,0.6699585203112649,0.43522692,0.17395208529557257
4173,Polr2h,0.6699585203112649,0.17950113,0.17395208529557257
4174,Mfap2,0.6701176143809364,1.3132327,0.1738489662636045
4175,Kdelc1,0.6702767232488042,1.5956626,0.17374586212220147
4176,Ormdl3,0.6702767232488042,0.7251589,0.17374586212220147
4177,Fam172a,0.6702767232488042,0.4501612,0.17374586212220147
4178,RP23-354E8.2,0.6702767232488042,0.46616107,0.17374586212220147
4179,Phldb1,0.6704358469086587,1.1936568,0.1736427728705934
4180,Nop14,0.6705949853542883,0.4589201,0.17353969850801007
4181,Gatsl3,0.6707541385794797,2.5090644,0.17343663903368114
4182,Zfp266,0.6707541385794797,1.3295423,0.17343663903368114
4183,Ccnt1,0.6709133065780172,0.14469986,0.17333359444683633
4184,Ext1,0.6709133065780172,0.5957497,0.17333359444683633
4185,Exoc5,0.6709133065780172,0.00024014164,0.17333359444683633
4186,Klhdc10,0.6709133065780172,0.3927378,0.17333359444683633
4187,Dpy19l3,0.6710724893436835,2.1567354,0.17323056474670492
4188,Impdh1,0.671231686870259,0.19362152,0.17312754993251642
4189,Slc12a4,0.6713908991515223,1.0642087,0.17302455000350012
4190,Rbms2,0.6713908991515223,2.236619,0.17302455000350012
4191,Tra2a,0.6713908991515223,-0.04645391,0.17302455000350012
