,gene_name,p-value,logFC,-logQ
1281,Bicd2,0.16949998476196582,2.0555763,0.7708303365039342
1282,Maged2,0.17004305331889102,2.9009922,0.7694411053772242
1283,Capn2,0.17004305331889102,1.9673704,0.7694411053772242
1284,Orc6,0.17072372167429917,0.9944874,0.7677061304582989
1285,Ngly1,0.17072372167429917,1.7723713,0.7677061304582989
1286,Brd4,0.17133806641653881,0.37918863,0.766146138505359
1287,Ppp1r11,0.17168008344756802,1.3746209,0.7652800842830082
1288,Ccni,0.17188553879508084,0.7334944,0.7647606601697554
1289,Rora,0.17195406478273123,1.6721501,0.764587553532894
1290,Lage3,0.17209117808273033,1.4799556,0.7642413923580332
1291,Dhps,0.1723656500606766,2.5699718,0.7635492783922286
1292,Tmem50a,0.1723656500606766,0.3410646,0.7635492783922286
1293,Gnpda2,0.17250300878381675,1.786014,0.763203325594689
1294,Sarnp,0.1726404493598337,0.54437506,0.7628574422496598
1295,Ctsz,0.17270920034971904,0.40497124,0.7626845266208058
1296,Rplp0,0.17284676374733043,0.45328924,0.7623387474483548
1297,Rcn2,0.17291557616068776,1.0517695,0.7621658839039327
1298,Tor1aip2,0.17291557616068776,0.9451178,0.7621658839039327
1299,Rab11a,0.1732599454855146,1.0371484,0.7613018265833482
1300,Nup50,0.17339783665499087,0.735374,0.7609563251681174
1301,Tnfsf11,0.17353580982361239,2.1287303,0.760610893183931
1302,Sel1l,0.1737429233740153,0.7788359,0.7600928753836271
1303,Tapbp,0.17395022154861606,0.49854067,0.7595750137845718
1304,Arid2,0.17401936198081058,0.7334038,0.7594024279610118
1305,RP23-233B6.2,0.17415770442296874,1.2294035,0.7590573083755972
1306,Kdm2a,0.1745039198623678,0.45780814,0.7581948130860283
1307,Golph3,0.17492005638977604,0.8467782,0.757160391321666
1308,Lims1,0.17492005638977604,0.40012226,0.757160391321666
1309,Rheb,0.17526740223773474,1.2602955,0.7562988502765216
1310,Ubn1,0.1754064845833675,0.7826303,0.7559543552874408
1311,Ube2v2,0.17575455065774703,0.7447478,0.7550934213581372
1312,Ylpm1,0.17582422564512146,1.0913203,0.7549212866049662
1313,Chst15,0.17582422564512146,1.7841538,0.7549212866049662
1314,Zfp260,0.17610313159517288,1.0551509,0.7542329210207385
1315,Txndc9,0.17610313159517288,1.4233363,0.7542329210207385
1316,Chd7,0.17652210882575337,0.39005914,0.7532008928840489
1317,Ulk2,0.17701185406895892,1.5160713,0.7519976489808311
1318,Hnrnpr,0.17729216260434266,0.5411471,0.7513104624414869
1319,Socs3,0.17729216260434266,1.9614407,0.7513104624414869
1320,Socs2,0.17729216260434266,1.6252744,0.7513104624414869
1321,Mrpl30,0.17736229136913417,0.9629836,0.7511387091440033
1322,Kdm1a,0.17736229136913417,0.7241576,0.7511387091440033
1323,Cmip,0.17799438018460112,1.785134,0.749593709451477
1324,Dnajc10,0.17799438018460112,0.83566874,0.749593709451477
1325,Scfd1,0.17813507180295074,0.99458814,0.7492505668310787
1326,Mcfd2,0.17827584617304892,0.8828521,0.7489074935287594
1327,Phip,0.17834626439682066,0.33912107,0.7487359828708359
1328,Atp13a3,0.17834626439682066,0.5291012,0.7487359828708359
1329,Brk1,0.17841670331670745,0.50960386,0.7485644895411799
1330,Plekhf1,0.17876920845315414,3.6025827,0.7477072828022889
1331,Hvcn1,0.17891035547577383,0.5760682,0.7473645213899824
1332,Omd,0.17905158536987642,1.8462394,0.7470218292773732
1333,Tox4,0.17919289815717054,1.1346267,0.7466792064611162
1334,Cdc5l,0.1792635856425434,0.37920803,0.7465079210380736
1335,Kdm5b,0.17933429385934607,0.878854,0.7463366529378649
1336,Snf8,0.1795465429254114,0.7267709,0.7458229525700523
1337,Nsd3,0.17968814600955907,0.56455576,0.7454805722646689
1338,Zfp275,0.18046844700900544,2.4733477,0.7435987188981793
1339,Tmem214,0.1806105899180278,1.8156276,0.7432567888612305
1340,Asah1,0.18089512514976014,1.0531272,0.7425731365624395
1341,Specc1l,0.18103751751541275,2.5395257,0.74223141429388
1342,Gpbp1,0.18125126206143716,0.8352884,0.7417189607326391
1343,Stk39,0.1813225518535011,2.4905577,0.7415481775016382
1344,Eif1ax,0.18160791914335805,0.37200922,0.740865217680157
1345,Usf3,0.18160791914335805,1.7582008,0.740865217680157
1346,Rpl37,0.18182216321322686,0.5312264,0.7403531795599253
1347,Ctnnbip1,0.1821796532620642,1.9901265,0.7395001288418508
1348,Cln5,0.18275272123581277,1.6182356,0.7381361475635432
1349,Cyth3,0.18289619680350455,1.836945,0.7377953252749472
1350,Herc1,0.18296796588806863,0.71129966,0.7376249400829791
1351,Rpl5,0.18325525095953166,0.41453782,0.7369435723207934
1352,Zkscan1,0.18339901877219755,1.3743136,0.7366029922372086
1353,Samd4b,0.18375880386431898,1.9667327,0.7357518447438998
1354,RP23-56M2.7,0.18397492569504714,2.2887957,0.7352413638074722
1355,Rsu1,0.1843355469333786,0.88134193,0.7343909081427442
1356,Cnep1r1,0.18484129541122485,1.0754637,0.733200996504905
1357,Col4a1,0.18491362892910934,1.9593613,0.7330310782914794
1358,Stat6,0.18534806990310737,1.0969064,0.7320119320773331
1359,AC160535.1,0.18571068035091298,0.5112744,0.7311631189630499
1360,RP23-195A18.3,0.18578326534112122,1.606297,0.730993408196653
1361,Pcbd2,0.18578326534112122,1.5255233,0.730993408196653
1362,Ndufb2,0.18607381505741605,0.56000596,0.7303147379717977
1363,Rcor3,0.18607381505741605,1.5356357,0.7303147379717977
1364,Wisp1,0.1862192158051773,1.2479296,0.7299755065578672
1365,Tgfb1,0.18651026918360547,0.46409217,0.7292972511100257
1366,Gna13,0.18658308501891774,0.8079552,0.7291277304497589
1367,Ltn1,0.1867287796964885,0.9505287,0.7287887409682836
1368,Qsox1,0.1872393729119588,1.2618871,0.7276028220486118
1369,Carm1,0.18789736380203625,2.1558838,0.7260793130035733
1370,Cd151,0.18833697142949468,3.117964,0.7250644175737091
1371,Tmtc2,0.18855705956078928,1.7329282,0.7245572030043135
1372,Slc40a1,0.18870389033126733,0.8115006,0.7242191463004309
1373,Dlg1,0.18929205665164262,1.166063,0.7228676101499919
1374,Pin1,0.1893656723479742,1.9840641,0.7226987458239658
1375,Bcl2,0.18943930914305496,1.1487705,0.7225298987615772
1376,Agt,0.18943930914305496,3.0845826,0.7225298987615772
1377,Cmc4,0.1895129670394199,2.692219,0.7223610689624004
1378,Rufy1,0.19002916336265296,1.8495076,0.7211797437021616
1379,Pvrl3,0.19002916336265296,2.2259731,0.7211797437021616
1380,Scarf2,0.19069436521993233,1.7653998,0.7196621396233438
1381,Atp13a1,0.19084242037640609,1.3226379,0.7193250840987981
1382,Zfp871,0.19121292842273274,1.0264013,0.7184827472438398
1383,Man2a2,0.19173252855099476,1.0243764,0.7173042002582348
1384,Wdr83os,0.19180684183774677,0.6167166,0.7171359054063158
1385,Snrnp48,0.19195553195895732,1.2450254,0.7167993674505607
1386,Osbpl8,0.19195553195895732,0.53923273,0.7167993674505607
1387,Hsd17b12,0.19225316646195456,1.1675204,0.7161264985193574
1388,Erp44,0.19225316646195456,0.813154,0.7161264985193574
1389,Pnisr,0.1927002541663062,0.43583128,0.7151177125217578
1390,Dpep1,0.19284945306714862,3.6456246,0.7147815884819224
1391,Crip2,0.19299873683405466,1.4123572,0.7144455334160347
1392,Pcmt1,0.19344709752894118,1.2420806,0.7134377820276219
1393,Ndufa8,0.19344709752894118,0.7117072,0.7134377820276219
1394,Zbtb8os,0.19374642935142028,1.861553,0.7127662925752745
1395,Vps25,0.1938213154161902,0.8480342,0.7125984633090632
1396,Polr2i,0.19397115129392428,0.8011241,0.7122628564898726
1397,Zfp292,0.19412107218562413,0.591843,0.7119273186187849
1398,Atg3,0.19419606451784643,0.6373647,0.7117595755377013
1399,Smg6,0.19457134514071162,0.8379575,0.7109211186596303
1400,RP23-129D21.1,0.19479676877192897,5.5709076,0.7104182513391268
1401,Cep170,0.19487195253991363,1.0434867,0.7102506633640916
1402,Snx18,0.19562496117877726,0.7930307,0.7085757312939849
1403,Tfpi,0.19585127914991685,2.5414515,0.7080735876293333
1404,Snrpb,0.1965313843048616,0.37008873,0.706568086804764
1405,Timm10,0.19660705819308844,1.5030751,0.7064008950527789
1406,Mrpl55,0.19660705819308844,2.2861755,0.7064008950527789
1407,Fam208a,0.19668275341991526,0.6613203,0.7062337205226866
1408,Arhgef18,0.19683420789899586,1.5827087,0.7058994231264497
1409,Irf2,0.19698574776134692,0.81488156,0.7055651946125832
1410,Wwtr1,0.19751680995013854,1.6521922,0.7043959372126145
1411,Zbtb38,0.19751680995013854,0.794314,0.7043959372126145
1412,P3h1,0.19759276142755122,1.6330962,0.7042289693114118
1413,Gfpt1,0.19759276142755122,1.0088106,0.7042289693114118
1414,Tmem11,0.1978207440880868,1.3883168,0.7037281689035826
1415,Il13ra1,0.19812502025728862,2.2120037,0.7030606760337407
1416,Trappc4,0.19842963861029184,1.298211,0.7023934585752717
1417,Ppp2r2a,0.19911628180183694,0.8554812,0.7008932261223523
1418,Zfp451,0.19988125340095098,0.8249601,0.6992279358783906
1419,Nrep,0.20003450493609942,1.646497,0.6988950842818802
1420,Fam193a,0.20003450493609942,1.2523576,0.6988950842818802
1421,Dctn4,0.20011116287086983,0.79989463,0.698728684287325
1422,Jmy,0.20072519867109284,1.1749506,0.6973981035620623
1423,Clstn1,0.20180306790031777,2.6265156,0.6950722357103505
1424,Thap12,0.20188021972800407,1.0583411,0.6949062312485966
1425,Tmem86a,0.2019573930571812,1.6134706,0.6947402439786712
1426,Atp5h,0.20203458789016082,0.44542032,0.6945742739001369
1427,Smo,0.20265292096788456,3.1809115,0.6932471321093508
1428,Cdc37,0.20304007861439055,0.41208842,0.6924182270963494
1429,Sf3b6,0.20311757474259073,0.40154994,0.692252497651261
1430,Ralgapb,0.20319509240910638,1.52104,0.692086785390985
1431,Scarb2,0.20366065084093343,1.4507675,0.6910928726858138
1432,Cct3,0.20373831933968256,0.3718708,0.6909272807069329
1433,Cox4i2,0.20381600939502376,4.6990857,0.69076170590935
1434,Arl4a,0.20381600939502376,1.589061,0.69076170590935
1435,Polr2f,0.20397145418459184,0.77876616,0.6904306078563239
1436,Psmd8,0.20412698522784634,0.5209519,0.6900995785232169
1437,Pcdh18,0.20443830614813208,1.5501136,0.6894377260026884
1438,Eif6,0.20490593488509967,1.0226655,0.6884454625332996
1439,Bdp1,0.20514004069635872,0.7549992,0.6879495626629797
1440,Tbk1,0.20521811915853339,1.4945996,0.6877842970535465
1441,Chpf2,0.20592179757138673,1.4482286,0.6862976792978536
1442,Sugt1,0.206000092131009,0.6161756,0.6861325853979345
1443,Rock2,0.20607840831270918,0.33166423,0.68596750866654
1444,Ndufa6,0.20615674611872326,0.27319875,0.6858024491032294
1445,Fam208b,0.20631348661263393,1.1450375,0.6854723814790907
1446,Pdcl3,0.20662722719047566,0.9636621,0.6848124522283809
1447,Fyttd1,0.2067842273100653,0.8986362,0.6844825905947394
1448,Rspo3,0.20717710642452314,2.5790715,0.6836582368747708
1449,Ebpl,0.20733440964310323,1.8812567,0.6833286155231495
1450,Scaf1,0.2074130937411407,1.6593996,0.6831638305890759
1451,Mllt4,0.2074917995012926,1.8694675,0.6829990628155708
1452,Zufsp,0.20757052692576972,1.4430381,0.6828343122021907
1453,Col4a3bp,0.20772804677653367,0.70864534,0.6825048624540362
1454,Angel2,0.2078856533110871,0.79999214,0.68217548134107
1455,Calhm2,0.2079644890902954,2.5665295,0.6820108165216753
1456,Itpripl2,0.20812222568358452,0.45851123,0.6816815383548462
1457,Arhgap35,0.20851694663947007,2.5650098,0.6808586431701972
1458,Pik3r1,0.20883311386369952,0.50830066,0.6802006358037043
1459,Srrm2,0.2089122099184899,0.4260958,0.6800361768446654
1460,Hars,0.2089122099184899,0.8556101,0.6800361768446654
1461,Rsrc1,0.2089122099184899,0.64658475,0.6800361768446654
1462,Fndc3a,0.2089913276771439,0.9219412,0.679871735037773
1463,Arfgef1,0.20907046714184396,0.48000684,0.6797073103825833
1464,Crtap,0.20914962831477169,0.8351828,0.6795429028786515
1465,Uqcrq,0.20914962831477169,0.3926626,0.6795429028786515
1466,Pard3b,0.2093080157940269,2.1422734,0.6792141393227866
1467,Slc39a13,0.2093080157940269,1.1980453,0.6792141393227866
1468,Tiparp,0.2093872421047095,1.0502994,0.6790497832699651
1469,Dlx5,0.20962505134707565,1.794649,0.6785568180066145
1470,Wac,0.20978369945563868,0.52704614,0.6782282602391972
1471,Cul5,0.20978369945563868,0.9297754,0.6782282602391972
1472,Dab2ip,0.2099424344753673,1.2444953,0.6778997710608183
1473,Ampd2,0.21002183458233403,0.89917034,0.6777355521914064
1474,Immt,0.21033965237468044,0.6861141,0.6770788481685632
1475,Cryab,0.21041916117468573,1.498477,0.6769147150243291
1476,Notch2,0.21081703139400965,0.82952213,0.6760943064497605
1477,Vcl,0.21089667069679519,0.5465369,0.6759302761610502
1478,Npdc1,0.2112154455092573,1.9209366,0.6752743264120367
1479,RP24-95O4.1,0.21137496350628315,3.0548966,0.6749464543747872
1480,Sec61b,0.2115345685866623,0.47932065,0.6746186508909536
1481,Tnfrsf1a,0.21209387239588706,1.1458327,0.673471878504161
1482,Tfg,0.21217386008311068,1.2734141,0.6733081224183988
1483,Akap2,0.21233390083609538,2.8624558,0.6729806616481017
1484,AC158971.1,0.21313541272235603,2.258923,0.6713443857049831
1485,Chic2,0.21361736695900102,0.770034,0.6703634423370294
1486,Cntln,0.2136977690582227,0.7935918,0.6702000117187605
1487,Vegfb,0.2139391063574272,3.8065057,0.6697098226145244
1488,Tgfb1i1,0.2139391063574272,2.1316216,0.6697098226145244
1489,Tmem101,0.21410010707909222,2.602753,0.6693831154993625
1490,Spast,0.2142611951713369,0.93629634,0.6690564768768141
1491,AC099860.1,0.2143417719866394,1.2672325,0.6688931832491497
1492,Prorsd1,0.21442237065083924,1.1718079,0.6687299067432938
1493,Colgalt1,0.2149064215793134,0.44129503,0.6677506072410191
1494,Jtb,0.21498717324397776,0.64230907,0.6675874505752626
1495,Rps27a,0.2155530472464532,0.35485327,0.6664458331999553
1496,Fbl,0.2155530472464532,0.6095274,0.6664458331999553
1497,Snhg18,0.2155530472464532,0.7275401,0.6664458331999553
1498,Dab2,0.2155530472464532,1.732039,0.6664458331999553
1499,Ttyh2,0.21587688513285386,2.5344553,0.6657938569555957
1500,Arhgap1,0.21587688513285386,1.7265037,0.6657938569555957
1501,Mcur1,0.21603893539688956,1.2844677,0.6654679715148742
1502,Ttc14,0.21628217499014868,0.3570052,0.6649792716954963
1503,G3bp2,0.21628217499014868,0.3661404,0.6649792716954963
1504,Hdhd2,0.2163632986486813,3.2037547,0.664816405978358
1505,Tuba1c,0.21652561166918305,0.5132466,0.664490725875365
1506,Glrx3,0.2168505005810808,0.56446433,0.6638395709819004
1507,Ldha,0.21693177758571192,0.3601905,0.6636768250293494
1508,Prkcsh,0.2173384913704659,0.40429065,0.6628633518689602
1509,Akt2,0.2178272714552527,1.1329207,0.661887748542189
1510,Dynll2,0.2190526776936258,0.9973248,0.6594514336501144
1511,Tmie,0.2192164384849069,3.0554714,0.6591268823245019
1512,Fbxo18,0.21929835183611757,1.659935,0.6589646323040969
1513,Eif4a1,0.21962622499114237,0.34085009,0.6583158031612595
1514,Rpl30,0.21979029344654422,0.5053883,0.6579914911467728
1515,Sec14l1,0.21987236065065152,1.0785502,0.6578293607771778
1516,Snrpd1,0.219954449841667,0.46080276,0.6576672474987444
1517,Zmym4,0.22036522566947536,1.0705146,0.6568569374581447
1518,Kif5b,0.22061195513528553,0.33699927,0.6563709564987215
1519,Creb3l1,0.2206942422972098,0.56048423,0.656208997020349
1520,Hip1,0.22077655146573216,1.5766972,0.6560470546286051
1521,Casd1,0.22160085394435491,0.8590337,0.6544285703758884
1522,Sept4,0.22168340531449426,2.6811416,0.6542668159070992
1523,RP24-424D1.5,0.22176597871465176,3.8398309,0.6541050785194902
1524,Ykt6,0.22184857414676917,1.100571,0.6539433582126061
1525,Rps11-ps2,0.22193119161278596,3.8104339,0.653781654985993
1526,Jag1,0.22193119161278596,2.2211623,0.653781654985993
1527,Tspan6,0.22226188185459061,2.19299,0.6531350128731533
1528,Cbfb,0.22234460951914758,0.58073837,0.6529733950410723
1529,Lsm2,0.22259292479356318,0.6153009,0.652488644008261
1530,Ap2m1,0.22267574065170714,0.5257342,0.6523270944836173
1531,Ube2e3,0.22309015077901062,1.0196683,0.6515196029871094
1532,Bzw1,0.2231730989852222,0.2863078,0.6513581559099623
1533,RP23-106P7.2,0.2240037949220799,1.7687879,0.6497446240776324
1534,RP23-52N2.1,0.2240869859451633,1.4165815,0.6495833647782816
1535,Chrac1,0.2240869859451633,1.2818605,0.6495833647782816
1536,Tm2d2,0.2242534342502478,1.5628784,0.6492608973830378
1537,Ncor2,0.2249201112002529,1.2441765,0.6479717104478726
1538,Sap30l,0.22517047972984106,1.5967096,0.6474885469059166
1539,Nae1,0.22542104725109935,2.1398804,0.6470055369222507
1540,Six1,0.22575544690941618,2.6024425,0.6463617624578005
1541,Myo18a,0.22575544690941618,1.0432428,0.6463617624578005
1542,Cyb5r3,0.22583910212751446,0.8994907,0.6462008614899055
1543,Clip1,0.22609020054006967,0.89151186,0.6457182609346183
1544,Tor1b,0.22684469103651195,1.1277475,0.6442713802971379
1545,Eif4g1,0.22709658645475783,0.3603227,0.6437893937195168
1546,Cdk12,0.22709658645475783,0.74982256,0.6437893937195168
1547,P3h3,0.22709658645475783,1.9023936,0.6437893937195168
1548,Mocs2,0.22718059589749506,1.1274996,0.6436287656305798
1549,Gadd45gip1,0.22726462749495613,1.1601343,0.6434681545926803
1550,Ccdc124,0.22776928243159922,1.0258598,0.6425048464113482
1551,Endod1,0.22793767806462273,1.6280624,0.6421838800717169
1552,Nisch,0.2280219091369996,0.38222584,0.6420234224724866
1553,Mt2,0.2281061623823818,1.9314034,0.6418629819196998
1554,Yes1,0.2281061623823818,2.9321399,0.6418629819196998
1555,RP23-380F8.2,0.22861214758953707,1.46088,0.6409006965525555
1556,Atp6v1d,0.22886543967566375,0.7749435,0.6404197839587267
1557,Synpo,0.22911893148188378,2.2036521,0.6399390247414937
1558,Snapc5,0.22920347314127598,1.6179636,0.6397788057506216
1559,Alg6,0.22928803699899136,1.6847948,0.6396186037997525
1560,Nrbf2,0.22962651444898863,2.7234478,0.6389779663870826
1561,Rras,0.22962651444898863,2.7877176,0.6389779663870826
1562,RP24-230J5.2,0.23013489687828692,2.1815462,0.6380175213898028
1563,Ehmt1,0.23047426283384154,0.93806875,0.6373775654297257
1564,Ccs,0.23047426283384154,1.5413625,0.6373775654297257
1565,AC152164.1,0.23064407915507845,2.6377897,0.637057689650045
1566,Nucb2,0.23072902065776313,0.82113063,0.6368977773086784
1567,Rcn1,0.23081398439084966,1.0647187,0.6367378819990125
1568,Fuca1,0.2311540616625215,0.8142473,0.6360984710681106
1569,Arpc3,0.2318352838005766,0.31195772,0.634820466587438
1570,Btbd10,0.232176428891256,1.5790604,0.6341818729784728
1571,Baz2b,0.2323471349908638,0.39177638,0.6338626783188753
1572,Sri,0.23260336112220992,0.4443287,0.6333840140001661
1573,Rtn4,0.2327742898846168,0.49914476,0.6330649895627469
1574,Ncoa2,0.23337324222218936,1.6076733,0.6319489401562173
1575,Gnb4,0.2335445719952024,2.3401484,0.6316302220603164
1576,Mrps34,0.23423078273655795,1.5901084,0.6303560302964446
1577,Pcnp,0.23491842077073055,0.5023589,0.6290829273457784
1578,Reps1,0.23491842077073055,1.842988,0.6290829273457784
1579,Vamp2,0.23491842077073055,0.88207185,0.6290829273457784
1580,Sumo2,0.23543508647866462,0.24800232,0.6281288145232513
1581,Mrps25,0.23560748696401956,1.0748577,0.627810912970264
1582,Trim33,0.23595255588915842,0.9866763,0.6271753139237193
1583,Mink1,0.23629798217579956,1.9728775,0.6265399869315638
1584,Gngt2,0.23638439459766558,1.2323111,0.6263811976885268
1585,RP23-44N5.3,0.23647082936293062,1.5709579,0.6262224254465586
1586,RP23-406N5.7,0.23664376593027936,0.9899777,0.6259049319639606
1587,Slc35a4,0.23673026773566885,1.0850775,0.625746210722398
1588,Susd6,0.23681679189106986,1.1693879,0.625587506480037
1589,Tars2,0.2371631120457347,2.1696055,0.6249528594932802
1590,Atp2c1,0.2371631120457347,1.2138565,0.6249528594932802
1591,Copz2,0.23733640626592056,1.2278308,0.6246356379829765
1592,Cbll1,0.23820421931915647,1.1928754,0.6230505501126954
1593,Mrpl57,0.23855197102800763,0.42041543,0.6224169907460066
1594,Slfn5,0.2389000808852344,1.4050161,0.6217837032094984
1595,Mia2,0.23968463807705953,0.4771406,0.6203597999761864
1596,Gamt,0.24012128728782756,3.3465974,0.6195693370615346
1597,Isoc1,0.24038354575809995,0.93552196,0.6190952630878784
1598,Eif4h,0.2411715318990134,0.47978595,0.617673958011329
1599,Itpr2,0.24143459766394582,1.4112661,0.6172004952249915
1600,Lgals3bp,0.24143459766394582,1.7749307,0.6172004952249915
1601,Kat6a,0.24152233112335053,0.36546457,0.6170427082446388
1602,Kansl1,0.24169786535813764,0.7375848,0.6167271852037501
1603,Rwdd4a,0.24169786535813764,1.265785,0.6167271852037501
1604,Zfp91,0.24178566613662622,0.30380994,0.6165694491422727
1605,Cmtm4,0.24275295626450666,2.0326223,0.6148354725155514
1606,Chtop,0.24319353186190695,0.65086555,0.6140479800326815
1607,Slc5a3,0.24319353186190695,1.6521753,0.6140479800326815
1608,Crk,0.24328171437739388,0.60678226,0.6138905324314239
1609,RP24-122N24.2,0.24328171437739388,1.5124567,0.6138905324314239
1610,Dnttip2,0.24372296401850135,0.60428905,0.613103548875765
1611,Sil1,0.24451862951617853,1.9281746,0.6116880470194616
1612,Bmp4,0.2446071492236761,2.2969682,0.611530853828685
1613,Ilk,0.24496145298346006,0.57741153,0.6109022506300257
1614,Gmppa,0.24505008516330395,1.1386986,0.6107451422191069
1615,Gxylt2,0.24513873984208046,0.5955202,0.6105880507627405
1616,Tspyl1,0.24522741702127338,1.0820153,0.6104309762604526
1617,Helz,0.24558235077182233,0.53574896,0.6098028477826173
1618,Rin2,0.2459376446472712,1.12649,0.6091749905321523
1619,Podxl2,0.24629329874172745,2.7259073,0.6085474044787281
1620,Irx5,0.24682745549879181,2.1700575,0.6076065338266534
1621,Slc30a9,0.24691656046544586,1.570726,0.6074497813618258
1622,Coro1c,0.2470056879618182,0.8815606,0.6072930458415947
1623,Parg,0.24736242327339297,1.0218306,0.6066662731971356
1624,Scpep1,0.24754092614501244,0.8290188,0.6063529885301354
1625,Ust,0.24789820237737992,1.9845824,0.6057266224875841
1626,Cog2,0.24789820237737992,1.633697,0.6057266224875841
1627,Ap2b1,0.24798757779572522,0.5788549,0.605570073326558
1628,Smad1,0.2482558393382046,0.94686985,0.6051005274749381
1629,RP23-372C7.2,0.2482558393382046,2.6554334,0.6051005274749381
1630,Nsd1,0.2482558393382046,0.2877865,0.6051005274749381
1631,Tmem109,0.2484347931202877,1.0031028,0.6047875815953164
1632,Diaph2,0.2486138371186275,0.78864723,0.6044747034617518
1633,Slc41a2,0.2486138371186275,2.55802,0.6044747034617518
1634,Borcs8,0.2487033929524325,1.8199105,0.604318289798551
1635,Desi2,0.24879297134454492,1.2751169,0.6041618930704358
1636,Aqp1,0.24888257229637523,1.28644,0.6040055132769303
1637,Plekhg2,0.24915151052425277,3.4516318,0.6035364754993093
1638,Nrbp1,0.2492412017290253,1.0067096,0.6033801634394786
1639,Ergic2,0.24968999628201982,0.7929252,0.6025988571142011
1640,Psma4,0.24977982290821887,0.31784314,0.602442646640583
1641,Uba6,0.24986967210953426,1.0037538,0.602286453096331
1642,Rcan2,0.24986967210953426,3.4660437,0.602286453096331
1643,Zc3hav1,0.25004943824306847,0.7185368,0.6019741167940162
1644,Gps1,0.25013935517805974,1.1783462,0.6018179740349995
1645,Ptpn4,0.25040924147252897,1.4681267,0.6013496473207827
1646,Atp6v1g1,0.25058927859055025,0.3123314,0.6010375141422246
1647,Kbtbd11,0.2507694060587806,3.2810225,0.600725448663944
1648,Emc3,0.25085950367765497,1.3606328,0.6005694413112136
1649,Mgst1,0.25103976669176775,0.35964084,0.6002574773761831
1650,Nfat5,0.25140056386367293,1.5417244,0.5996337525744562
1651,Robo2,0.25167139903617886,1.909964,0.5991661366428893
1652,Scn1b,0.25185206883512434,2.2423966,0.5988544772859675
1653,Arid4b,0.2520328290604954,0.4965852,0.598542885602543
1654,Mrpl27,0.2522136797230634,1.4928823,0.5982313615887862
1655,Mrpl42,0.2523041389716546,0.6477539,0.5980756249568357
1656,Psma1,0.25284736938981534,0.30300266,0.5971415603839392
1657,Pias2,0.2529379869597258,1.2385467,0.5969859421537844
1658,Mrps12,0.2530286271522917,0.9875224,0.5968303408362539
1659,Ptpn11,0.25311928996883837,0.56712395,0.5966747564308686
1660,Trim12a,0.2533006834791669,2.2163758,0.596363638354615
1661,Pcyox1,0.25339141417559097,0.7609492,0.5962081046827865
1662,Safb2,0.2538454071229811,0.57354563,0.5954306899674328
1663,Vps28,0.2538454071229811,0.7077748,0.5954306899674328
1664,Csnk2a2,0.25402716274355885,0.8292302,0.59511984243943
1665,Ccdc127,0.2544819479904993,0.93820715,0.5943430194811448
1666,AC161207.1,0.2545729729695181,2.0806055,0.5941877056047952
1667,Cdc42bpa,0.2545729729695181,1.2450361,0.5941877056047952
1668,Avl9,0.2545729729695181,2.1589873,0.5941877056047952
1669,RP23-281H4.3,0.25475509086755266,2.6963158,0.5938771285635572
1670,Cox7b,0.25511959845973553,0.20324856,0.5932561773134601
1671,Trappc5,0.25539321701597084,1.0780092,0.5927906413390611
1672,Tgs1,0.25548446851528106,1.3312184,0.5926354964808702
1673,Higd1a,0.2556670394924083,1.1769383,0.5923252574615123
1674,Brcc3,0.2558497011160289,1.021728,0.5920150860349759
1675,Arhgap42,0.2558497011160289,2.2604485,0.5920150860349759
1676,Psmb1,0.2558497011160289,0.29792994,0.5920150860349759
1677,Rac1,0.25594106592344923,0.29565886,0.5918600256678112
1678,Rab7,0.25630675182006746,0.37525436,0.5912399531619298
1679,Irf2bpl,0.2563982299672668,1.0013887,0.5910849772737437
1680,Bach1,0.25648973078620174,0.5758075,0.5909300182799069
1681,Ubr5,0.2569475750007967,0.5150117,0.5901554767090762
1682,Mybbp1a,0.2569475750007967,0.37619412,0.5901554767090762
1683,RP23-372C7.4,0.25749773648684127,3.5643077,0.589226584236752
1684,Yipf3,0.2578649645279575,0.9363777,0.5886076603661052
1685,Dld,0.2580487146932209,0.93485945,0.5882982997524555
1686,Gns,0.25823255563469816,0.9429823,0.5879890066814312
1687,Rbm10,0.2583245101495716,1.0393863,0.5878343854731942
1688,Ech1,0.25841648736215994,1.5311215,0.5876797811491627
1689,Gpatch11,0.25841648736215994,1.8831372,0.5876797811491627
1690,Map4,0.25850848727368025,1.0196786,0.5875251937088524
1691,Praf2,0.25869255519837364,2.5121872,0.5872160694774601
1692,Erh,0.2591531223262198,1.3701619,0.586443554330222
1693,Ncoa3,0.2591531223262198,1.3554773,0.586443554330222
1694,Zfp318,0.2597065522764199,2.0450444,0.5855170931831888
1695,Ublcp1,0.2610010694754329,1.4890033,0.583357713097246
1696,Wbp4,0.2610010694754329,1.0727758,0.583357713097246
1697,Hspg2,0.26137174975243127,1.0051745,0.5827413547418874
1698,Bola1,0.26137174975243127,1.3467164,0.5827413547418874
1699,H2-Q10,0.2614644766609795,4.481145,0.5825873073247643
1700,Rtn4rl1,0.26202131565122533,2.1910162,0.5816633770270032
1701,Dph3,0.26202131565122533,0.8793674,0.5816633770270032
1702,Noc3l,0.2621142017501422,1.2810262,0.5815094476736656
1703,Tnrc18,0.2621142017501422,1.1111816,0.5815094476736656
1704,Wbp1l,0.2623929965278261,1.2559965,0.5810477607975582
