,gene_name,p-value,logFC,-logQ
3623,Eif2d,0.8768841598568597,0.7802144,0.05705777500089422
3624,Ppic,0.8768841598568597,0.03893228,0.05705777500089422
3625,Ermard,0.8768841598568597,0.7506062,0.05705777500089422
3626,Tsr2,0.8768841598568597,0.8892353,0.05705777500089422
3627,Ring1,0.8768841598568597,0.038952168,0.05705777500089422
3628,Acd,0.8768841598568597,0.67344725,0.05705777500089422
3629,Arhgap24,0.8768841598568597,0.7266482,0.05705777500089422
3630,Slc35e3,0.8778237390519974,0.73054105,0.05659267867459155
3631,Rexo4,0.8778237390519974,0.17905891,0.05659267867459155
3632,Scamp1,0.8778237390519974,0.28316134,0.05659267867459155
3633,Clec11a,0.8782935932851267,0.14473514,0.056360285198531
3634,Fbxo30,0.8782935932851267,0.23466249,0.056360285198531
3635,Anxa7,0.8782935932851267,0.26217413,0.056360285198531
3636,Rnf40,0.8787634903914617,0.44717604,0.05612799482264659
3637,Plcd1,0.8787634903914617,0.58473706,0.05612799482264659
3638,Zfp846,0.8787634903914617,0.5824607,0.05612799482264659
3639,Rab8a,0.8787634903914617,0.19588889,0.05612799482264659
3640,Stradb,0.8787634903914617,0.69106895,0.05612799482264659
3641,Agpat1,0.8787634903914617,0.60409504,0.05612799482264659
3642,Rbm4,0.8787634903914617,0.62452054,0.05612799482264659
3643,Sf3a1,0.8787634903914617,0.09695228,0.05612799482264659
3644,Nicn1,0.8787634903914617,0.5577047,0.05612799482264659
3645,Msh3,0.8787634903914617,0.63998854,0.05612799482264659
3646,Klhl42,0.8787634903914617,0.71411866,0.05612799482264659
3647,Fam214a,0.8787634903914617,0.72290415,0.05612799482264659
3648,RP24-370G18.1,0.8792334302080702,0.20745505,0.05589580752851708
3649,Prcp,0.8797034125719743,0.61625594,0.05566372329771524
3650,RP24-324P21.9,0.8797034125719743,0.50109935,0.05566372329771524
3651,Sae1,0.8797034125719743,0.33476728,0.05566372329771524
3652,Dffa,0.8797034125719743,0.6878386,0.05566372329771524
3653,Nudt9,0.8797034125719743,0.57220584,0.05566372329771524
3654,Sec22a,0.8797034125719743,0.6809527,0.05566372329771524
3655,Hoxc9,0.8797034125719743,0.24735454,0.05566372329771524
3656,Anapc10,0.8797034125719743,0.43089738,0.05566372329771524
3657,Nabp1,0.8797034125719743,0.51029426,0.05566372329771524
3658,Gfra1,0.8797034125719743,0.6685087,0.05566372329771524
3659,Zfp251,0.8801734373201512,0.018909238,0.055431742111807514
3660,Dnajc7,0.8801734373201512,0.19312526,0.055431742111807514
3661,Dmpk,0.8801734373201512,0.034832213,0.055431742111807514
3662,Akap2,0.8806435042895339,0.18631938,0.055199863952353934
3663,Hist2h2aa2,0.8806435042895339,0.48631784,0.055199863952353934
3664,Gemin2,0.8806435042895339,0.48718888,0.055199863952353934
3665,RP23-115O3.10,0.8806435042895339,0.6759967,0.055199863952353934
3666,Plxnc1,0.8806435042895339,0.51917696,0.055199863952353934
3667,Pyurf,0.8806435042895339,0.44335356,0.055199863952353934
3668,Mrpl22,0.8806435042895339,0.45962918,0.055199863952353934
3669,Lekr1,0.8806435042895339,0.48752272,0.055199863952353934
3670,R3hdm4,0.8806435042895339,0.23645057,0.055199863952353934
3671,RP23-359O5.5,0.8811136133170099,0.07854499,0.05496808880090862
3672,Plcg2,0.8811136133170099,0.02263606,0.05496808880090862
3673,mt-Nd6,0.8811136133170099,-0.06375472,0.05496808880090862
3674,Ppp2r5c,0.8811136133170099,0.1451607,0.05496808880090862
3675,Zbtb25,0.8811136133170099,0.5880889,0.05496808880090862
3676,Shroom2,0.881583764239423,0.45285434,0.054736416639019195
3677,Stxbp4,0.881583764239423,0.35612047,0.054736416639019195
3678,RP23-103P11.1,0.881583764239423,0.35033226,0.054736416639019195
3679,Ttc23,0.881583764239423,0.46457183,0.054736416639019195
3680,Hlcs,0.881583764239423,0.42389148,0.054736416639019195
3681,Pex11b,0.881583764239423,0.3709237,0.054736416639019195
3682,Tom1l2,0.881583764239423,0.4507663,0.054736416639019195
3683,Tmem216,0.881583764239423,0.4667085,0.054736416639019195
3684,Atg16l1,0.881583764239423,0.5762999,0.054736416639019195
3685,Hoxb5,0.881583764239423,0.47971833,0.054736416639019195
3686,Gtpbp1,0.881583764239423,0.3660565,0.054736416639019195
3687,Ptpn23,0.881583764239423,0.4449206,0.054736416639019195
3688,Tubgcp2,0.881583764239423,0.64855605,0.054736416639019195
3689,Sept9,0.8820539568935722,0.19576861,0.05450484744822715
3690,Atxn7,0.8820539568935722,0.2750037,0.05450484744822715
3691,Txndc12,0.8825241911162127,0.59684986,0.05427338121006779
3692,Tmtc4,0.8825241911162127,0.42370513,0.05427338121006779
3693,RP23-24K16.3,0.8825241911162127,0.32592773,0.05427338121006779
3694,Sh3bp5l,0.8825241911162127,0.39772007,0.05427338121006779
3695,Ppfia1,0.8825241911162127,0.24549657,0.05427338121006779
3696,Zbtb2,0.8825241911162127,0.23461708,0.05427338121006779
3697,Zmat1,0.8825241911162127,0.4227721,0.05427338121006779
3698,Src,0.8825241911162127,0.3373391,0.05427338121006779
3699,Ltbp2,0.8829944667440556,0.024145072,0.0540420179060701
3700,Nfya,0.8834647836137681,0.5037635,0.05381075751775688
3701,Fam63a,0.8834647836137681,0.32479864,0.05381075751775688
3702,Cep70,0.8834647836137681,0.33308017,0.05381075751775688
3703,Diexf,0.8834647836137681,0.51128197,0.05381075751775688
3704,Zfp799,0.8834647836137681,0.53720295,0.05381075751775688
3705,Prmt9,0.8834647836137681,0.4122519,0.05381075751775688
3706,RP23-282C23.7,0.8834647836137681,0.17626853,0.05381075751775688
3707,Ap4b1,0.8834647836137681,0.48756254,0.05381075751775688
3708,Tmbim4,0.8834647836137681,0.3453777,0.05381075751775688
3709,Rnft1,0.8844055404252538,0.07925799,0.0533485454142438
3710,Rabep2,0.8844055404252538,0.20979838,0.0533485454142438
3711,Tmem63b,0.8844055404252538,0.031020291,0.0533485454142438
3712,Pptc7,0.8844055404252538,0.093339615,0.0533485454142438
3713,Pfkp,0.8844055404252538,0.4721085,0.0533485454142438
3714,Kdelc2,0.8844055404252538,0.22576088,0.0533485454142438
3715,Cep250,0.8844055404252538,0.16914976,0.0533485454142438
3716,Fgd1,0.8844055404252538,0.3465613,0.0533485454142438
3717,Pmvk,0.8844055404252538,0.49329224,0.0533485454142438
3718,RP24-554B1.11,0.8844055404252538,0.37366745,0.0533485454142438
3719,Tsga10,0.8844055404252538,0.24487208,0.0533485454142438
3720,Tmf1,0.8848759800401442,0.07692992,0.05311759366205831
3721,Abi3,0.8853464602431393,0.22134311,0.05288674475158607
3722,Tob1,0.8853464602431393,0.51352686,0.05288674475158607
3723,Flcn,0.8853464602431393,0.23193415,0.05288674475158607
3724,Med8,0.8853464602431393,0.44708037,0.05288674475158607
3725,Rabif,0.8853464602431393,0.5451811,0.05288674475158607
3726,CAAA01194877.2,0.8853464602431393,0.09148992,0.05288674475158607
3727,Habp4,0.8853464602431393,0.19341756,0.05288674475158607
3728,Helb,0.8853464602431393,0.60336715,0.05288674475158607
3729,Ankrd54,0.8853464602431393,-0.028265174,0.05288674475158607
3730,Fign,0.8858169808706902,0.11333677,0.052655998664318644
3731,Hist1h2bc,0.8858169808706902,0.2757836,0.052655998664318644
3732,Faap20,0.8858169808706902,0.15599774,0.052655998664318644
3733,L3hypdh,0.8862875417592048,0.07202437,0.052425355381741486
3734,Rab10os,0.8862875417592048,0.4884153,0.052425355381741486
3735,Ampd2,0.8862875417592048,0.49224195,0.052425355381741486
3736,Map1b,0.8862875417592048,0.4267269,0.052425355381741486
3737,Hsdl2,0.8862875417592048,0.4897783,0.052425355381741486
3738,AC158114.3,0.8862875417592048,0.00034527163,0.052425355381741486
3739,Nudt16l1,0.8862875417592048,0.3970399,0.052425355381741486
3740,Ddx28,0.8862875417592048,0.14411521,0.052425355381741486
3741,RP24-571N3.1,0.8862875417592048,0.16667596,0.052425355381741486
3742,Limd1,0.8862875417592048,0.14980376,0.052425355381741486
3743,RP24-68G17.2,0.8862875417592048,0.16217437,0.052425355381741486
3744,Lin7c,0.886758142745049,0.1404784,0.05219481488533358
3745,Slc1a3,0.886758142745049,0.140176,0.05219481488533358
3746,Leprotl1,0.886758142745049,0.08862824,0.05219481488533358
3747,Eif2b2,0.887228783664546,0.40747583,0.05196437715656794
3748,Atg10,0.887228783664546,0.22570997,0.05196437715656794
3749,Gcn1l1,0.887228783664546,0.5827517,0.05196437715656794
3750,Lrrk1,0.887228783664546,0.13930546,0.05196437715656794
3751,RP24-482L4.2,0.887228783664546,0.51003116,0.05196437715656794
3752,Stip1,0.887228783664546,0.42464423,0.05196437715656794
3753,Palm,0.887228783664546,0.3870406,0.05196437715656794
3754,Impdh1,0.887228783664546,-0.15276308,0.05196437715656794
3755,Bcl11a,0.887228783664546,0.522029,0.05196437715656794
3756,Phkg2,0.887228783664546,-0.07810906,0.05196437715656794
3757,Gosr2,0.887228783664546,0.37631655,0.05196437715656794
3758,Ppp4r2,0.8876994643539767,0.08320395,0.05173404217691119
3759,Txn2,0.8876994643539767,0.39261892,0.05173404217691119
3760,Rpp21,0.8881701846495802,0.38671577,0.05150380992782366
3761,Zdhhc6,0.8881701846495802,0.37885264,0.05150380992782366
3762,RP23-16O15.2,0.8881701846495802,-0.09104447,0.05150380992782366
3763,Dolk,0.8881701846495802,0.08216834,0.05150380992782366
3764,Csk,0.8881701846495802,0.21430317,0.05150380992782366
3765,Gm26870,0.8881701846495802,0.3620568,0.05150380992782366
3766,Gpatch2,0.8881701846495802,-0.05243083,0.05150380992782366
3767,Dpysl2,0.8886409443875533,-0.006068367,0.05127368039075962
3768,Fam216a,0.8891117434040514,-0.079095535,0.05104365354716686
3769,Meis1,0.8891117434040514,-0.091150194,0.05104365354716686
3770,Csf1r,0.8891117434040514,0.4460759,0.05104365354716686
3771,Dctpp1,0.8891117434040514,0.30951446,0.05104365354716686
3772,Anks3,0.8891117434040514,0.16300997,0.05104365354716686
3773,Grb10,0.8891117434040514,0.14217399,0.05104365354716686
3774,Rnf126,0.8891117434040514,0.5383907,0.05104365354716686
3775,Kif3b,0.8891117434040514,0.27725622,0.05104365354716686
3776,Ptpn2,0.8895825815351881,0.10509499,0.05081372937848723
3777,Lpcat3,0.8895825815351881,0.100693464,0.05081372937848723
3778,Bcl7b,0.8895825815351881,0.072535224,0.05081372937848723
3779,Unc119,0.8900534586170359,0.42486298,0.05058390786615602
3780,Iars2,0.8900534586170359,0.17717907,0.05058390786615602
3781,St3gal4,0.8900534586170359,0.32786956,0.05058390786615602
3782,Rgs12,0.8900534586170359,0.31753412,0.05058390786615602
3783,Sap30bp,0.8900534586170359,0.4883504,0.05058390786615602
3784,Mtmr12,0.8900534586170359,0.2467171,0.05058390786615602
3785,Endod1,0.8900534586170359,0.22756773,0.05058390786615602
3786,Nol3,0.8900534586170359,0.37253323,0.05058390786615602
3787,Fmo5,0.8900534586170359,0.03061546,0.05058390786615602
3788,Farsb,0.8900534586170359,0.46760386,0.05058390786615602
3789,Bfar,0.8909953289769477,0.11828276,0.050124572736249685
3790,Arih1,0.8909953289769477,0.21960406,0.050124572736249685
3791,Arhgef5,0.8909953289769477,0.2437523,0.050124572736249685
3792,Mzt1,0.8909953289769477,0.49173024,0.050124572736249685
3793,Zfp326,0.8909953289769477,0.011617933,0.050124572736249685
3794,Atl2,0.8909953289769477,0.352117,0.050124572736249685
3795,Ormdl3,0.8909953289769477,0.32067716,0.050124572736249685
3796,Mthfd1,0.8909953289769477,0.30284128,0.050124572736249685
3797,Itsn2,0.891466321926951,0.1606737,0.04989505908151418
3798,Pyroxd1,0.8919373531715441,0.32032007,0.04966564800880648
3799,Dmxl1,0.8919373531715441,0.08585771,0.04966564800880648
3800,Rgl1,0.8919373531715441,0.16117947,0.04966564800880648
3801,Gga1,0.8919373531715441,0.3199618,0.04966564800880648
3802,Orc3,0.8919373531715441,0.29591468,0.04966564800880648
3803,Cxxc1,0.8919373531715441,0.44316047,0.04966564800880648
3804,Uggt1,0.8919373531715441,0.2754693,0.04966564800880648
3805,Pabpc4l,0.8928795298879311,0.2566208,0.04920713353508525
3806,Slpi,0.8928795298879311,0.342762,0.04920713353508525
3807,Gnl3l,0.8928795298879311,0.40991756,0.04920713353508525
3808,Med16,0.8928795298879311,0.29063138,0.04920713353508525
3809,Nop2,0.8928795298879311,0.14177676,0.04920713353508525
3810,Tnpo2,0.8928795298879311,0.4660221,0.04920713353508525
3811,Mir99ahg,0.8928795298879311,0.025039468,0.04920713353508525
3812,Trappc1,0.8928795298879311,0.17675948,0.04920713353508525
3813,RP24-108G5.5,0.8928795298879311,0.29410043,0.04920713353508525
3814,Lin54,0.8928795298879311,0.26536083,0.04920713353508525
3815,Fmr1,0.8928795298879311,0.009848428,0.04920713353508525
3816,Mgea5,0.8933506750313398,0.21009865,0.04897803009686144
3817,Snapc1,0.8933506750313398,0.1285321,0.04897803009686144
3818,RP23-390D8.2,0.8938218578125686,0.21697356,0.04874902916624487
3819,Ptp4a1,0.8938218578125686,0.35740134,0.04874902916624487
3820,Fam133b,0.8938218578125686,0.03559014,0.04874902916624487
3821,Pprc1,0.8938218578125686,0.14823124,0.04874902916624487
3822,Vcl,0.8938218578125686,0.13552466,0.04874902916624487
3823,Pigu,0.8938218578125686,0.24193925,0.04874902916624487
3824,Copb2,0.8938218578125686,0.31615335,0.04874902916624487
3825,Slc35a5,0.894293078067325,0.06648091,0.04852013072461477
3826,Derl1,0.8947643356312768,0.056812927,0.04829133475334422
3827,Nsun2,0.8947643356312768,0.3621155,0.04829133475334422
3828,Pcdhga5,0.8947643356312768,0.09948814,0.04829133475334422
3829,Ccndbp1,0.8947643356312768,0.3734502,0.04829133475334422
3830,Gar1,0.8947643356312768,0.32595927,0.04829133475334422
3831,Itgb1bp1,0.8957069620292405,0.03045273,0.0478340501473423
3832,RP23-235I2.1,0.8957069620292405,0.2450012,0.0478340501473423
3833,Sik3,0.8957069620292405,0.27864206,0.0478340501473423
3834,Il17ra,0.8957069620292405,-0.019100498,0.0478340501473423
3835,Cbx7,0.8966497356910155,0.1900361,0.047377175199098155
3836,Fbxw7,0.8966497356910155,0.06509549,0.047377175199098155
3837,Mtf1,0.8966497356910155,0.12255127,0.047377175199098155
3838,Dars,0.8966497356910155,0.34224674,0.047377175199098155
3839,Clu,0.8971211773345851,0.07818972,0.04714889130000138
3840,Tcaf1,0.8971211773345851,0.0048020934,0.04714889130000138
3841,Kdm4a,0.8975926553005336,0.104735166,0.04692070975937087
3842,Slc35b4,0.8975926553005336,0.09512929,0.04692070975937087
3843,Hars2,0.8985357195411083,-0.108803414,0.04646465367881953
3844,Vamp3,0.8985357195411083,0.30699563,0.04646465367881953
3845,Stra13,0.8985357195411083,0.4081916,0.04646465367881953
3846,Sec24d,0.8985357195411083,0.18448001,0.04646465367881953
3847,Brat1,0.8985357195411083,0.06150102,0.04646465367881953
3848,Tceal1,0.8994789270954408,0.06673124,0.04600900680800315
3849,Agfg1,0.8994789270954408,-0.0134781,0.04600900680800315
3850,Nek9,0.8994789270954408,0.27032447,0.04600900680800315
3851,Abcd1,0.8994789270954408,-0.16864526,0.04600900680800315
3852,Ttc28,0.8999505842034438,0.12271245,0.045781336779517984
3853,Rnf170,0.8999505842034438,0.004414522,0.045781336779517984
3854,Kif5b,0.8999505842034438,0.05994937,0.045781336779517984
3855,Hoxb3os,0.9004222766456242,0.18611696,0.04555376899738083
3856,Glo1,0.9004222766456242,0.30704063,0.04555376899738083
3857,Itga11,0.9004222766456242,-0.016608033,0.04555376899738083
3858,Vars,0.9004222766456242,0.28348362,0.04555376899738083
3859,Asap1,0.9004222766456242,0.016962674,0.04555376899738083
3860,Cxcl9,0.9013657668731506,-0.24546048,0.045098940097311635
3861,RP23-380F8.3,0.9013657668731506,-0.053551,0.045098940097311635
3862,Parp1,0.9013657668731506,0.27140424,0.045098940097311635
3863,RP23-73B23.4,0.9018375643287204,0.13720292,0.044871678941944285
3864,Plekhj1,0.9018375643287204,0.11675928,0.044871678941944285
3865,Pop4,0.9018375643287204,0.19209307,0.044871678941944285
3866,Nr4a1,0.9023093964589155,-0.16036476,0.04464451995805453
3867,Clptm1,0.9023093964589155,0.269615,0.04464451995805453
3868,Dirc2,0.9023093964589155,0.32918146,0.04464451995805453
3869,AC084109.5,0.9023093964589155,0.11859114,0.04464451995805453
3870,Pttg1,0.9023093964589155,0.3572505,0.04464451995805453
3871,Sat1,0.9023093964589155,0.0579135,0.04464451995805453
3872,Hnrnph3,0.9032531640832238,0.10985042,0.044190508429768495
3873,Slfn9,0.9041970684257952,0.1535776,0.043736905362512395
3874,Dact1,0.9041970684257952,-0.08001589,0.043736905362512395
3875,Cul4b,0.9041970684257952,0.21062422,0.043736905362512395
3876,Sacm1l,0.9041970684257952,0.39589524,0.043736905362512395
3877,Mum1,0.9041970684257952,0.13397056,0.043736905362512395
3878,Smarca1,0.9051411081657699,0.075023934,0.04328371060624506
3879,Inpp5d,0.9051411081657699,0.11325716,0.04328371060624506
3880,Sqrdl,0.9051411081657699,0.15723372,0.04328371060624506
3881,Cbwd1,0.9051411081657699,-0.06121345,0.04328371060624506
3882,Khdrbs1,0.9056131783968577,0.05770685,0.04305726629781687
3883,Kif1bp,0.906085281981714,0.15234147,0.04283092401082515
3884,Csrp1,0.906085281981714,0.19425516,0.04283092401082515
3885,ZNF654,0.906085281981714,0.17627263,0.04283092401082515
3886,Anapc7,0.906085281981714,0.2009879,0.04283092401082515
3887,Nfyc,0.9065574187550709,1.0054109,0.04260468372648648
3888,Plagl2,0.9070295885516252,0.15040205,0.04237854542601129
3889,Zfp598,0.9070295885516252,0.075140506,0.04237854542601129
3890,Pum1,0.9070295885516252,0.1456498,0.04237854542601129
3891,Nufip1,0.9075017912060386,0.83788663,0.042152509090603814
3892,Cbfa2t3,0.9075017912060386,0.4253871,0.042152509090603814
3893,Ado,0.9079740265529379,0.9101719,0.04192657470146202
3894,Vav1,0.9084462944269156,0.8677083,0.04170074223977751
3895,Lig3,0.9084462944269156,0.8698167,0.04170074223977751
3896,Mbp,0.9084462944269156,0.1735046,0.04170074223977751
3897,Wdyhv1,0.9084462944269156,0.77311563,0.04170074223977751
3898,Zc3h4,0.9093909270943029,0.51000416,0.04124938302351569
3899,Rbfa,0.9093909270943029,0.6637842,0.04124938302351569
3900,Prdm11,0.9093909270943029,-0.004978979,0.04124938302351569
3901,Fam192a,0.9093909270943029,0.55904394,0.04124938302351569
3902,Mrps12,0.9098632915567252,0.18651657,0.0410238562312905
3903,Ddit3,0.9098632915567252,0.08567707,0.0410238562312905
3904,Apopt1,0.9098632915567252,0.024375053,0.0410238562312905
3905,Zfand3,0.9098632915567252,-0.09115156,0.0410238562312905
3906,Arf2,0.9098632915567252,0.25689718,0.0410238562312905
3907,Ngdn,0.9098632915567252,0.7703185,0.0410238562312905
3908,Micall1,0.9103356878842518,0.6630132,0.04079843129122664
3909,Mob3c,0.9103356878842518,0.5715944,0.04079843129122664
3910,Ms4a6b,0.9103356878842518,0.60504526,0.04079843129122664
3911,Suv420h2,0.9103356878842518,0.922911,0.04079843129122664
3912,Fndc3a,0.9103356878842518,0.055948514,0.04079843129122664
3913,Nap1l1,0.9108081159113042,0.030731276,0.04057310818448455
3914,Sdc4,0.9108081159113042,0.07602289,0.04057310818448455
3915,Man1a,0.9108081159113042,0.005687841,0.04057310818448455
3916,Cfl1,0.9112805754722704,0.07308314,0.04034788689221829
3917,Pold1,0.9112805754722704,0.7687585,0.04034788689221829
3918,Gcsh,0.9112805754722704,0.6966869,0.04034788689221829
3919,Lpar6,0.9117530664015048,-0.009241155,0.04012276739557576
3920,Nr2c1,0.9117530664015048,0.025736239,0.04012276739557576
3921,Yae1d1,0.9117530664015048,-0.009293737,0.04012276739557576
3922,Rbbp4,0.9117530664015048,0.0946822,0.04012276739557576
3923,Dgcr6,0.9117530664015048,0.060539044,0.04012276739557576
3924,Plbd1,0.9117530664015048,0.054408815,0.04012276739557576
3925,Alpl,0.9117530664015048,0.14891592,0.04012276739557576
3926,Chd7,0.9117530664015048,0.118783,0.04012276739557576
3927,Eif3g,0.9117530664015048,0.17404044,0.04012276739557576
3928,Ttc39b,0.9117530664015048,0.23582561,0.04012276739557576
3929,Nudcd1,0.9122255885333288,0.7748863,0.03989774967569846
3930,Slf1,0.9122255885333288,0.6298925,0.03989774967569846
3931,Polr3e,0.9122255885333288,0.64123976,0.03989774967569846
3932,Pbx3,0.9122255885333288,0.53605217,0.03989774967569846
3933,Mtpap,0.9126981417020303,0.16032521,0.03967283371372182
3934,Alkbh5,0.9126981417020303,-0.04528621,0.03967283371372182
3935,Fabp5,0.9126981417020303,0.68354344,0.03967283371372182
3936,Grina,0.9126981417020303,-0.032410886,0.03967283371372182
3937,Gcnt1,0.9131707257418646,0.6683532,0.03944801949077488
3938,Zfp719,0.9131707257418646,0.72091615,0.03944801949077488
3939,Rpp14,0.9131707257418646,0.65164304,0.03944801949077488
3940,Micall2,0.9136433404870543,0.011460499,0.03922330698798038
3941,RP23-239P22.2,0.9136433404870543,0.5320205,0.03922330698798038
3942,Alcam,0.9136433404870543,0.0024270534,0.03922330698798038
3943,Pithd1,0.9141159857717891,0.55589813,0.0389986961864549
3944,Gstt1,0.9141159857717891,0.3930239,0.0389986961864549
3945,Prkrip1,0.9141159857717891,0.56556165,0.0389986961864549
3946,Med28,0.9141159857717891,0.04068008,0.0389986961864549
3947,Atp10a,0.9141159857717891,0.47786635,0.0389986961864549
3948,Matn2,0.9141159857717891,0.39197505,0.0389986961864549
3949,RP23-354M9.1,0.9141159857717891,0.56188244,0.0389986961864549
3950,Pus3,0.9141159857717891,0.630694,0.0389986961864549
3951,Hoxc5,0.9141159857717891,0.43947428,0.0389986961864549
3952,Nsmf,0.9141159857717891,0.66936266,0.0389986961864549
3953,Tbc1d1,0.9141159857717891,0.6462444,0.0389986961864549
3954,Setd1a,0.9141159857717891,0.51701254,0.0389986961864549
3955,Exoc6b,0.9145886614302265,0.08012739,0.0387741870673087
3956,RP23-181P23.2,0.9145886614302265,0.70194143,0.0387741870673087
3957,Necap1,0.9145886614302265,0.5729903,0.0387741870673087
3958,Clk4,0.9145886614302265,0.15230328,0.0387741870673087
3959,Lemd2,0.9145886614302265,0.21809149,0.0387741870673087
3960,Sall2,0.9150613672964919,0.3233833,0.03854977961164579
3961,Rnf41,0.9150613672964919,0.4524928,0.03854977961164579
3962,Mcph1,0.9150613672964919,0.5709047,0.03854977961164579
3963,Mrps34,0.9155341032046783,0.099703796,0.03832547380056394
3964,Nek1,0.9155341032046783,0.589368,0.03832547380056394
3965,Il34,0.9155341032046783,0.08165847,0.03832547380056394
3966,Hoxa6,0.9155341032046783,0.46701103,0.03832547380056394
3967,Tmtc1,0.9155341032046783,0.049503375,0.03832547380056394
3968,Usp28,0.9160068689888472,0.3980956,0.0381012696151546
3969,Obsl1,0.9160068689888472,0.38700148,0.0381012696151546
3970,Zfp787,0.9160068689888472,0.39245737,0.0381012696151546
3971,Fam132a,0.9160068689888472,0.44548017,0.0381012696151546
3972,Tex10,0.9164796644830281,0.048808113,0.037877167036503026
3973,Ppp4c,0.9164796644830281,0.5733243,0.037877167036503026
3974,Sgk3,0.9164796644830281,0.059256393,0.037877167036503026
3975,Cox7a2l,0.9164796644830281,0.032490075,0.037877167036503026
3976,Map3k3,0.9164796644830281,0.18562342,0.037877167036503026
3977,Unc45a,0.9169524895212191,0.3330158,0.03765316604568816
3978,Exo5,0.9169524895212191,0.34111455,0.03765316604568816
3979,Trpc6,0.9169524895212191,0.34279162,0.03765316604568816
3980,Tnip2,0.9169524895212191,0.39751777,0.03765316604568816
3981,RP23-331E5.10,0.9169524895212191,0.31657517,0.03765316604568816
3982,Susd2,0.917425343937387,-0.027486669,0.03742926662378271
3983,Ehbp1,0.9178982275654672,0.28085116,0.037205468751853085
3984,Noct,0.9178982275654672,0.3052875,0.037205468751853085
3985,Nkd1,0.9178982275654672,0.29837048,0.037205468751853085
3986,Cln3,0.9178982275654672,0.14625336,0.037205468751853085
3987,Trim12c,0.9183711402393647,0.15095049,0.036981772410959346
3988,Flii,0.9183711402393647,0.22147103,0.036981772410959346
3989,Tmem173,0.9183711402393647,0.17724012,0.036981772410959346
3990,Ctcf,0.9183711402393647,0.15958786,0.036981772410959346
3991,Alg5,0.9183711402393647,0.053203065,0.036981772410959346
3992,Slc2a13,0.9188440817929527,0.19629143,0.036758177582155584
3993,Lrrc8d,0.9188440817929527,0.2511026,0.036758177582155584
3994,Slc35e4,0.9188440817929527,0.29567125,0.036758177582155584
3995,RP23-288B18.1,0.9188440817929527,0.19753551,0.036758177582155584
3996,Golph3l,0.9188440817929527,0.26307118,0.036758177582155584
3997,Smim11,0.9193170520600747,0.11741997,0.03653468424648925
3998,Ppil4,0.9193170520600747,0.20860279,0.03653468424648925
3999,Erbb2ip,0.9193170520600747,0.067988366,0.03653468424648925
4000,Exoc4,0.9193170520600747,0.1933764,0.03653468424648925
4001,Zhx3,0.9193170520600747,0.49545676,0.03653468424648925
4002,Ift27,0.9193170520600747,0.5397139,0.03653468424648925
4003,Dgkz,0.9197900508745431,0.48853377,0.036311292385001796
4004,Uggt2,0.9197900508745431,0.2662884,0.036311292385001796
4005,Ric8b,0.9197900508745431,0.26572007,0.036311292385001796
4006,Msra,0.9197900508745431,0.086594306,0.036311292385001796
4007,Gatb,0.9197900508745431,0.20940103,0.036311292385001796
4008,Coro1c,0.9197900508745431,0.531272,0.036311292385001796
4009,Med9,0.9197900508745431,0.1395836,0.036311292385001796
4010,Drosha,0.9202630780701403,0.47255796,0.03608800197872828
4011,Ppard,0.9202630780701403,0.35255954,0.03608800197872828
4012,Lat2,0.9207361334806184,-0.012620612,0.0358648130086975
4013,Apmap,0.9212092169396997,0.31822515,0.0356417254559321
4014,Ikzf5,0.9212092169396997,0.16713843,0.0356417254559321
4015,Whamm,0.9212092169396997,0.39730462,0.0356417254559321
4016,Ptpn21,0.9212092169396997,0.32519692,0.0356417254559321
4017,Rpp30,0.9216823282810767,0.17196232,0.03541873930144826
4018,Snx4,0.9216823282810767,0.08231223,0.03541873930144826
4019,Gk,0.9216823282810767,0.00882174,0.03541873930144826
4020,Fbxo34,0.9216823282810767,0.18410204,0.03541873930144826
4021,Med19,0.9216823282810767,0.43330035,0.03541873930144826
4022,Gga3,0.9216823282810767,0.034497794,0.03541873930144826
4023,Ndufaf7,0.9216823282810767,-0.0209333,0.03541873930144826
4024,Sphk1,0.922155467338412,-0.046609376,0.03519585452625609
4025,RP23-138C14.7,0.922155467338412,-0.099682786,0.03519585452625609
4026,Ilf2,0.922155467338412,0.41122174,0.03519585452625609
4027,Zdhhc16,0.922155467338412,0.20895278,0.03519585452625609
4028,Erich1,0.922155467338412,0.36091453,0.03519585452625609
4029,Polr3f,0.9226286339453393,0.22313282,0.0349730711113593
4030,Slc25a20,0.9226286339453393,0.08213392,0.0349730711113593
4031,Tmx2,0.9226286339453393,0.14236456,0.0349730711113593
4032,Atg2a,0.9226286339453393,0.09825878,0.0349730711113593
4033,Zfpm2,0.9226286339453393,0.15178156,0.0349730711113593
4034,RP23-465A17.7,0.9226286339453393,-0.015683882,0.0349730711113593
4035,Znrf2,0.9226286339453393,0.004487952,0.0349730711113593
4036,RP23-284J4.2,0.9226286339453393,0.08390335,0.0349730711113593
4037,Stoml1,0.9231018279354627,0.30921358,0.034750389037755396
4038,Akr1a1,0.9231018279354627,0.14166853,0.034750389037755396
4039,Prpf40a,0.9231018279354627,0.019174578,0.034750389037755396
4040,Copg1,0.9231018279354627,0.07770838,0.034750389037755396
4041,Tbx15,0.9231018279354627,0.36589444,0.034750389037755396
4042,Sptbn1,0.9231018279354627,-0.00075129565,0.034750389037755396
