,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
4113,EC/Tgfb1|L@OsteoCAR/Itgb5|R,EC/Tgfb1|L,OsteoCAR/Itgb5|R,0.5490389,Ligand,Receptor,Tgfb1|L,Itgb5|R,EC,OsteoCAR,EC@OsteoCAR,LR
4114,EC/Tgfb1|L@OsteoCAR/Lpp|R,EC/Tgfb1|L,OsteoCAR/Lpp|R,-0.055003643,Ligand,Receptor,Tgfb1|L,Lpp|R,EC,OsteoCAR,EC@OsteoCAR,LR
4115,EC/Tgfb1|L@OsteoCAR/Sdc2|R,EC/Tgfb1|L,OsteoCAR/Sdc2|R,0.1358499,Ligand,Receptor,Tgfb1|L,Sdc2|R,EC,OsteoCAR,EC@OsteoCAR,LR
4116,EC/Tgfb1|L@OsteoCAR/Tgfbr3|R,EC/Tgfb1|L,OsteoCAR/Tgfbr3|R,-0.08592141,Ligand,Receptor,Tgfb1|L,Tgfbr3|R,EC,OsteoCAR,EC@OsteoCAR,LR
4117,EC/Tgfb1|L@OsteoCAR/Vasn|R,EC/Tgfb1|L,OsteoCAR/Vasn|R,0.51693034,Ligand,Receptor,Tgfb1|L,Vasn|R,EC,OsteoCAR,EC@OsteoCAR,LR
4120,EC/Tgfb1|L@Spp1+Mac/Itgb1|R,EC/Tgfb1|L,Spp1+Mac/Itgb1|R,-0.82355607,Ligand,Receptor,Tgfb1|L,Itgb1|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4121,EC/Tgfb1|L@Spp1+Mac/Itgb3|R,EC/Tgfb1|L,Spp1+Mac/Itgb3|R,0.40550244,Ligand,Receptor,Tgfb1|L,Itgb3|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4125,EC/Tgfb2|L@EC/Eng|R,EC/Tgfb2|L,EC/Eng|R,0.72217935,Ligand,Receptor,Tgfb2|L,Eng|R,EC,EC,EC@EC,LR
4126,EC/Tgfb2|L@EC/Tgfbr3|R,EC/Tgfb2|L,EC/Tgfbr3|R,0.20086864,Ligand,Receptor,Tgfb2|L,Tgfbr3|R,EC,EC,EC@EC,LR
4129,EC/Tgfb2|L@Fibro/Tgfbr1_Tgfbr2|R,EC/Tgfb2|L,Fibro/Tgfbr1_Tgfbr2|R,0.20695832,Ligand,Receptor,Tgfb2|L,Tgfbr1_Tgfbr2|R,EC,Fibro,EC@Fibro,LR
4130,EC/Tgfb2|L@Fibro/Tgfbr3|R,EC/Tgfb2|L,Fibro/Tgfbr3|R,0.39014003,Ligand,Receptor,Tgfb2|L,Tgfbr3|R,EC,Fibro,EC@Fibro,LR
4131,EC/Tgfb2|L@InfiltMac/Tgfbr1_Tgfbr2|R,EC/Tgfb2|L,InfiltMac/Tgfbr1_Tgfbr2|R,0.18863687,Ligand,Receptor,Tgfb2|L,Tgfbr1_Tgfbr2|R,EC,InfiltMac,EC@InfiltMac,LR
4132,EC/Tgfb2|L@Ly6ClowMac/Tgfbr1_Tgfbr2|R,EC/Tgfb2|L,Ly6ClowMac/Tgfbr1_Tgfbr2|R,0.26071337,Ligand,Receptor,Tgfb2|L,Tgfbr1_Tgfbr2|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4138,EC/Tgfb2|L@OsteoCAR/Acvr1_Tgfbr2|R,EC/Tgfb2|L,OsteoCAR/Acvr1_Tgfbr2|R,0.25444946,Ligand,Receptor,Tgfb2|L,Acvr1_Tgfbr2|R,EC,OsteoCAR,EC@OsteoCAR,LR
4139,EC/Tgfb2|L@OsteoCAR/Tgfbr3|R,EC/Tgfb2|L,OsteoCAR/Tgfbr3|R,0.64666253,Ligand,Receptor,Tgfb2|L,Tgfbr3|R,EC,OsteoCAR,EC@OsteoCAR,LR
4141,EC/Tgfb2|L@Spp1+Mac/Eng|R,EC/Tgfb2|L,Spp1+Mac/Eng|R,0.149872,Ligand,Receptor,Tgfb2|L,Eng|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4149,EC/Tgm2|L@EC/Itgb1|R,EC/Tgm2|L,EC/Itgb1|R,0.15965545,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,EC,EC@EC,LR
4152,EC/Tgm2|L@Fibro/Itgb1|R,EC/Tgm2|L,Fibro/Itgb1|R,0.05690062,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,Fibro,EC@Fibro,LR
4153,EC/Tgm2|L@Fibro/Sdc4|R,EC/Tgm2|L,Fibro/Sdc4|R,0.18333107,Ligand,Receptor,Tgm2|L,Sdc4|R,EC,Fibro,EC@Fibro,LR
4154,EC/Tgm2|L@InfiltMac/Itga4|R,EC/Tgm2|L,InfiltMac/Itga4|R,0.14642656,Ligand,Receptor,Tgm2|L,Itga4|R,EC,InfiltMac,EC@InfiltMac,LR
4155,EC/Tgm2|L@InfiltMac/Itgb1|R,EC/Tgm2|L,InfiltMac/Itgb1|R,0.16864455,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,InfiltMac,EC@InfiltMac,LR
4156,EC/Tgm2|L@Ly6ClowMac/Itga4|R,EC/Tgm2|L,Ly6ClowMac/Itga4|R,0.2950365,Ligand,Receptor,Tgm2|L,Itga4|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4157,EC/Tgm2|L@Ly6ClowMac/Itgb1|R,EC/Tgm2|L,Ly6ClowMac/Itgb1|R,0.16710067,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4163,EC/Tgm2|L@OsteoCAR/Itga9|R,EC/Tgm2|L,OsteoCAR/Itga9|R,0.42491323,Ligand,Receptor,Tgm2|L,Itga9|R,EC,OsteoCAR,EC@OsteoCAR,LR
4164,EC/Tgm2|L@OsteoCAR/Itgb1|R,EC/Tgm2|L,OsteoCAR/Itgb1|R,0.03629458,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4165,EC/Tgm2|L@OsteoCAR/Sdc4|R,EC/Tgm2|L,OsteoCAR/Sdc4|R,0.078933924,Ligand,Receptor,Tgm2|L,Sdc4|R,EC,OsteoCAR,EC@OsteoCAR,LR
4168,EC/Tgm2|L@Spp1+Mac/Itga4|R,EC/Tgm2|L,Spp1+Mac/Itga4|R,-0.571237,Ligand,Receptor,Tgm2|L,Itga4|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4169,EC/Tgm2|L@Spp1+Mac/Itgb1|R,EC/Tgm2|L,Spp1+Mac/Itgb1|R,-0.84609336,Ligand,Receptor,Tgm2|L,Itgb1|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4170,EC/Tgm2|L@Spp1+Mac/Itgb3|R,EC/Tgm2|L,Spp1+Mac/Itgb3|R,0.39093754,Ligand,Receptor,Tgm2|L,Itgb3|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4171,EC/Tgm2|L@Spp1+Mac/Sdc4|R,EC/Tgm2|L,Spp1+Mac/Sdc4|R,-0.12956035,Ligand,Receptor,Tgm2|L,Sdc4|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4176,EC/Timp2|L@EC/Itgb1|R,EC/Timp2|L,EC/Itgb1|R,0.08018255,Ligand,Receptor,Timp2|L,Itgb1|R,EC,EC,EC@EC,LR
4178,EC/Timp2|L@Fibro/Itgb1|R,EC/Timp2|L,Fibro/Itgb1|R,-0.022572398,Ligand,Receptor,Timp2|L,Itgb1|R,EC,Fibro,EC@Fibro,LR
4179,EC/Timp2|L@InfiltMac/Cd44|R,EC/Timp2|L,InfiltMac/Cd44|R,0.007257819,Ligand,Receptor,Timp2|L,Cd44|R,EC,InfiltMac,EC@InfiltMac,LR
4180,EC/Timp2|L@InfiltMac/Itgb1|R,EC/Timp2|L,InfiltMac/Itgb1|R,0.08917153,Ligand,Receptor,Timp2|L,Itgb1|R,EC,InfiltMac,EC@InfiltMac,LR
4181,EC/Timp2|L@Ly6ClowMac/Cd44|R,EC/Timp2|L,Ly6ClowMac/Cd44|R,0.018811285,Ligand,Receptor,Timp2|L,Cd44|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4182,EC/Timp2|L@Ly6ClowMac/Itgb1|R,EC/Timp2|L,Ly6ClowMac/Itgb1|R,0.08762765,Ligand,Receptor,Timp2|L,Itgb1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4188,EC/Timp2|L@OsteoCAR/Itgb1|R,EC/Timp2|L,OsteoCAR/Itgb1|R,-0.04317832,Ligand,Receptor,Timp2|L,Itgb1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4191,EC/Timp2|L@Spp1+Mac/Cd44|R,EC/Timp2|L,Spp1+Mac/Cd44|R,-0.4904685,Ligand,Receptor,Timp2|L,Cd44|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4192,EC/Timp2|L@Spp1+Mac/Itgb1|R,EC/Timp2|L,Spp1+Mac/Itgb1|R,-0.80425406,Ligand,Receptor,Timp2|L,Itgb1|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4198,EC/Timp3|L@EC/Cd44|R,EC/Timp3|L,EC/Cd44|R,0.04675716,Ligand,Receptor,Timp3|L,Cd44|R,EC,EC,EC@EC,LR
4199,EC/Timp3|L@EC/Kdr|R,EC/Timp3|L,EC/Kdr|R,0.030380249,Ligand,Receptor,Timp3|L,Kdr|R,EC,EC,EC@EC,LR
4201,EC/Timp3|L@Fibro/Cd44|R,EC/Timp3|L,Fibro/Cd44|R,0.011254251,Ligand,Receptor,Timp3|L,Cd44|R,EC,Fibro,EC@Fibro,LR
4202,EC/Timp3|L@InfiltMac/Cd44|R,EC/Timp3|L,InfiltMac/Cd44|R,0.059224606,Ligand,Receptor,Timp3|L,Cd44|R,EC,InfiltMac,EC@InfiltMac,LR
4203,EC/Timp3|L@Ly6ClowMac/Cd44|R,EC/Timp3|L,Ly6ClowMac/Cd44|R,0.07077813,Ligand,Receptor,Timp3|L,Cd44|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4208,EC/Timp3|L@OsteoCAR/Cd44|R,EC/Timp3|L,OsteoCAR/Cd44|R,0.07768273,Ligand,Receptor,Timp3|L,Cd44|R,EC,OsteoCAR,EC@OsteoCAR,LR
4209,EC/Timp3|L@OsteoCAR/Ddr1|R,EC/Timp3|L,OsteoCAR/Ddr1|R,-0.7932357,Ligand,Receptor,Timp3|L,Ddr1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4211,EC/Timp3|L@Spp1+Mac/Cd44|R,EC/Timp3|L,Spp1+Mac/Cd44|R,-0.07006639,Ligand,Receptor,Timp3|L,Cd44|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4212,EC/Timp3|L@Spp1+Mac/Met|R,EC/Timp3|L,Spp1+Mac/Met|R,-0.7559363,Ligand,Receptor,Timp3|L,Met|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4216,EC/Tnfsf10|L@EC/Ripk1|R,EC/Tnfsf10|L,EC/Ripk1|R,0.40312696,Ligand,Receptor,Tnfsf10|L,Ripk1|R,EC,EC,EC@EC,LR
4218,EC/Tnfsf10|L@Fibro/Ripk1|R,EC/Tnfsf10|L,Fibro/Ripk1|R,0.3421505,Ligand,Receptor,Tnfsf10|L,Ripk1|R,EC,Fibro,EC@Fibro,LR
4219,EC/Tnfsf10|L@InfiltMac/Ripk1|R,EC/Tnfsf10|L,InfiltMac/Ripk1|R,0.35297185,Ligand,Receptor,Tnfsf10|L,Ripk1|R,EC,InfiltMac,EC@InfiltMac,LR
4220,EC/Tnfsf10|L@Ly6ClowMac/Ripk1|R,EC/Tnfsf10|L,Ly6ClowMac/Ripk1|R,0.34194422,Ligand,Receptor,Tnfsf10|L,Ripk1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4226,EC/Tnfsf10|L@Spp1+Mac/Ripk1|R,EC/Tnfsf10|L,Spp1+Mac/Ripk1|R,0.31765074,Ligand,Receptor,Tnfsf10|L,Ripk1|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4228,EC/Tnfsf12|L@EC/Tnfrsf12a|R,EC/Tnfsf12|L,EC/Tnfrsf12a|R,0.23615277,Ligand,Receptor,Tnfsf12|L,Tnfrsf12a|R,EC,EC,EC@EC,LR
4231,EC/Txlna|L@EC/Stx4a|R,EC/Txlna|L,EC/Stx4a|R,0.24547666,Ligand,Receptor,Txlna|L,Stx4a|R,EC,EC,EC@EC,LR
4232,EC/Txlna|L@InfiltMac/Stx3|R,EC/Txlna|L,InfiltMac/Stx3|R,0.21143997,Ligand,Receptor,Txlna|L,Stx3|R,EC,InfiltMac,EC@InfiltMac,LR
4236,EC/Vcl|L@Fibro/Itgb5|R,EC/Vcl|L,Fibro/Itgb5|R,-0.029557168,Ligand,Receptor,Vcl|L,Itgb5|R,EC,Fibro,EC@Fibro,LR
4237,EC/Vcl|L@InfiltMac/Itgb5|R,EC/Vcl|L,InfiltMac/Itgb5|R,0.30803585,Ligand,Receptor,Vcl|L,Itgb5|R,EC,InfiltMac,EC@InfiltMac,LR
4238,EC/Vcl|L@Ly6ClowMac/Itgb5|R,EC/Vcl|L,Ly6ClowMac/Itgb5|R,0.3900352,Ligand,Receptor,Vcl|L,Itgb5|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4239,EC/Vcl|L@OsteoCAR/Itgb5|R,EC/Vcl|L,OsteoCAR/Itgb5|R,0.10857239,Ligand,Receptor,Vcl|L,Itgb5|R,EC,OsteoCAR,EC@OsteoCAR,LR
4241,EC/Vcl|L@Spp1+Mac/Itgb5|R,EC/Vcl|L,Spp1+Mac/Itgb5|R,0.4088798,Ligand,Receptor,Vcl|L,Itgb5|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4245,EC/Vim|L@EC/Cd44|R,EC/Vim|L,EC/Cd44|R,1.5602537,Ligand,Receptor,Vim|L,Cd44|R,EC,EC,EC@EC,LR
4247,EC/Vim|L@Fibro/Cd44|R,EC/Vim|L,Fibro/Cd44|R,0.37963402,Ligand,Receptor,Vim|L,Cd44|R,EC,Fibro,EC@Fibro,LR
4248,EC/Vim|L@InfiltMac/Cd44|R,EC/Vim|L,InfiltMac/Cd44|R,0.42760444,Ligand,Receptor,Vim|L,Cd44|R,EC,InfiltMac,EC@InfiltMac,LR
4249,EC/Vim|L@Ly6ClowMac/Cd44|R,EC/Vim|L,Ly6ClowMac/Cd44|R,0.43915784,Ligand,Receptor,Vim|L,Cd44|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4254,EC/Vim|L@OsteoCAR/Cd44|R,EC/Vim|L,OsteoCAR/Cd44|R,0.44606245,Ligand,Receptor,Vim|L,Cd44|R,EC,OsteoCAR,EC@OsteoCAR,LR
4256,EC/Vim|L@Spp1+Mac/Cd44|R,EC/Vim|L,Spp1+Mac/Cd44|R,0.29831338,Ligand,Receptor,Vim|L,Cd44|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4263,EC/Vwf|L@EC/Itgb1|R,EC/Vwf|L,EC/Itgb1|R,0.06360817,Ligand,Receptor,Vwf|L,Itgb1|R,EC,EC,EC@EC,LR
4266,EC/Vwf|L@Fibro/Itgb1|R,EC/Vwf|L,Fibro/Itgb1|R,-0.03914678,Ligand,Receptor,Vwf|L,Itgb1|R,EC,Fibro,EC@Fibro,LR
4267,EC/Vwf|L@Fibro/Lrp1|R,EC/Vwf|L,Fibro/Lrp1|R,-0.017571628,Ligand,Receptor,Vwf|L,Lrp1|R,EC,Fibro,EC@Fibro,LR
4268,EC/Vwf|L@Fibro/Scara5|R,EC/Vwf|L,Fibro/Scara5|R,-0.034427255,Ligand,Receptor,Vwf|L,Scara5|R,EC,Fibro,EC@Fibro,LR
4269,EC/Vwf|L@InfiltMac/Itga4|R,EC/Vwf|L,InfiltMac/Itga4|R,0.050379157,Ligand,Receptor,Vwf|L,Itga4|R,EC,InfiltMac,EC@InfiltMac,LR
4270,EC/Vwf|L@InfiltMac/Itgb1|R,EC/Vwf|L,InfiltMac/Itgb1|R,0.072597265,Ligand,Receptor,Vwf|L,Itgb1|R,EC,InfiltMac,EC@InfiltMac,LR
4271,EC/Vwf|L@InfiltMac/Lrp1|R,EC/Vwf|L,InfiltMac/Lrp1|R,-0.047029406,Ligand,Receptor,Vwf|L,Lrp1|R,EC,InfiltMac,EC@InfiltMac,LR
4272,EC/Vwf|L@InfiltMac/Sirpa|R,EC/Vwf|L,InfiltMac/Sirpa|R,0.0074505806,Ligand,Receptor,Vwf|L,Sirpa|R,EC,InfiltMac,EC@InfiltMac,LR
4273,EC/Vwf|L@Ly6ClowMac/Itga4|R,EC/Vwf|L,Ly6ClowMac/Itga4|R,0.19898927,Ligand,Receptor,Vwf|L,Itga4|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4274,EC/Vwf|L@Ly6ClowMac/Itgb1|R,EC/Vwf|L,Ly6ClowMac/Itgb1|R,0.07105327,Ligand,Receptor,Vwf|L,Itgb1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4275,EC/Vwf|L@Ly6ClowMac/Lrp1|R,EC/Vwf|L,Ly6ClowMac/Lrp1|R,-0.008974433,Ligand,Receptor,Vwf|L,Lrp1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4276,EC/Vwf|L@Ly6ClowMac/Sirpa|R,EC/Vwf|L,Ly6ClowMac/Sirpa|R,0.043192744,Ligand,Receptor,Vwf|L,Sirpa|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
4286,EC/Vwf|L@OsteoCAR/Itga9|R,EC/Vwf|L,OsteoCAR/Itga9|R,0.23450911,Ligand,Receptor,Vwf|L,Itga9|R,EC,OsteoCAR,EC@OsteoCAR,LR
4287,EC/Vwf|L@OsteoCAR/Itgb1|R,EC/Vwf|L,OsteoCAR/Itgb1|R,-0.059752822,Ligand,Receptor,Vwf|L,Itgb1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4288,EC/Vwf|L@OsteoCAR/Lrp1|R,EC/Vwf|L,OsteoCAR/Lrp1|R,0.024113417,Ligand,Receptor,Vwf|L,Lrp1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4289,EC/Vwf|L@OsteoCAR/Scara5|R,EC/Vwf|L,OsteoCAR/Scara5|R,0.22097117,Ligand,Receptor,Vwf|L,Scara5|R,EC,OsteoCAR,EC@OsteoCAR,LR
4294,EC/Vwf|L@Spp1+Mac/Itgav_Itgb3|R,EC/Vwf|L,Spp1+Mac/Itgav_Itgb3|R,0.2005334,Ligand,Receptor,Vwf|L,Itgav_Itgb3|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4295,EC/Vwf|L@Spp1+Mac/Itgb1|R,EC/Vwf|L,Spp1+Mac/Itgb1|R,-0.7517365,Ligand,Receptor,Vwf|L,Itgb1|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4296,EC/Vwf|L@Spp1+Mac/Sirpa|R,EC/Vwf|L,Spp1+Mac/Sirpa|R,-0.24016303,Ligand,Receptor,Vwf|L,Sirpa|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
4301,EC/Ybx1|L@EC/Notch1|R,EC/Ybx1|L,EC/Notch1|R,0.29580986,Ligand,Receptor,Ybx1|L,Notch1|R,EC,EC,EC@EC,LR
4302,EC/Ybx1|L@InfiltMac/Notch1|R,EC/Ybx1|L,InfiltMac/Notch1|R,1.264963,Ligand,Receptor,Ybx1|L,Notch1|R,EC,InfiltMac,EC@InfiltMac,LR
4307,EC/Ybx1|L@OsteoCAR/Notch1|R,EC/Ybx1|L,OsteoCAR/Notch1|R,1.2785037,Ligand,Receptor,Ybx1|L,Notch1|R,EC,OsteoCAR,EC@OsteoCAR,LR
4316,Ery/Adam10|L@DC/Cd44|R,Ery/Adam10|L,DC/Cd44|R,-0.10298371,Ligand,Receptor,Adam10|L,Cd44|R,Ery,DC,Ery@DC,LR
4317,Ery/Adam10|L@DC/Il6ra|R,Ery/Adam10|L,DC/Il6ra|R,-0.17448485,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,DC,Ery@DC,LR
4318,Ery/Adam10|L@DC/Met|R,Ery/Adam10|L,DC/Met|R,-0.16234136,Ligand,Receptor,Adam10|L,Met|R,Ery,DC,Ery@DC,LR
4319,Ery/Adam10|L@DC/Notch1|R,Ery/Adam10|L,DC/Notch1|R,-0.21170533,Ligand,Receptor,Adam10|L,Notch1|R,Ery,DC,Ery@DC,LR
4320,Ery/Adam10|L@DC/Notch2|R,Ery/Adam10|L,DC/Notch2|R,-0.16020548,Ligand,Receptor,Adam10|L,Notch2|R,Ery,DC,Ery@DC,LR
4321,Ery/Adam10|L@DC/Trem2|R,Ery/Adam10|L,DC/Trem2|R,-0.119310945,Ligand,Receptor,Adam10|L,Trem2|R,Ery,DC,Ery@DC,LR
4322,Ery/Adam10|L@DC/Tspan14|R,Ery/Adam10|L,DC/Tspan14|R,-0.12711996,Ligand,Receptor,Adam10|L,Tspan14|R,Ery,DC,Ery@DC,LR
4323,Ery/Adam10|L@DC/Tspan5|R,Ery/Adam10|L,DC/Tspan5|R,0.4168672,Ligand,Receptor,Adam10|L,Tspan5|R,Ery,DC,Ery@DC,LR
4328,Ery/Adam10|L@Ery/Cd44|R,Ery/Adam10|L,Ery/Cd44|R,-0.6836943,Ligand,Receptor,Adam10|L,Cd44|R,Ery,Ery,Ery@Ery,LR
4329,Ery/Adam10|L@Ery/Notch2|R,Ery/Adam10|L,Ery/Notch2|R,-0.54746765,Ligand,Receptor,Adam10|L,Notch2|R,Ery,Ery,Ery@Ery,LR
4330,Ery/Adam10|L@Fibro/Axl|R,Ery/Adam10|L,Fibro/Axl|R,-0.1358552,Ligand,Receptor,Adam10|L,Axl|R,Ery,Fibro,Ery@Fibro,LR
4331,Ery/Adam10|L@Fibro/Cd44|R,Ery/Adam10|L,Fibro/Cd44|R,-0.67188984,Ligand,Receptor,Adam10|L,Cd44|R,Ery,Fibro,Ery@Fibro,LR
4332,Ery/Adam10|L@Fibro/Il6ra|R,Ery/Adam10|L,Fibro/Il6ra|R,-0.5768935,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,Fibro,Ery@Fibro,LR
4333,Ery/Adam10|L@Fibro/Notch2|R,Ery/Adam10|L,Fibro/Notch2|R,-0.12507391,Ligand,Receptor,Adam10|L,Notch2|R,Ery,Fibro,Ery@Fibro,LR
4334,Ery/Adam10|L@Fibro/Tspan5|R,Ery/Adam10|L,Fibro/Tspan5|R,0.5012007,Ligand,Receptor,Adam10|L,Tspan5|R,Ery,Fibro,Ery@Fibro,LR
4335,Ery/Adam10|L@InfiltMac/Cd44|R,Ery/Adam10|L,InfiltMac/Cd44|R,-0.11942279,Ligand,Receptor,Adam10|L,Cd44|R,Ery,InfiltMac,Ery@InfiltMac,LR
4336,Ery/Adam10|L@InfiltMac/Il6ra|R,Ery/Adam10|L,InfiltMac/Il6ra|R,-0.27326936,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,InfiltMac,Ery@InfiltMac,LR
4337,Ery/Adam10|L@InfiltMac/Notch1|R,Ery/Adam10|L,InfiltMac/Notch1|R,-0.16445047,Ligand,Receptor,Adam10|L,Notch1|R,Ery,InfiltMac,Ery@InfiltMac,LR
4338,Ery/Adam10|L@InfiltMac/Notch2|R,Ery/Adam10|L,InfiltMac/Notch2|R,-0.17164278,Ligand,Receptor,Adam10|L,Notch2|R,Ery,InfiltMac,Ery@InfiltMac,LR
4339,Ery/Adam10|L@InfiltMac/Trem2|R,Ery/Adam10|L,InfiltMac/Trem2|R,0.5033575,Ligand,Receptor,Adam10|L,Trem2|R,Ery,InfiltMac,Ery@InfiltMac,LR
4340,Ery/Adam10|L@InfiltMac/Tspan14|R,Ery/Adam10|L,InfiltMac/Tspan14|R,-0.121552676,Ligand,Receptor,Adam10|L,Tspan14|R,Ery,InfiltMac,Ery@InfiltMac,LR
4341,Ery/Adam10|L@Ly6ClowMac/Cd44|R,Ery/Adam10|L,Ly6ClowMac/Cd44|R,-0.10786927,Ligand,Receptor,Adam10|L,Cd44|R,Ery,Ly6ClowMac,Ery@Ly6ClowMac,LR
4342,Ery/Adam10|L@Ly6ClowMac/Il6ra|R,Ery/Adam10|L,Ly6ClowMac/Il6ra|R,-0.18595278,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,Ly6ClowMac,Ery@Ly6ClowMac,LR
4343,Ery/Adam10|L@Ly6ClowMac/Notch2|R,Ery/Adam10|L,Ly6ClowMac/Notch2|R,-0.15602106,Ligand,Receptor,Adam10|L,Notch2|R,Ery,Ly6ClowMac,Ery@Ly6ClowMac,LR
4344,Ery/Adam10|L@Ly6ClowMac/Trem2|R,Ery/Adam10|L,Ly6ClowMac/Trem2|R,0.44539744,Ligand,Receptor,Adam10|L,Trem2|R,Ery,Ly6ClowMac,Ery@Ly6ClowMac,LR
4345,Ery/Adam10|L@Ly6ClowMac/Tspan14|R,Ery/Adam10|L,Ly6ClowMac/Tspan14|R,0.46235391,Ligand,Receptor,Adam10|L,Tspan14|R,Ery,Ly6ClowMac,Ery@Ly6ClowMac,LR
4346,Ery/Adam10|L@MK/Cd44|R,Ery/Adam10|L,MK/Cd44|R,-0.726696,Ligand,Receptor,Adam10|L,Cd44|R,Ery,MK,Ery@MK,LR
4347,Ery/Adam10|L@MK/Il6ra|R,Ery/Adam10|L,MK/Il6ra|R,-0.5685958,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,MK,Ery@MK,LR
4348,Ery/Adam10|L@MK/Notch1|R,Ery/Adam10|L,MK/Notch1|R,-0.19826233,Ligand,Receptor,Adam10|L,Notch1|R,Ery,MK,Ery@MK,LR
4349,Ery/Adam10|L@MK/Notch2|R,Ery/Adam10|L,MK/Notch2|R,-0.58915925,Ligand,Receptor,Adam10|L,Notch2|R,Ery,MK,Ery@MK,LR
4350,Ery/Adam10|L@MK/Tspan14|R,Ery/Adam10|L,MK/Tspan14|R,-0.14287597,Ligand,Receptor,Adam10|L,Tspan14|R,Ery,MK,Ery@MK,LR
4351,Ery/Adam10|L@MK/Tspan5|R,Ery/Adam10|L,MK/Tspan5|R,0.40316322,Ligand,Receptor,Adam10|L,Tspan5|R,Ery,MK,Ery@MK,LR
4352,Ery/Adam10|L@MonoPro/Cd44|R,Ery/Adam10|L,MonoPro/Cd44|R,-0.787065,Ligand,Receptor,Adam10|L,Cd44|R,Ery,MonoPro,Ery@MonoPro,LR
4353,Ery/Adam10|L@MonoPro/Il6ra|R,Ery/Adam10|L,MonoPro/Il6ra|R,-0.6267163,Ligand,Receptor,Adam10|L,Il6ra|R,Ery,MonoPro,Ery@MonoPro,LR
4354,Ery/Adam10|L@MonoPro/Notch1|R,Ery/Adam10|L,MonoPro/Notch1|R,-0.1756478,Ligand,Receptor,Adam10|L,Notch1|R,Ery,MonoPro,Ery@MonoPro,LR
4355,Ery/Adam10|L@MonoPro/Notch2|R,Ery/Adam10|L,MonoPro/Notch2|R,-0.5491268,Ligand,Receptor,Adam10|L,Notch2|R,Ery,MonoPro,Ery@MonoPro,LR
4356,Ery/Adam10|L@MonoPro/Tspan14|R,Ery/Adam10|L,MonoPro/Tspan14|R,-0.14910087,Ligand,Receptor,Adam10|L,Tspan14|R,Ery,MonoPro,Ery@MonoPro,LR
4357,Ery/Adam10|L@MonoPro/Tspan5|R,Ery/Adam10|L,MonoPro/Tspan5|R,-0.15298575,Ligand,Receptor,Adam10|L,Tspan5|R,Ery,MonoPro,Ery@MonoPro,LR
4358,Ery/Adam10|L@Neut1/Cd44|R,Ery/Adam10|L,Neut1/Cd44|R,-0.796682,Ligand,Receptor,Adam10|L,Cd44|R,Ery,Neut1,Ery@Neut1,LR
