,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
7,BCells/Adam10|L@Fibro/Axl|R,BCells/Adam10|L,Fibro/Axl|R,-0.042605102,Ligand,Receptor,Adam10|L,Axl|R,BCells,Fibro,BCells@Fibro,LR
14,BCells/Adam10|L@OsteoCAR/Axl|R,BCells/Adam10|L,OsteoCAR/Axl|R,0.3974085,Ligand,Receptor,Adam10|L,Axl|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
15,BCells/Adam10|L@OsteoCAR/Notch2|R,BCells/Adam10|L,OsteoCAR/Notch2|R,-0.39599252,Ligand,Receptor,Adam10|L,Notch2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
18,BCells/Adam10|L@Spp1+Mac/Axl|R,BCells/Adam10|L,Spp1+Mac/Axl|R,-0.52339506,Ligand,Receptor,Adam10|L,Axl|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
19,BCells/Adam10|L@Spp1+Mac/Cadm1|R,BCells/Adam10|L,Spp1+Mac/Cadm1|R,-0.46723026,Ligand,Receptor,Adam10|L,Cadm1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
20,BCells/Adam10|L@Spp1+Mac/Trem2|R,BCells/Adam10|L,Spp1+Mac/Trem2|R,0.1904434,Ligand,Receptor,Adam10|L,Trem2|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
27,BCells/Adam17|L@Fibro/Itgb1|R,BCells/Adam17|L,Fibro/Itgb1|R,-0.6975385,Ligand,Receptor,Adam17|L,Itgb1|R,BCells,Fibro,BCells@Fibro,LR
31,BCells/Adam17|L@OsteoCAR/Itgb1|R,BCells/Adam17|L,OsteoCAR/Itgb1|R,-0.013984978,Ligand,Receptor,Adam17|L,Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
33,BCells/Adam17|L@Spp1+Mac/Itga5|R,BCells/Adam17|L,Spp1+Mac/Itga5|R,-0.20037207,Ligand,Receptor,Adam17|L,Itga5|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
34,BCells/Adam17|L@Spp1+Mac/Itgb1|R,BCells/Adam17|L,Spp1+Mac/Itgb1|R,-0.70888907,Ligand,Receptor,Adam17|L,Itgb1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
36,BCells/Ada|L@Fibro/Dpp4|R,BCells/Ada|L,Fibro/Dpp4|R,0.1631755,Ligand,Receptor,Ada|L,Dpp4|R,BCells,Fibro,BCells@Fibro,LR
40,BCells/Alcam|L@OsteoCAR/Chl1|R,BCells/Alcam|L,OsteoCAR/Chl1|R,-0.2064171,Ligand,Receptor,Alcam|L,Chl1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
41,BCells/Alcam|L@OsteoCAR/Nrp1|R,BCells/Alcam|L,OsteoCAR/Nrp1|R,-0.2410608,Ligand,Receptor,Alcam|L,Nrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
42,BCells/Apoe|L@Fibro/Lrp1|R,BCells/Apoe|L,Fibro/Lrp1|R,-0.7471722,Ligand,Receptor,Apoe|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
43,BCells/Apoe|L@OsteoCAR/Sdc2|R,BCells/Apoe|L,OsteoCAR/Sdc2|R,-0.5415898,Ligand,Receptor,Apoe|L,Sdc2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
44,BCells/App|L@BCells/Cd74|R,BCells/App|L,BCells/Cd74|R,1.3641838,Ligand,Receptor,App|L,Cd74|R,BCells,BCells,BCells@BCells,LR
47,BCells/App|L@Fibro/Lrp1|R,BCells/App|L,Fibro/Lrp1|R,0.78766906,Ligand,Receptor,App|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
49,BCells/App|L@OsteoCAR/Aplp2|R,BCells/App|L,OsteoCAR/Aplp2|R,0.831481,Ligand,Receptor,App|L,Aplp2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
51,BCells/App|L@Spp1+Mac/Cd74|R,BCells/App|L,Spp1+Mac/Cd74|R,1.1180882,Ligand,Receptor,App|L,Cd74|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
57,BCells/Arf6|L@Neut1/Smap1|R,BCells/Arf6|L,Neut1/Smap1|R,-0.30694795,Ligand,Receptor,Arf6|L,Smap1|R,BCells,Neut1,BCells@Neut1,LR
58,BCells/Arf6|L@Spp1+Mac/Smap1|R,BCells/Arf6|L,Spp1+Mac/Smap1|R,-0.37004113,Ligand,Receptor,Arf6|L,Smap1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
59,BCells/B2m|L@BCells/Tfrc|R,BCells/B2m|L,BCells/Tfrc|R,-1.3076897,Ligand,Receptor,B2m|L,Tfrc|R,BCells,BCells,BCells@BCells,LR
64,BCells/B2m|L@Neut1/Tfrc|R,BCells/B2m|L,Neut1/Tfrc|R,1.5906461,Ligand,Receptor,B2m|L,Tfrc|R,BCells,Neut1,BCells@Neut1,LR
65,BCells/B2m|L@OsteoCAR/Hfe|R,BCells/B2m|L,OsteoCAR/Hfe|R,-1.2494112,Ligand,Receptor,B2m|L,Hfe|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
67,BCells/B2m|L@Spp1+Mac/Tfrc|R,BCells/B2m|L,Spp1+Mac/Tfrc|R,0.17911911,Ligand,Receptor,B2m|L,Tfrc|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
73,BCells/Bsg|L@BCells/Slc16a1|R,BCells/Bsg|L,BCells/Slc16a1|R,-0.35380834,Ligand,Receptor,Bsg|L,Slc16a1|R,BCells,BCells,BCells@BCells,LR
75,BCells/Bsg|L@Spp1+Mac/Slc16a7|R,BCells/Bsg|L,Spp1+Mac/Slc16a7|R,-0.3079785,Ligand,Receptor,Bsg|L,Slc16a7|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
78,BCells/C3|L@Fibro/Cd81|R,BCells/C3|L,Fibro/Cd81|R,-0.7306007,Ligand,Receptor,C3|L,Cd81|R,BCells,Fibro,BCells@Fibro,LR
79,BCells/C3|L@Fibro/Lrp1|R,BCells/C3|L,Fibro/Lrp1|R,-0.7371402,Ligand,Receptor,C3|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
81,BCells/C3|L@OsteoCAR/Nrp1|R,BCells/C3|L,OsteoCAR/Nrp1|R,-0.9223702,Ligand,Receptor,C3|L,Nrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
83,BCells/Calr|L@Fibro/Lrp1|R,BCells/Calr|L,Fibro/Lrp1|R,-0.049643755,Ligand,Receptor,Calr|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
87,BCells/Calr|L@OsteoCAR/Itgav|R,BCells/Calr|L,OsteoCAR/Itgav|R,-0.7464783,Ligand,Receptor,Calr|L,Itgav|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
88,BCells/Calr|L@OsteoCAR/Lrp1|R,BCells/Calr|L,OsteoCAR/Lrp1|R,-1.0217389,Ligand,Receptor,Calr|L,Lrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
90,BCells/Calr|L@Spp1+Mac/Itgav|R,BCells/Calr|L,Spp1+Mac/Itgav|R,-0.8565514,Ligand,Receptor,Calr|L,Itgav|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
98,BCells/Cd47|L@Spp1+Mac/Sirpa|R,BCells/Cd47|L,Spp1+Mac/Sirpa|R,-1.385323,Ligand,Receptor,Cd47|L,Sirpa|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
102,BCells/Clec11a|L@Fibro/Itgb1|R,BCells/Clec11a|L,Fibro/Itgb1|R,0.6573614,Ligand,Receptor,Clec11a|L,Itgb1|R,BCells,Fibro,BCells@Fibro,LR
104,BCells/Clec11a|L@OsteoCAR/Itga11|R,BCells/Clec11a|L,OsteoCAR/Itga11|R,0.1582723,Ligand,Receptor,Clec11a|L,Itga11|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
105,BCells/Clec11a|L@OsteoCAR/Itgb1|R,BCells/Clec11a|L,OsteoCAR/Itgb1|R,0.89957345,Ligand,Receptor,Clec11a|L,Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
107,BCells/Copa|L@BCells/Cd74|R,BCells/Copa|L,BCells/Cd74|R,0.5224598,Ligand,Receptor,Copa|L,Cd74|R,BCells,BCells,BCells@BCells,LR
110,BCells/Copa|L@Spp1+Mac/Cd74|R,BCells/Copa|L,Spp1+Mac/Cd74|R,-0.12698698,Ligand,Receptor,Copa|L,Cd74|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
112,BCells/F13a1|L@OsteoCAR/Itgb1|R,BCells/F13a1|L,OsteoCAR/Itgb1|R,-0.97720724,Ligand,Receptor,F13a1|L,Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
113,BCells/Fn1|L@BCells/Cd79a|R,BCells/Fn1|L,BCells/Cd79a|R,1.2374537,Ligand,Receptor,Fn1|L,Cd79a|R,BCells,BCells,BCells@BCells,LR
115,BCells/Fn1|L@OsteoCAR/Sdc2|R,BCells/Fn1|L,OsteoCAR/Sdc2|R,0.6372901,Ligand,Receptor,Fn1|L,Sdc2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
119,BCells/Gnai2|L@OsteoCAR/S1pr1|R,BCells/Gnai2|L,OsteoCAR/S1pr1|R,-0.9945165,Ligand,Receptor,Gnai2|L,S1pr1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
120,BCells/Gnai2|L@OsteoCAR/S1pr3|R,BCells/Gnai2|L,OsteoCAR/S1pr3|R,-1.1232232,Ligand,Receptor,Gnai2|L,S1pr3|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
126,BCells/H2-K1|L@Fibro/Aplp2|R,BCells/H2-K1|L,Fibro/Aplp2|R,-1.2918524,Ligand,Receptor,H2-K1|L,Aplp2|R,BCells,Fibro,BCells@Fibro,LR
128,BCells/H2-K1|L@OsteoCAR/Aplp2|R,BCells/H2-K1|L,OsteoCAR/Aplp2|R,-0.22540343,Ligand,Receptor,H2-K1|L,Aplp2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
129,BCells/H2-K1|L@Spp1+Mac/Aplp2|R,BCells/H2-K1|L,Spp1+Mac/Aplp2|R,-1.1891776,Ligand,Receptor,H2-K1|L,Aplp2|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
141,BCells/Hras|L@Fibro/Cav1|R,BCells/Hras|L,Fibro/Cav1|R,0.27358782,Ligand,Receptor,Hras|L,Cav1|R,BCells,Fibro,BCells@Fibro,LR
142,BCells/Hsp90aa1|L@Fibro/Egfr|R,BCells/Hsp90aa1|L,Fibro/Egfr|R,-0.17102194,Ligand,Receptor,Hsp90aa1|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
143,BCells/Hsp90aa1|L@OsteoCAR/Egfr|R,BCells/Hsp90aa1|L,OsteoCAR/Egfr|R,-0.23975241,Ligand,Receptor,Hsp90aa1|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
146,BCells/Hsp90b1|L@Fibro/Lrp1|R,BCells/Hsp90b1|L,Fibro/Lrp1|R,-0.022926569,Ligand,Receptor,Hsp90b1|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
153,BCells/Hsp90b1|L@OsteoCAR/Lrp1|R,BCells/Hsp90b1|L,OsteoCAR/Lrp1|R,0.018758535,Ligand,Receptor,Hsp90b1|L,Lrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
154,BCells/Hsp90b1|L@OsteoCAR/Tlr4|R,BCells/Hsp90b1|L,OsteoCAR/Tlr4|R,0.062085748,Ligand,Receptor,Hsp90b1|L,Tlr4|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
158,BCells/Hsp90b1|L@Spp1+Mac/Lrp1|R,BCells/Hsp90b1|L,Spp1+Mac/Lrp1|R,-1.1584808,Ligand,Receptor,Hsp90b1|L,Lrp1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
159,BCells/Hsp90b1|L@Spp1+Mac/Tlr2|R,BCells/Hsp90b1|L,Spp1+Mac/Tlr2|R,1.3968112,Ligand,Receptor,Hsp90b1|L,Tlr2|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
160,BCells/Hspa4|L@OsteoCAR/Tlr4|R,BCells/Hspa4|L,OsteoCAR/Tlr4|R,-0.4346949,Ligand,Receptor,Hspa4|L,Tlr4|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
163,BCells/Il16|L@Fibro/Cd9|R,BCells/Il16|L,Fibro/Cd9|R,0.30654025,Ligand,Receptor,Il16|L,Cd9|R,BCells,Fibro,BCells@Fibro,LR
166,BCells/Il16|L@Neut1/Cd9|R,BCells/Il16|L,Neut1/Cd9|R,0.25532633,Ligand,Receptor,Il16|L,Cd9|R,BCells,Neut1,BCells@Neut1,LR
168,BCells/Il16|L@OsteoCAR/Cd9|R,BCells/Il16|L,OsteoCAR/Cd9|R,0.28078115,Ligand,Receptor,Il16|L,Cd9|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
170,BCells/Il16|L@Spp1+Mac/Cd9|R,BCells/Il16|L,Spp1+Mac/Cd9|R,-0.51676685,Ligand,Receptor,Il16|L,Cd9|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
172,BCells/Irak4|L@OsteoCAR/Tlr4|R,BCells/Irak4|L,OsteoCAR/Tlr4|R,0.2665129,Ligand,Receptor,Irak4|L,Tlr4|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
182,BCells/Lamc1|L@Fibro/Dag1|R,BCells/Lamc1|L,Fibro/Dag1|R,0.28423554,Ligand,Receptor,Lamc1|L,Dag1|R,BCells,Fibro,BCells@Fibro,LR
189,BCells/Lamc1|L@OsteoCAR/Dag1|R,BCells/Lamc1|L,OsteoCAR/Dag1|R,0.3926493,Ligand,Receptor,Lamc1|L,Dag1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
190,BCells/Lamc1|L@OsteoCAR/Itga1|R,BCells/Lamc1|L,OsteoCAR/Itga1|R,0.5818368,Ligand,Receptor,Lamc1|L,Itga1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
191,BCells/Lamc1|L@OsteoCAR/Itga9_Itgb1|R,BCells/Lamc1|L,OsteoCAR/Itga9_Itgb1|R,0.18759136,Ligand,Receptor,Lamc1|L,Itga9_Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
194,BCells/Lgals1|L@Fibro/Itgb1|R,BCells/Lgals1|L,Fibro/Itgb1|R,-1.1204944,Ligand,Receptor,Lgals1|L,Itgb1|R,BCells,Fibro,BCells@Fibro,LR
198,BCells/Lgals1|L@OsteoCAR/Itgb1|R,BCells/Lgals1|L,OsteoCAR/Itgb1|R,-1.3833125,Ligand,Receptor,Lgals1|L,Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
200,BCells/Lgals1|L@Spp1+Mac/Itgb1|R,BCells/Lgals1|L,Spp1+Mac/Itgb1|R,-1.131845,Ligand,Receptor,Lgals1|L,Itgb1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
203,BCells/Lin7c|L@Fibro/Abca1|R,BCells/Lin7c|L,Fibro/Abca1|R,-0.0043256134,Ligand,Receptor,Lin7c|L,Abca1|R,BCells,Fibro,BCells@Fibro,LR
204,BCells/Lin7c|L@OsteoCAR/Abca1|R,BCells/Lin7c|L,OsteoCAR/Abca1|R,-0.01208818,Ligand,Receptor,Lin7c|L,Abca1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
205,BCells/Lin7c|L@Spp1+Mac/Abca1|R,BCells/Lin7c|L,Spp1+Mac/Abca1|R,-0.17267388,Ligand,Receptor,Lin7c|L,Abca1|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
211,BCells/Lman1|L@OsteoCAR/Mcfd2|R,BCells/Lman1|L,OsteoCAR/Mcfd2|R,0.08687353,Ligand,Receptor,Lman1|L,Mcfd2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
212,BCells/Lman1|L@Spp1+Mac/Mcfd2|R,BCells/Lman1|L,Spp1+Mac/Mcfd2|R,0.113833785,Ligand,Receptor,Lman1|L,Mcfd2|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
213,BCells/Lrig2|L@Fibro/Egfr|R,BCells/Lrig2|L,Fibro/Egfr|R,0.31228766,Ligand,Receptor,Lrig2|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
214,BCells/Lrig2|L@OsteoCAR/Egfr|R,BCells/Lrig2|L,OsteoCAR/Egfr|R,0.32199687,Ligand,Receptor,Lrig2|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
217,BCells/Lrpap1|L@Fibro/Lrp1|R,BCells/Lrpap1|L,Fibro/Lrp1|R,0.86342555,Ligand,Receptor,Lrpap1|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
218,BCells/Lrpap1|L@Fibro/Vldlr|R,BCells/Lrpap1|L,Fibro/Vldlr|R,0.35679808,Ligand,Receptor,Lrpap1|L,Vldlr|R,BCells,Fibro,BCells@Fibro,LR
223,BCells/Lrpap1|L@Neut1/Sorl1|R,BCells/Lrpap1|L,Neut1/Sorl1|R,0.60037446,Ligand,Receptor,Lrpap1|L,Sorl1|R,BCells,Neut1,BCells@Neut1,LR
224,BCells/Lrpap1|L@Neut1/Sort1|R,BCells/Lrpap1|L,Neut1/Sort1|R,0.43700355,Ligand,Receptor,Lrpap1|L,Sort1|R,BCells,Neut1,BCells@Neut1,LR
227,BCells/Lrpap1|L@OsteoCAR/Lrp1|R,BCells/Lrpap1|L,OsteoCAR/Lrp1|R,0.7961668,Ligand,Receptor,Lrpap1|L,Lrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
233,BCells/Ltb|L@Neut1/Tnfrsf1a|R,BCells/Ltb|L,Neut1/Tnfrsf1a|R,-0.3218896,Ligand,Receptor,Ltb|L,Tnfrsf1a|R,BCells,Neut1,BCells@Neut1,LR
234,BCells/Ltb|L@OsteoCAR/Tnfrsf1a|R,BCells/Ltb|L,OsteoCAR/Tnfrsf1a|R,-0.35643977,Ligand,Receptor,Ltb|L,Tnfrsf1a|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
237,BCells/Ltf|L@Fibro/Lrp1|R,BCells/Ltf|L,Fibro/Lrp1|R,-0.8459532,Ligand,Receptor,Ltf|L,Lrp1|R,BCells,Fibro,BCells@Fibro,LR
238,BCells/Ltf|L@OsteoCAR/Lrp1|R,BCells/Ltf|L,OsteoCAR/Lrp1|R,-0.7370094,Ligand,Receptor,Ltf|L,Lrp1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
239,BCells/Mif|L@BCells/Cd74_Cxcr4|R,BCells/Mif|L,BCells/Cd74_Cxcr4|R,-0.5767745,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,BCells,BCells,BCells@BCells,LR
241,BCells/Mif|L@Fibro/Ackr3|R,BCells/Mif|L,Fibro/Ackr3|R,-0.13770473,Ligand,Receptor,Mif|L,Ackr3|R,BCells,Fibro,BCells@Fibro,LR
242,BCells/Mif|L@Fibro/Egfr|R,BCells/Mif|L,Fibro/Egfr|R,-0.1032829,Ligand,Receptor,Mif|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
245,BCells/Mif|L@OsteoCAR/Egfr|R,BCells/Mif|L,OsteoCAR/Egfr|R,-0.1720134,Ligand,Receptor,Mif|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
247,BCells/Mif|L@Spp1+Mac/Cd44_Cd74|R,BCells/Mif|L,Spp1+Mac/Cd44_Cd74|R,-0.687109,Ligand,Receptor,Mif|L,Cd44_Cd74|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
248,BCells/Mif|L@Spp1+Mac/Cd74_Cxcr4|R,BCells/Mif|L,Spp1+Mac/Cd74_Cxcr4|R,-0.50730014,Ligand,Receptor,Mif|L,Cd74_Cxcr4|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
249,BCells/Pdap1|L@Fibro/Pdgfrb|R,BCells/Pdap1|L,Fibro/Pdgfrb|R,-0.5608749,Ligand,Receptor,Pdap1|L,Pdgfrb|R,BCells,Fibro,BCells@Fibro,LR
250,BCells/Pdap1|L@OsteoCAR/Pdgfrb|R,BCells/Pdap1|L,OsteoCAR/Pdgfrb|R,-0.41974282,Ligand,Receptor,Pdap1|L,Pdgfrb|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
252,BCells/Psap|L@OsteoCAR/Ar|R,BCells/Psap|L,OsteoCAR/Ar|R,-1.1510375,Ligand,Receptor,Psap|L,Ar|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
256,BCells/Psen1|L@OsteoCAR/Notch3|R,BCells/Psen1|L,OsteoCAR/Notch3|R,0.4581328,Ligand,Receptor,Psen1|L,Notch3|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
257,BCells/Ptpn6|L@Fibro/Egfr|R,BCells/Ptpn6|L,Fibro/Egfr|R,-0.36162013,Ligand,Receptor,Ptpn6|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
259,BCells/Ptpn6|L@Neut1/Clec12a|R,BCells/Ptpn6|L,Neut1/Clec12a|R,-0.9331614,Ligand,Receptor,Ptpn6|L,Clec12a|R,BCells,Neut1,BCells@Neut1,LR
261,BCells/Ptpn6|L@OsteoCAR/Egfr|R,BCells/Ptpn6|L,OsteoCAR/Egfr|R,-0.44005984,Ligand,Receptor,Ptpn6|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
262,BCells/Ptpn6|L@Spp1+Mac/Clec12a|R,BCells/Ptpn6|L,Spp1+Mac/Clec12a|R,-1.0420702,Ligand,Receptor,Ptpn6|L,Clec12a|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
263,BCells/Rps19|L@Neut1/C5ar1|R,BCells/Rps19|L,Neut1/C5ar1|R,-1.1485386,Ligand,Receptor,Rps19|L,C5ar1|R,BCells,Neut1,BCells@Neut1,LR
265,BCells/Rtn4|L@OsteoCAR/Rtn4rl1|R,BCells/Rtn4|L,OsteoCAR/Rtn4rl1|R,-0.33160737,Ligand,Receptor,Rtn4|L,Rtn4rl1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
266,BCells/Rtn4|L@OsteoCAR/Tnfrsf19|R,BCells/Rtn4|L,OsteoCAR/Tnfrsf19|R,0.023641407,Ligand,Receptor,Rtn4|L,Tnfrsf19|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
274,BCells/Selplg|L@Neut1/Itgam|R,BCells/Selplg|L,Neut1/Itgam|R,-0.8971869,Ligand,Receptor,Selplg|L,Itgam|R,BCells,Neut1,BCells@Neut1,LR
275,BCells/Selplg|L@Neut1/Itgb2|R,BCells/Selplg|L,Neut1/Itgb2|R,-0.7107631,Ligand,Receptor,Selplg|L,Itgb2|R,BCells,Neut1,BCells@Neut1,LR
279,BCells/Sema4d|L@BCells/Cd72|R,BCells/Sema4d|L,BCells/Cd72|R,-0.24574286,Ligand,Receptor,Sema4d|L,Cd72|R,BCells,BCells,BCells@BCells,LR
285,BCells/Sema4d|L@Spp1+Mac/Plxnb2|R,BCells/Sema4d|L,Spp1+Mac/Plxnb2|R,-0.57417744,Ligand,Receptor,Sema4d|L,Plxnb2|R,BCells,Spp1+Mac,BCells@Spp1+Mac,LR
286,BCells/Sertad1|L@Fibro/Ar|R,BCells/Sertad1|L,Fibro/Ar|R,0.25787264,Ligand,Receptor,Sertad1|L,Ar|R,BCells,Fibro,BCells@Fibro,LR
287,BCells/Sertad1|L@OsteoCAR/Ar|R,BCells/Sertad1|L,OsteoCAR/Ar|R,0.5638561,Ligand,Receptor,Sertad1|L,Ar|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
293,BCells/Slpi|L@Fibro/Plscr4|R,BCells/Slpi|L,Fibro/Plscr4|R,0.94053286,Ligand,Receptor,Slpi|L,Plscr4|R,BCells,Fibro,BCells@Fibro,LR
296,BCells/Slpi|L@Neut1/Plscr1|R,BCells/Slpi|L,Neut1/Plscr1|R,0.5942492,Ligand,Receptor,Slpi|L,Plscr1|R,BCells,Neut1,BCells@Neut1,LR
300,BCells/St6gal1|L@BCells/Cd22|R,BCells/St6gal1|L,BCells/Cd22|R,0.23323151,Ligand,Receptor,St6gal1|L,Cd22|R,BCells,BCells,BCells@BCells,LR
301,BCells/St6gal1|L@Fibro/Egfr|R,BCells/St6gal1|L,Fibro/Egfr|R,0.06462169,Ligand,Receptor,St6gal1|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
302,BCells/St6gal1|L@OsteoCAR/Egfr|R,BCells/St6gal1|L,OsteoCAR/Egfr|R,-0.0041088164,Ligand,Receptor,St6gal1|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
312,BCells/Tgfb1|L@Fibro/Cav1|R,BCells/Tgfb1|L,Fibro/Cav1|R,-0.41006428,Ligand,Receptor,Tgfb1|L,Cav1|R,BCells,Fibro,BCells@Fibro,LR
313,BCells/Tgfb1|L@Fibro/Egfr|R,BCells/Tgfb1|L,Fibro/Egfr|R,-0.47458276,Ligand,Receptor,Tgfb1|L,Egfr|R,BCells,Fibro,BCells@Fibro,LR
314,BCells/Tgfb1|L@Fibro/Itgb1|R,BCells/Tgfb1|L,Fibro/Itgb1|R,-0.9025345,Ligand,Receptor,Tgfb1|L,Itgb1|R,BCells,Fibro,BCells@Fibro,LR
315,BCells/Tgfb1|L@Fibro/Itgb5|R,BCells/Tgfb1|L,Fibro/Itgb5|R,-0.47419748,Ligand,Receptor,Tgfb1|L,Itgb5|R,BCells,Fibro,BCells@Fibro,LR
316,BCells/Tgfb1|L@Fibro/Lpp|R,BCells/Tgfb1|L,Fibro/Lpp|R,-0.5960516,Ligand,Receptor,Tgfb1|L,Lpp|R,BCells,Fibro,BCells@Fibro,LR
317,BCells/Tgfb1|L@Fibro/Sdc2|R,BCells/Tgfb1|L,Fibro/Sdc2|R,-0.1577133,Ligand,Receptor,Tgfb1|L,Sdc2|R,BCells,Fibro,BCells@Fibro,LR
318,BCells/Tgfb1|L@Fibro/Tgfbr3|R,BCells/Tgfb1|L,Fibro/Tgfbr3|R,-0.5254857,Ligand,Receptor,Tgfb1|L,Tgfbr3|R,BCells,Fibro,BCells@Fibro,LR
319,BCells/Tgfb1|L@Fibro/Vasn|R,BCells/Tgfb1|L,Fibro/Vasn|R,-0.4204005,Ligand,Receptor,Tgfb1|L,Vasn|R,BCells,Fibro,BCells@Fibro,LR
326,BCells/Tgfb1|L@Neut1/Cxcr4|R,BCells/Tgfb1|L,Neut1/Cxcr4|R,-0.53692603,Ligand,Receptor,Tgfb1|L,Cxcr4|R,BCells,Neut1,BCells@Neut1,LR
327,BCells/Tgfb1|L@OsteoCAR/Egfr|R,BCells/Tgfb1|L,OsteoCAR/Egfr|R,-0.5530225,Ligand,Receptor,Tgfb1|L,Egfr|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
328,BCells/Tgfb1|L@OsteoCAR/Eng|R,BCells/Tgfb1|L,OsteoCAR/Eng|R,-0.39765832,Ligand,Receptor,Tgfb1|L,Eng|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
329,BCells/Tgfb1|L@OsteoCAR/Itgb1|R,BCells/Tgfb1|L,OsteoCAR/Itgb1|R,-0.13520384,Ligand,Receptor,Tgfb1|L,Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
