,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
113,BCells/Fn1|L@BCells/Cd79a|R,BCells/Fn1|L,BCells/Cd79a|R,1.2374537,Ligand,Receptor,Fn1|L,Cd79a|R,BCells,BCells,BCells@BCells,LR
115,BCells/Fn1|L@OsteoCAR/Sdc2|R,BCells/Fn1|L,OsteoCAR/Sdc2|R,0.6372901,Ligand,Receptor,Fn1|L,Sdc2|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
182,BCells/Lamc1|L@Fibro/Dag1|R,BCells/Lamc1|L,Fibro/Dag1|R,0.28423554,Ligand,Receptor,Lamc1|L,Dag1|R,BCells,Fibro,BCells@Fibro,LR
189,BCells/Lamc1|L@OsteoCAR/Dag1|R,BCells/Lamc1|L,OsteoCAR/Dag1|R,0.3926493,Ligand,Receptor,Lamc1|L,Dag1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
190,BCells/Lamc1|L@OsteoCAR/Itga1|R,BCells/Lamc1|L,OsteoCAR/Itga1|R,0.5818368,Ligand,Receptor,Lamc1|L,Itga1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
191,BCells/Lamc1|L@OsteoCAR/Itga9_Itgb1|R,BCells/Lamc1|L,OsteoCAR/Itga9_Itgb1|R,0.18759136,Ligand,Receptor,Lamc1|L,Itga9_Itgb1|R,BCells,OsteoCAR,BCells@OsteoCAR,LR
924,Baso/Igfbp4|L@DC/Lrp6|R,Baso/Igfbp4|L,DC/Lrp6|R,0.28473806,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,DC,Baso@DC,LR
927,Baso/Igfbp4|L@Fibro/Lrp6|R,Baso/Igfbp4|L,Fibro/Lrp6|R,-0.10153729,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,Fibro,Baso@Fibro,LR
928,Baso/Igfbp4|L@MK/Lrp6|R,Baso/Igfbp4|L,MK/Lrp6|R,-0.1436458,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,MK,Baso@MK,LR
929,Baso/Igfbp4|L@MonoPro/Lrp6|R,Baso/Igfbp4|L,MonoPro/Lrp6|R,-0.120146096,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,MonoPro,Baso@MonoPro,LR
930,Baso/Igfbp4|L@Neut1/Lrp6|R,Baso/Igfbp4|L,Neut1/Lrp6|R,0.27386066,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,Neut1,Baso@Neut1,LR
931,Baso/Igfbp4|L@OsteoCAR/Lrp6|R,Baso/Igfbp4|L,OsteoCAR/Lrp6|R,-0.15361416,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,OsteoCAR,Baso@OsteoCAR,LR
932,Baso/Igfbp4|L@Spp1+Mac/Lrp6|R,Baso/Igfbp4|L,Spp1+Mac/Lrp6|R,-0.46506914,Ligand,Receptor,Igfbp4|L,Lrp6|R,Baso,Spp1+Mac,Baso@Spp1+Mac,LR
1004,Baso/Lama5|L@Baso/Itga2_Itgb1|R,Baso/Lama5|L,Baso/Itga2_Itgb1|R,0.25881857,Ligand,Receptor,Lama5|L,Itga2_Itgb1|R,Baso,Baso,Baso@Baso,LR
1005,Baso/Lama5|L@Baso/Itga6_Itgb1|R,Baso/Lama5|L,Baso/Itga6_Itgb1|R,0.27514833,Ligand,Receptor,Lama5|L,Itga6_Itgb1|R,Baso,Baso,Baso@Baso,LR
1006,Baso/Lama5|L@DC/Cd44|R,Baso/Lama5|L,DC/Cd44|R,0.48546022,Ligand,Receptor,Lama5|L,Cd44|R,Baso,DC,Baso@DC,LR
1010,Baso/Lama5|L@Fibro/Dag1|R,Baso/Lama5|L,Fibro/Dag1|R,0.3020574,Ligand,Receptor,Lama5|L,Dag1|R,Baso,Fibro,Baso@Fibro,LR
1011,Baso/Lama5|L@InfiltMac/Cd44|R,Baso/Lama5|L,InfiltMac/Cd44|R,0.5761729,Ligand,Receptor,Lama5|L,Cd44|R,Baso,InfiltMac,Baso@InfiltMac,LR
1012,Baso/Lama5|L@Ly6ClowMac/Cd44|R,Baso/Lama5|L,Ly6ClowMac/Cd44|R,0.47506648,Ligand,Receptor,Lama5|L,Cd44|R,Baso,Ly6ClowMac,Baso@Ly6ClowMac,LR
1013,Baso/Lama5|L@MK/Dag1|R,Baso/Lama5|L,MK/Dag1|R,0.14743818,Ligand,Receptor,Lama5|L,Dag1|R,Baso,MK,Baso@MK,LR
1014,Baso/Lama5|L@MK/Itga6_Itgb1|R,Baso/Lama5|L,MK/Itga6_Itgb1|R,0.22206314,Ligand,Receptor,Lama5|L,Itga6_Itgb1|R,Baso,MK,Baso@MK,LR
1015,Baso/Lama5|L@MonoPro/Itga6_Itgb1|R,Baso/Lama5|L,MonoPro/Itga6_Itgb1|R,0.18908304,Ligand,Receptor,Lama5|L,Itga6_Itgb1|R,Baso,MonoPro,Baso@MonoPro,LR
1016,Baso/Lama5|L@Neut1/Itga6_Itgb1|R,Baso/Lama5|L,Neut1/Itga6_Itgb1|R,0.12610681,Ligand,Receptor,Lama5|L,Itga6_Itgb1|R,Baso,Neut1,Baso@Neut1,LR
1017,Baso/Lama5|L@Neut2/Cd44|R,Baso/Lama5|L,Neut2/Cd44|R,0.40124065,Ligand,Receptor,Lama5|L,Cd44|R,Baso,Neut2,Baso@Neut2,LR
1018,Baso/Lama5|L@OsteoCAR/Dag1|R,Baso/Lama5|L,OsteoCAR/Dag1|R,0.41047114,Ligand,Receptor,Lama5|L,Dag1|R,Baso,OsteoCAR,Baso@OsteoCAR,LR
1019,Baso/Lama5|L@OsteoCAR/Itga9_Itgb1|R,Baso/Lama5|L,OsteoCAR/Itga9_Itgb1|R,0.20541322,Ligand,Receptor,Lama5|L,Itga9_Itgb1|R,Baso,OsteoCAR,Baso@OsteoCAR,LR
1020,Baso/Lama5|L@OsteoCAR/Sdc1|R,Baso/Lama5|L,OsteoCAR/Sdc1|R,0.25456527,Ligand,Receptor,Lama5|L,Sdc1|R,Baso,OsteoCAR,Baso@OsteoCAR,LR
1021,Baso/Lama5|L@Spp1+Mac/Dag1|R,Baso/Lama5|L,Spp1+Mac/Dag1|R,0.14192924,Ligand,Receptor,Lama5|L,Dag1|R,Baso,Spp1+Mac,Baso@Spp1+Mac,LR
1842,DC/Fn1|L@Baso/Cd44|R,DC/Fn1|L,Baso/Cd44|R,-0.903563,Ligand,Receptor,Fn1|L,Cd44|R,DC,Baso,DC@Baso,LR
1843,DC/Fn1|L@Baso/Dpp4|R,DC/Fn1|L,Baso/Dpp4|R,0.8709537,Ligand,Receptor,Fn1|L,Dpp4|R,DC,Baso,DC@Baso,LR
1844,DC/Fn1|L@Baso/Itga2|R,DC/Fn1|L,Baso/Itga2|R,-0.10096514,Ligand,Receptor,Fn1|L,Itga2|R,DC,Baso,DC@Baso,LR
1845,DC/Fn1|L@Baso/Itga4_Itgb1|R,DC/Fn1|L,Baso/Itga4_Itgb1|R,-1.0999166,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Baso,DC@Baso,LR
1846,DC/Fn1|L@Baso/Itga4_Itgb7|R,DC/Fn1|L,Baso/Itga4_Itgb7|R,-1.083818,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,Baso,DC@Baso,LR
1847,DC/Fn1|L@Baso/Itga6|R,DC/Fn1|L,Baso/Itga6|R,-0.10741311,Ligand,Receptor,Fn1|L,Itga6|R,DC,Baso,DC@Baso,LR
1848,DC/Fn1|L@Baso/Nt5e|R,DC/Fn1|L,Baso/Nt5e|R,0.66087973,Ligand,Receptor,Fn1|L,Nt5e|R,DC,Baso,DC@Baso,LR
1849,DC/Fn1|L@DC/Cd44|R,DC/Fn1|L,DC/Cd44|R,-0.14487028,Ligand,Receptor,Fn1|L,Cd44|R,DC,DC,DC@DC,LR
1850,DC/Fn1|L@DC/Itga4_Itgb1|R,DC/Fn1|L,DC/Itga4_Itgb1|R,-0.15255165,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,DC,DC@DC,LR
1851,DC/Fn1|L@DC/Itga4_Itgb7|R,DC/Fn1|L,DC/Itga4_Itgb7|R,-0.23856646,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,DC,DC@DC,LR
1852,DC/Fn1|L@DC/Itga5_Itgb1|R,DC/Fn1|L,DC/Itga5_Itgb1|R,0.64044285,Ligand,Receptor,Fn1|L,Itga5_Itgb1|R,DC,DC,DC@DC,LR
1853,DC/Fn1|L@DC/Plaur|R,DC/Fn1|L,DC/Plaur|R,0.7329108,Ligand,Receptor,Fn1|L,Plaur|R,DC,DC,DC@DC,LR
1858,DC/Fn1|L@Ery/Cd44|R,DC/Fn1|L,Ery/Cd44|R,-0.9673625,Ligand,Receptor,Fn1|L,Cd44|R,DC,Ery,DC@Ery,LR
1859,DC/Fn1|L@Ery/Itga4_Itgb1|R,DC/Fn1|L,Ery/Itga4_Itgb1|R,-0.24379945,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Ery,DC@Ery,LR
1860,DC/Fn1|L@Ery/Itga4_Itgb7|R,DC/Fn1|L,Ery/Itga4_Itgb7|R,0.6399979,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,Ery,DC@Ery,LR
1861,DC/Fn1|L@Ery/Itga5_Itgb1|R,DC/Fn1|L,Ery/Itga5_Itgb1|R,0.6493643,Ligand,Receptor,Fn1|L,Itga5_Itgb1|R,DC,Ery,DC@Ery,LR
1862,DC/Fn1|L@Fibro/Cd44|R,DC/Fn1|L,Fibro/Cd44|R,-0.2092799,Ligand,Receptor,Fn1|L,Cd44|R,DC,Fibro,DC@Fibro,LR
1863,DC/Fn1|L@Fibro/Dpp4|R,DC/Fn1|L,Fibro/Dpp4|R,-0.17092192,Ligand,Receptor,Fn1|L,Dpp4|R,DC,Fibro,DC@Fibro,LR
1864,DC/Fn1|L@Fibro/Itga4_Itgb1|R,DC/Fn1|L,Fibro/Itga4_Itgb1|R,-0.87421596,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Fibro,DC@Fibro,LR
1865,DC/Fn1|L@Fibro/Itgav_Itgb1|R,DC/Fn1|L,Fibro/Itgav_Itgb1|R,-0.15774506,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,DC,Fibro,DC@Fibro,LR
1866,DC/Fn1|L@Fibro/Sdc2|R,DC/Fn1|L,Fibro/Sdc2|R,-0.23425508,Ligand,Receptor,Fn1|L,Sdc2|R,DC,Fibro,DC@Fibro,LR
1867,DC/Fn1|L@InfiltMac/C5ar1|R,DC/Fn1|L,InfiltMac/C5ar1|R,0.7114764,Ligand,Receptor,Fn1|L,C5ar1|R,DC,InfiltMac,DC@InfiltMac,LR
1868,DC/Fn1|L@InfiltMac/Cd44|R,DC/Fn1|L,InfiltMac/Cd44|R,-0.16130948,Ligand,Receptor,Fn1|L,Cd44|R,DC,InfiltMac,DC@InfiltMac,LR
1869,DC/Fn1|L@InfiltMac/Itga4_Itgb1|R,DC/Fn1|L,InfiltMac/Itga4_Itgb1|R,-0.07939565,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,InfiltMac,DC@InfiltMac,LR
1870,DC/Fn1|L@InfiltMac/Itga4_Itgb7|R,DC/Fn1|L,InfiltMac/Itga4_Itgb7|R,-0.33695114,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,InfiltMac,DC@InfiltMac,LR
1871,DC/Fn1|L@InfiltMac/Plaur|R,DC/Fn1|L,InfiltMac/Plaur|R,-0.08255267,Ligand,Receptor,Fn1|L,Plaur|R,DC,InfiltMac,DC@InfiltMac,LR
1872,DC/Fn1|L@Ly6ClowMac/C5ar1|R,DC/Fn1|L,Ly6ClowMac/C5ar1|R,0.6858588,Ligand,Receptor,Fn1|L,C5ar1|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1873,DC/Fn1|L@Ly6ClowMac/Cd44|R,DC/Fn1|L,Ly6ClowMac/Cd44|R,-0.1497559,Ligand,Receptor,Fn1|L,Cd44|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1874,DC/Fn1|L@Ly6ClowMac/Itga4_Itgb1|R,DC/Fn1|L,Ly6ClowMac/Itga4_Itgb1|R,-0.08093953,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1875,DC/Fn1|L@Ly6ClowMac/Itga4_Itgb7|R,DC/Fn1|L,Ly6ClowMac/Itga4_Itgb7|R,-0.23416716,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1876,DC/Fn1|L@Ly6ClowMac/Itgav_Itgb1|R,DC/Fn1|L,Ly6ClowMac/Itgav_Itgb1|R,0.7113113,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1877,DC/Fn1|L@Ly6ClowMac/Plaur|R,DC/Fn1|L,Ly6ClowMac/Plaur|R,0.7019643,Ligand,Receptor,Fn1|L,Plaur|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
1878,DC/Fn1|L@MK/Cd44|R,DC/Fn1|L,MK/Cd44|R,-0.21854389,Ligand,Receptor,Fn1|L,Cd44|R,DC,MK,DC@MK,LR
1879,DC/Fn1|L@MK/Dpp4|R,DC/Fn1|L,MK/Dpp4|R,0.73354125,Ligand,Receptor,Fn1|L,Dpp4|R,DC,MK,DC@MK,LR
1880,DC/Fn1|L@MK/Itga2b_Itgb3|R,DC/Fn1|L,MK/Itga2b_Itgb3|R,0.65910023,Ligand,Receptor,Fn1|L,Itga2b_Itgb3|R,DC,MK,DC@MK,LR
1881,DC/Fn1|L@MK/Itga4_Itgb1|R,DC/Fn1|L,MK/Itga4_Itgb1|R,-0.13955033,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,MK,DC@MK,LR
1882,DC/Fn1|L@MK/Itga4_Itgb7|R,DC/Fn1|L,MK/Itga4_Itgb7|R,-0.2115835,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,MK,DC@MK,LR
1883,DC/Fn1|L@MK/Itga6|R,DC/Fn1|L,MK/Itga6|R,-0.21465999,Ligand,Receptor,Fn1|L,Itga6|R,DC,MK,DC@MK,LR
1895,DC/Fn1|L@Neut2/C5ar1|R,DC/Fn1|L,Neut2/C5ar1|R,-0.114243746,Ligand,Receptor,Fn1|L,C5ar1|R,DC,Neut2,DC@Neut2,LR
1896,DC/Fn1|L@Neut2/Cd44|R,DC/Fn1|L,Neut2/Cd44|R,-0.18930477,Ligand,Receptor,Fn1|L,Cd44|R,DC,Neut2,DC@Neut2,LR
1897,DC/Fn1|L@Neut2/Itga4_Itgb1|R,DC/Fn1|L,Neut2/Itga4_Itgb1|R,-0.94457734,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Neut2,DC@Neut2,LR
1898,DC/Fn1|L@Neut2/Plaur|R,DC/Fn1|L,Neut2/Plaur|R,-0.07509655,Ligand,Receptor,Fn1|L,Plaur|R,DC,Neut2,DC@Neut2,LR
1899,DC/Fn1|L@OsteoCAR/Cd44|R,DC/Fn1|L,OsteoCAR/Cd44|R,-0.1428513,Ligand,Receptor,Fn1|L,Cd44|R,DC,OsteoCAR,DC@OsteoCAR,LR
1900,DC/Fn1|L@OsteoCAR/Itga4_Itgb1|R,DC/Fn1|L,OsteoCAR/Itga4_Itgb1|R,-0.87494427,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,OsteoCAR,DC@OsteoCAR,LR
1901,DC/Fn1|L@OsteoCAR/Itga9|R,DC/Fn1|L,OsteoCAR/Itga9|R,0.7258035,Ligand,Receptor,Fn1|L,Itga9|R,DC,OsteoCAR,DC@OsteoCAR,LR
1902,DC/Fn1|L@OsteoCAR/Itgav_Itgb1|R,DC/Fn1|L,OsteoCAR/Itgav_Itgb1|R,-0.17771351,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,DC,OsteoCAR,DC@OsteoCAR,LR
1903,DC/Fn1|L@OsteoCAR/Sdc1|R,DC/Fn1|L,OsteoCAR/Sdc1|R,-0.17697829,Ligand,Receptor,Fn1|L,Sdc1|R,DC,OsteoCAR,DC@OsteoCAR,LR
1904,DC/Fn1|L@OsteoCAR/Sdc2|R,DC/Fn1|L,OsteoCAR/Sdc2|R,-0.14929247,Ligand,Receptor,Fn1|L,Sdc2|R,DC,OsteoCAR,DC@OsteoCAR,LR
1905,DC/Fn1|L@ResMac/Cd44|R,DC/Fn1|L,ResMac/Cd44|R,-0.23215753,Ligand,Receptor,Fn1|L,Cd44|R,DC,ResMac,DC@ResMac,LR
1906,DC/Fn1|L@ResMac/Dpp4|R,DC/Fn1|L,ResMac/Dpp4|R,-0.18638045,Ligand,Receptor,Fn1|L,Dpp4|R,DC,ResMac,DC@ResMac,LR
1907,DC/Fn1|L@ResMac/Itga4_Itgb1|R,DC/Fn1|L,ResMac/Itga4_Itgb1|R,-0.04822707,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,ResMac,DC@ResMac,LR
1908,DC/Fn1|L@ResMac/Itga4_Itgb7|R,DC/Fn1|L,ResMac/Itga4_Itgb7|R,-0.2802217,Ligand,Receptor,Fn1|L,Itga4_Itgb7|R,DC,ResMac,DC@ResMac,LR
1909,DC/Fn1|L@ResMac/Itgav_Itgb1|R,DC/Fn1|L,ResMac/Itgav_Itgb1|R,0.6907045,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,DC,ResMac,DC@ResMac,LR
1910,DC/Fn1|L@ResMac/Plaur|R,DC/Fn1|L,ResMac/Plaur|R,0.6787311,Ligand,Receptor,Fn1|L,Plaur|R,DC,ResMac,DC@ResMac,LR
1911,DC/Fn1|L@Spp1+Mac/Cd44|R,DC/Fn1|L,Spp1+Mac/Cd44|R,-1.0812383,Ligand,Receptor,Fn1|L,Cd44|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1912,DC/Fn1|L@Spp1+Mac/Itga4_Itgb1|R,DC/Fn1|L,Spp1+Mac/Itga4_Itgb1|R,-1.1201675,Ligand,Receptor,Fn1|L,Itga4_Itgb1|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1913,DC/Fn1|L@Spp1+Mac/Itga5_Itgb1|R,DC/Fn1|L,Spp1+Mac/Itga5_Itgb1|R,-0.1888085,Ligand,Receptor,Fn1|L,Itga5_Itgb1|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1914,DC/Fn1|L@Spp1+Mac/Itgav_Itgb1|R,DC/Fn1|L,Spp1+Mac/Itgav_Itgb1|R,-0.18827677,Ligand,Receptor,Fn1|L,Itgav_Itgb1|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1915,DC/Fn1|L@Spp1+Mac/Itgav_Itgb3|R,DC/Fn1|L,Spp1+Mac/Itgav_Itgb3|R,0.6918278,Ligand,Receptor,Fn1|L,Itgav_Itgb3|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1916,DC/Fn1|L@Spp1+Mac/Plaur|R,DC/Fn1|L,Spp1+Mac/Plaur|R,0.7813704,Ligand,Receptor,Fn1|L,Plaur|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
1917,DC/Fn1|L@Spp1+Mac/Sdc1|R,DC/Fn1|L,Spp1+Mac/Sdc1|R,-0.8483423,Ligand,Receptor,Fn1|L,Sdc1|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
2116,DC/Igfbp4|L@Fibro/Lrp6|R,DC/Igfbp4|L,Fibro/Lrp6|R,-0.08675185,Ligand,Receptor,Igfbp4|L,Lrp6|R,DC,Fibro,DC@Fibro,LR
2117,DC/Igfbp4|L@OsteoCAR/Lrp6|R,DC/Igfbp4|L,OsteoCAR/Lrp6|R,-0.13882872,Ligand,Receptor,Igfbp4|L,Lrp6|R,DC,OsteoCAR,DC@OsteoCAR,LR
2548,DC/Thbs1|L@Baso/Cd47|R,DC/Thbs1|L,Baso/Cd47|R,1.1198235,Ligand,Receptor,Thbs1|L,Cd47|R,DC,Baso,DC@Baso,LR
2549,DC/Thbs1|L@Baso/Itga6|R,DC/Thbs1|L,Baso/Itga6|R,0.2756881,Ligand,Receptor,Thbs1|L,Itga6|R,DC,Baso,DC@Baso,LR
2550,DC/Thbs1|L@DC/Scarb1|R,DC/Thbs1|L,DC/Scarb1|R,0.18042788,Ligand,Receptor,Thbs1|L,Scarb1|R,DC,DC,DC@DC,LR
2554,DC/Thbs1|L@Fibro/Lrp1|R,DC/Thbs1|L,Fibro/Lrp1|R,0.7057945,Ligand,Receptor,Thbs1|L,Lrp1|R,DC,Fibro,DC@Fibro,LR
2555,DC/Thbs1|L@Fibro/Sdc4|R,DC/Thbs1|L,Fibro/Sdc4|R,0.50813293,Ligand,Receptor,Thbs1|L,Sdc4|R,DC,Fibro,DC@Fibro,LR
2556,DC/Thbs1|L@InfiltMac/Itga4|R,DC/Thbs1|L,InfiltMac/Itga4|R,0.78431463,Ligand,Receptor,Thbs1|L,Itga4|R,DC,InfiltMac,DC@InfiltMac,LR
2557,DC/Thbs1|L@InfiltMac/Lrp1|R,DC/Thbs1|L,InfiltMac/Lrp1|R,0.4523453,Ligand,Receptor,Thbs1|L,Lrp1|R,DC,InfiltMac,DC@InfiltMac,LR
2558,DC/Thbs1|L@InfiltMac/Ptprj|R,DC/Thbs1|L,InfiltMac/Ptprj|R,0.28161797,Ligand,Receptor,Thbs1|L,Ptprj|R,DC,InfiltMac,DC@InfiltMac,LR
2559,DC/Thbs1|L@InfiltMac/Scarb1|R,DC/Thbs1|L,InfiltMac/Scarb1|R,0.18026915,Ligand,Receptor,Thbs1|L,Scarb1|R,DC,InfiltMac,DC@InfiltMac,LR
2560,DC/Thbs1|L@Ly6ClowMac/Cd36|R,DC/Thbs1|L,Ly6ClowMac/Cd36|R,0.26911834,Ligand,Receptor,Thbs1|L,Cd36|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
2561,DC/Thbs1|L@Ly6ClowMac/Cd47|R,DC/Thbs1|L,Ly6ClowMac/Cd47|R,1.0946972,Ligand,Receptor,Thbs1|L,Cd47|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
2562,DC/Thbs1|L@Ly6ClowMac/Itga4|R,DC/Thbs1|L,Ly6ClowMac/Itga4|R,1.0366197,Ligand,Receptor,Thbs1|L,Itga4|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
2563,DC/Thbs1|L@Ly6ClowMac/Lrp1|R,DC/Thbs1|L,Ly6ClowMac/Lrp1|R,0.50350285,Ligand,Receptor,Thbs1|L,Lrp1|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
2564,DC/Thbs1|L@Ly6ClowMac/Ptprj|R,DC/Thbs1|L,Ly6ClowMac/Ptprj|R,0.43029037,Ligand,Receptor,Thbs1|L,Ptprj|R,DC,Ly6ClowMac,DC@Ly6ClowMac,LR
2565,DC/Thbs1|L@MK/Cd47|R,DC/Thbs1|L,MK/Cd47|R,0.98096776,Ligand,Receptor,Thbs1|L,Cd47|R,DC,MK,DC@MK,LR
2566,DC/Thbs1|L@MK/Itga2b_Itgb3|R,DC/Thbs1|L,MK/Itga2b_Itgb3|R,0.13924976,Ligand,Receptor,Thbs1|L,Itga2b_Itgb3|R,DC,MK,DC@MK,LR
2567,DC/Thbs1|L@MK/Itga6|R,DC/Thbs1|L,MK/Itga6|R,0.2226029,Ligand,Receptor,Thbs1|L,Itga6|R,DC,MK,DC@MK,LR
2569,DC/Thbs1|L@OsteoCAR/Lrp1|R,DC/Thbs1|L,OsteoCAR/Lrp1|R,0.63853574,Ligand,Receptor,Thbs1|L,Lrp1|R,DC,OsteoCAR,DC@OsteoCAR,LR
2570,DC/Thbs1|L@OsteoCAR/Sdc1|R,DC/Thbs1|L,OsteoCAR/Sdc1|R,0.25510502,Ligand,Receptor,Thbs1|L,Sdc1|R,DC,OsteoCAR,DC@OsteoCAR,LR
2571,DC/Thbs1|L@OsteoCAR/Sdc4|R,DC/Thbs1|L,OsteoCAR/Sdc4|R,0.2741255,Ligand,Receptor,Thbs1|L,Sdc4|R,DC,OsteoCAR,DC@OsteoCAR,LR
2572,DC/Thbs1|L@ResMac/Cd47|R,DC/Thbs1|L,ResMac/Cd47|R,0.94947195,Ligand,Receptor,Thbs1|L,Cd47|R,DC,ResMac,DC@ResMac,LR
2573,DC/Thbs1|L@ResMac/Itga4|R,DC/Thbs1|L,ResMac/Itga4|R,0.72175,Ligand,Receptor,Thbs1|L,Itga4|R,DC,ResMac,DC@ResMac,LR
2574,DC/Thbs1|L@ResMac/Lrp1|R,DC/Thbs1|L,ResMac/Lrp1|R,0.50916684,Ligand,Receptor,Thbs1|L,Lrp1|R,DC,ResMac,DC@ResMac,LR
2575,DC/Thbs1|L@ResMac/Ptprj|R,DC/Thbs1|L,ResMac/Ptprj|R,0.32793465,Ligand,Receptor,Thbs1|L,Ptprj|R,DC,ResMac,DC@ResMac,LR
2576,DC/Thbs1|L@ResMac/Scarb1|R,DC/Thbs1|L,ResMac/Scarb1|R,0.17310964,Ligand,Receptor,Thbs1|L,Scarb1|R,DC,ResMac,DC@ResMac,LR
2577,DC/Thbs1|L@Spp1+Mac/Itgav_Itgb3|R,DC/Thbs1|L,Spp1+Mac/Itgav_Itgb3|R,0.17197728,Ligand,Receptor,Thbs1|L,Itgav_Itgb3|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
2578,DC/Thbs1|L@Spp1+Mac/Sdc4|R,DC/Thbs1|L,Spp1+Mac/Sdc4|R,0.23073445,Ligand,Receptor,Thbs1|L,Sdc4|R,DC,Spp1+Mac,DC@Spp1+Mac,LR
3310,EC/Fbln2|L@Spp1+Mac/Itgb3|R,EC/Fbln2|L,Spp1+Mac/Itgb3|R,0.4296263,Ligand,Receptor,Fbln2|L,Itgb3|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
3312,EC/Fbn1|L@EC/Itgb1|R,EC/Fbn1|L,EC/Itgb1|R,1.0258114,Ligand,Receptor,Fbn1|L,Itgb1|R,EC,EC,EC@EC,LR
3314,EC/Fbn1|L@Fibro/Itgb1|R,EC/Fbn1|L,Fibro/Itgb1|R,0.69297874,Ligand,Receptor,Fbn1|L,Itgb1|R,EC,Fibro,EC@Fibro,LR
3315,EC/Fbn1|L@InfiltMac/Itgb1|R,EC/Fbn1|L,InfiltMac/Itgb1|R,0.5732596,Ligand,Receptor,Fbn1|L,Itgb1|R,EC,InfiltMac,EC@InfiltMac,LR
3316,EC/Fbn1|L@Ly6ClowMac/Itgb1|R,EC/Fbn1|L,Ly6ClowMac/Itgb1|R,0.881562,Ligand,Receptor,Fbn1|L,Itgb1|R,EC,Ly6ClowMac,EC@Ly6ClowMac,LR
3319,EC/Fbn1|L@OsteoCAR/Itgb1|R,EC/Fbn1|L,OsteoCAR/Itgb1|R,0.9351908,Ligand,Receptor,Fbn1|L,Itgb1|R,EC,OsteoCAR,EC@OsteoCAR,LR
3321,EC/Fbn1|L@Spp1+Mac/Itga5|R,EC/Fbn1|L,Spp1+Mac/Itga5|R,0.19814353,Ligand,Receptor,Fbn1|L,Itga5|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
3322,EC/Fbn1|L@Spp1+Mac/Itgb3|R,EC/Fbn1|L,Spp1+Mac/Itgb3|R,0.19227292,Ligand,Receptor,Fbn1|L,Itgb3|R,EC,Spp1+Mac,EC@Spp1+Mac,LR
3329,EC/Fn1|L@EC/Itga6|R,EC/Fn1|L,EC/Itga6|R,0.063533425,Ligand,Receptor,Fn1|L,Itga6|R,EC,EC,EC@EC,LR
