,allpair,ligpair,recpair,LRScore,type_gene_A,type_gene_B,gene_A,gene_B,source,target,cellpair,interaction_type
14885,OsteoCAR/Slit2|L@DC/App|R,OsteoCAR/Slit2|L,DC/App|R,0.22605419,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,DC,OsteoCAR@DC,LR
14886,OsteoCAR/Slit2|L@DC/Gpc1|R,OsteoCAR/Slit2|L,DC/Gpc1|R,-0.21172877,Ligand,Receptor,Slit2|L,Gpc1|R,OsteoCAR,DC,OsteoCAR@DC,LR
14887,OsteoCAR/Slit2|L@EC/App|R,OsteoCAR/Slit2|L,EC/App|R,0.16022909,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,EC,OsteoCAR@EC,LR
14888,OsteoCAR/Slit2|L@EC/Robo4|R,OsteoCAR/Slit2|L,EC/Robo4|R,0.07579404,Ligand,Receptor,Slit2|L,Robo4|R,OsteoCAR,EC,OsteoCAR@EC,LR
14890,OsteoCAR/Slit2|L@InfiltMac/App|R,OsteoCAR/Slit2|L,InfiltMac/App|R,0.13396096,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
14891,OsteoCAR/Slit2|L@Ly6ClowMac/App|R,OsteoCAR/Slit2|L,Ly6ClowMac/App|R,0.38422447,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14892,OsteoCAR/Slit2|L@MonoPro/App|R,OsteoCAR/Slit2|L,MonoPro/App|R,0.03835237,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14893,OsteoCAR/Slit2|L@MonoPro/Gpc1|R,OsteoCAR/Slit2|L,MonoPro/Gpc1|R,-0.03903088,Ligand,Receptor,Slit2|L,Gpc1|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14894,OsteoCAR/Slit2|L@Neut1/App|R,OsteoCAR/Slit2|L,Neut1/App|R,0.019397855,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,Neut1,OsteoCAR@Neut1,LR
14895,OsteoCAR/Slit2|L@Neut1/Gpc1|R,OsteoCAR/Slit2|L,Neut1/Gpc1|R,-0.03367001,Ligand,Receptor,Slit2|L,Gpc1|R,OsteoCAR,Neut1,OsteoCAR@Neut1,LR
14896,OsteoCAR/Slit2|L@Neut2/App|R,OsteoCAR/Slit2|L,Neut2/App|R,-0.026077598,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,Neut2,OsteoCAR@Neut2,LR
14897,OsteoCAR/Slit2|L@Neut2/Gpc1|R,OsteoCAR/Slit2|L,Neut2/Gpc1|R,-0.022867799,Ligand,Receptor,Slit2|L,Gpc1|R,OsteoCAR,Neut2,OsteoCAR@Neut2,LR
14898,OsteoCAR/Slit2|L@OsteoCAR/App|R,OsteoCAR/Slit2|L,OsteoCAR/App|R,-0.09353173,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14899,OsteoCAR/Slit2|L@OsteoCAR/Gpc1|R,OsteoCAR/Slit2|L,OsteoCAR/Gpc1|R,0.121429056,Ligand,Receptor,Slit2|L,Gpc1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14900,OsteoCAR/Slit2|L@OsteoCAR/Sdc1|R,OsteoCAR/Slit2|L,OsteoCAR/Sdc1|R,0.067483395,Ligand,Receptor,Slit2|L,Sdc1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14901,OsteoCAR/Slit2|L@ResMac/App|R,OsteoCAR/Slit2|L,ResMac/App|R,-0.04403141,Ligand,Receptor,Slit2|L,App|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14902,OsteoCAR/Slit2|L@Spp1+Mac/Plxna1|R,OsteoCAR/Slit2|L,Spp1+Mac/Plxna1|R,-0.26254675,Ligand,Receptor,Slit2|L,Plxna1|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14903,OsteoCAR/Slit2|L@Spp1+Mac/Sdc1|R,OsteoCAR/Slit2|L,Spp1+Mac/Sdc1|R,-0.2096901,Ligand,Receptor,Slit2|L,Sdc1|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14904,OsteoCAR/Slit3|L@EC/Robo4|R,OsteoCAR/Slit3|L,EC/Robo4|R,0.025768042,Ligand,Receptor,Slit3|L,Robo4|R,OsteoCAR,EC,OsteoCAR@EC,LR
14906,OsteoCAR/Sparc|L@EC/Eng|R,OsteoCAR/Sparc|L,EC/Eng|R,0.20080388,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,EC,OsteoCAR@EC,LR
14907,OsteoCAR/Sparc|L@Ery/Eng|R,OsteoCAR/Sparc|L,Ery/Eng|R,0.087834,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
14909,OsteoCAR/Sparc|L@MK/Eng|R,OsteoCAR/Sparc|L,MK/Eng|R,0.118774176,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,MK,OsteoCAR@MK,LR
14910,OsteoCAR/Sparc|L@MonoPro/Eng|R,OsteoCAR/Sparc|L,MonoPro/Eng|R,1.5051491,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14911,OsteoCAR/Sparc|L@OsteoCAR/Eng|R,OsteoCAR/Sparc|L,OsteoCAR/Eng|R,-1.5122446,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14912,OsteoCAR/Sparc|L@OsteoCAR/Fgfr1|R,OsteoCAR/Sparc|L,OsteoCAR/Fgfr1|R,0.18183088,Ligand,Receptor,Sparc|L,Fgfr1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14913,OsteoCAR/Sparc|L@Spp1+Mac/Eng|R,OsteoCAR/Sparc|L,Spp1+Mac/Eng|R,1.4750478,Ligand,Receptor,Sparc|L,Eng|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14914,OsteoCAR/Spon1|L@BCells/App|R,OsteoCAR/Spon1|L,BCells/App|R,0.4827858,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
14915,OsteoCAR/Spon1|L@DC/App|R,OsteoCAR/Spon1|L,DC/App|R,0.0021682382,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,DC,OsteoCAR@DC,LR
14916,OsteoCAR/Spon1|L@EC/App|R,OsteoCAR/Spon1|L,EC/App|R,-0.063656926,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,EC,OsteoCAR@EC,LR
14918,OsteoCAR/Spon1|L@InfiltMac/App|R,OsteoCAR/Spon1|L,InfiltMac/App|R,-0.08992499,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
14919,OsteoCAR/Spon1|L@Ly6ClowMac/App|R,OsteoCAR/Spon1|L,Ly6ClowMac/App|R,-0.13081014,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14920,OsteoCAR/Spon1|L@MK/App|R,OsteoCAR/Spon1|L,MK/App|R,0.39631218,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,MK,OsteoCAR@MK,LR
14921,OsteoCAR/Spon1|L@MonoPro/App|R,OsteoCAR/Spon1|L,MonoPro/App|R,-0.18553358,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14922,OsteoCAR/Spon1|L@Neut1/App|R,OsteoCAR/Spon1|L,Neut1/App|R,-0.20448816,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,Neut1,OsteoCAR@Neut1,LR
14923,OsteoCAR/Spon1|L@Neut2/App|R,OsteoCAR/Spon1|L,Neut2/App|R,-0.24996352,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,Neut2,OsteoCAR@Neut2,LR
14924,OsteoCAR/Spon1|L@OsteoCAR/App|R,OsteoCAR/Spon1|L,OsteoCAR/App|R,-0.31741774,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14925,OsteoCAR/Spon1|L@ResMac/App|R,OsteoCAR/Spon1|L,ResMac/App|R,-0.26791728,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14926,OsteoCAR/Spon1|L@Spp1+Mac/App|R,OsteoCAR/Spon1|L,Spp1+Mac/App|R,-0.0857051,Ligand,Receptor,Spon1|L,App|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14927,OsteoCAR/Spp1|L@BCells/Cd44|R,OsteoCAR/Spp1|L,BCells/Cd44|R,1.3069785,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
14928,OsteoCAR/Spp1|L@BCells/Itga4_Itgb1|R,OsteoCAR/Spp1|L,BCells/Itga4_Itgb1|R,1.283116,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
14929,OsteoCAR/Spp1|L@Baso/Cd44|R,OsteoCAR/Spp1|L,Baso/Cd44|R,1.1455609,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
14930,OsteoCAR/Spp1|L@Baso/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Baso/Itga4_Itgb1|R,1.3292384,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
14931,OsteoCAR/Spp1|L@Baso/Ptger4|R,OsteoCAR/Spp1|L,Baso/Ptger4|R,1.1486909,Ligand,Receptor,Spp1|L,Ptger4|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
14932,OsteoCAR/Spp1|L@Baso/S1pr1|R,OsteoCAR/Spp1|L,Baso/S1pr1|R,1.2131768,Ligand,Receptor,Spp1|L,S1pr1|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
14933,OsteoCAR/Spp1|L@DC/Cd44|R,OsteoCAR/Spp1|L,DC/Cd44|R,1.473503,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,DC,OsteoCAR@DC,LR
14934,OsteoCAR/Spp1|L@DC/Itga4_Itgb1|R,OsteoCAR/Spp1|L,DC/Itga4_Itgb1|R,1.4757483,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,DC,OsteoCAR@DC,LR
14935,OsteoCAR/Spp1|L@DC/Itga5_Itgb1|R,OsteoCAR/Spp1|L,DC/Itga5_Itgb1|R,1.1080953,Ligand,Receptor,Spp1|L,Itga5_Itgb1|R,OsteoCAR,DC,OsteoCAR@DC,LR
14936,OsteoCAR/Spp1|L@DC/Ptger4|R,OsteoCAR/Spp1|L,DC/Ptger4|R,1.1337881,Ligand,Receptor,Spp1|L,Ptger4|R,OsteoCAR,DC,OsteoCAR@DC,LR
14937,OsteoCAR/Spp1|L@EC/Cd44|R,OsteoCAR/Spp1|L,EC/Cd44|R,1.1925919,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,EC,OsteoCAR@EC,LR
14938,OsteoCAR/Spp1|L@EC/Itga4_Itgb1|R,OsteoCAR/Spp1|L,EC/Itga4_Itgb1|R,1.1494043,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,EC,OsteoCAR@EC,LR
14939,OsteoCAR/Spp1|L@EC/S1pr1|R,OsteoCAR/Spp1|L,EC/S1pr1|R,1.6739432,Ligand,Receptor,Spp1|L,S1pr1|R,OsteoCAR,EC,OsteoCAR@EC,LR
14940,OsteoCAR/Spp1|L@Ery/Cd44|R,OsteoCAR/Spp1|L,Ery/Cd44|R,1.2081347,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
14941,OsteoCAR/Spp1|L@Ery/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Ery/Itga4_Itgb1|R,1.514796,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
14942,OsteoCAR/Spp1|L@Ery/Itga5_Itgb1|R,OsteoCAR/Spp1|L,Ery/Itga5_Itgb1|R,1.1170168,Ligand,Receptor,Spp1|L,Itga5_Itgb1|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
14946,OsteoCAR/Spp1|L@InfiltMac/Cd44|R,OsteoCAR/Spp1|L,InfiltMac/Cd44|R,1.5642157,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
14947,OsteoCAR/Spp1|L@InfiltMac/Itga4_Itgb1|R,OsteoCAR/Spp1|L,InfiltMac/Itga4_Itgb1|R,1.5404669,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
14948,OsteoCAR/Spp1|L@InfiltMac/Ptger4|R,OsteoCAR/Spp1|L,InfiltMac/Ptger4|R,1.1285849,Ligand,Receptor,Spp1|L,Ptger4|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
14949,OsteoCAR/Spp1|L@Ly6ClowMac/Cd44|R,OsteoCAR/Spp1|L,Ly6ClowMac/Cd44|R,1.4631093,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14950,OsteoCAR/Spp1|L@Ly6ClowMac/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Ly6ClowMac/Itga4_Itgb1|R,1.8487694,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14951,OsteoCAR/Spp1|L@Ly6ClowMac/Itgav_Itgb1|R,OsteoCAR/Spp1|L,Ly6ClowMac/Itgav_Itgb1|R,1.1789638,Ligand,Receptor,Spp1|L,Itgav_Itgb1|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14952,OsteoCAR/Spp1|L@Ly6ClowMac/Itgav_Itgb5|R,OsteoCAR/Spp1|L,Ly6ClowMac/Itgav_Itgb5|R,1.1789638,Ligand,Receptor,Spp1|L,Itgav_Itgb5|R,OsteoCAR,Ly6ClowMac,OsteoCAR@Ly6ClowMac,LR
14953,OsteoCAR/Spp1|L@MK/Cd44|R,OsteoCAR/Spp1|L,MK/Cd44|R,1.2594728,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,MK,OsteoCAR@MK,LR
14954,OsteoCAR/Spp1|L@MK/Itga4_Itgb1|R,OsteoCAR/Spp1|L,MK/Itga4_Itgb1|R,1.4779286,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,MK,OsteoCAR@MK,LR
14955,OsteoCAR/Spp1|L@MonoPro/Cd44|R,OsteoCAR/Spp1|L,MonoPro/Cd44|R,1.3276901,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14956,OsteoCAR/Spp1|L@MonoPro/Itga4_Itgb1|R,OsteoCAR/Spp1|L,MonoPro/Itga4_Itgb1|R,1.4168432,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14957,OsteoCAR/Spp1|L@MonoPro/Itga5_Itgb1|R,OsteoCAR/Spp1|L,MonoPro/Itga5_Itgb1|R,1.101944,Ligand,Receptor,Spp1|L,Itga5_Itgb1|R,OsteoCAR,MonoPro,OsteoCAR@MonoPro,LR
14958,OsteoCAR/Spp1|L@Neut1/Cd44|R,OsteoCAR/Spp1|L,Neut1/Cd44|R,1.3392392,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Neut1,OsteoCAR@Neut1,LR
14959,OsteoCAR/Spp1|L@Neut1/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Neut1/Itga4_Itgb1|R,1.2554961,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Neut1,OsteoCAR@Neut1,LR
14960,OsteoCAR/Spp1|L@Neut2/Cd44|R,OsteoCAR/Spp1|L,Neut2/Cd44|R,1.3892834,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Neut2,OsteoCAR@Neut2,LR
14961,OsteoCAR/Spp1|L@Neut2/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Neut2/Itga4_Itgb1|R,1.2628134,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Neut2,OsteoCAR@Neut2,LR
14962,OsteoCAR/Spp1|L@OsteoCAR/Cd44|R,OsteoCAR/Spp1|L,OsteoCAR/Cd44|R,1.2357421,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14963,OsteoCAR/Spp1|L@OsteoCAR/Itga4_Itgb1|R,OsteoCAR/Spp1|L,OsteoCAR/Itga4_Itgb1|R,1.169776,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14964,OsteoCAR/Spp1|L@OsteoCAR/Itga9_Itgb1|R,OsteoCAR/Spp1|L,OsteoCAR/Itga9_Itgb1|R,1.1934559,Ligand,Receptor,Spp1|L,Itga9_Itgb1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14965,OsteoCAR/Spp1|L@OsteoCAR/Itgav_Itgb1|R,OsteoCAR/Spp1|L,OsteoCAR/Itgav_Itgb1|R,1.3009442,Ligand,Receptor,Spp1|L,Itgav_Itgb1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14966,OsteoCAR/Spp1|L@OsteoCAR/Itgav_Itgb5|R,OsteoCAR/Spp1|L,OsteoCAR/Itgav_Itgb5|R,1.3009442,Ligand,Receptor,Spp1|L,Itgav_Itgb5|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14967,OsteoCAR/Spp1|L@OsteoCAR/S1pr1|R,OsteoCAR/Spp1|L,OsteoCAR/S1pr1|R,1.2888901,Ligand,Receptor,Spp1|L,S1pr1|R,OsteoCAR,OsteoCAR,OsteoCAR@OsteoCAR,LR
14968,OsteoCAR/Spp1|L@ResMac/Cd44|R,OsteoCAR/Spp1|L,ResMac/Cd44|R,1.3665284,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14969,OsteoCAR/Spp1|L@ResMac/Itga4_Itgb1|R,OsteoCAR/Spp1|L,ResMac/Itga4_Itgb1|R,1.6669613,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14970,OsteoCAR/Spp1|L@ResMac/Itgav_Itgb1|R,OsteoCAR/Spp1|L,ResMac/Itgav_Itgb1|R,1.158357,Ligand,Receptor,Spp1|L,Itgav_Itgb1|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14971,OsteoCAR/Spp1|L@ResMac/Itgav_Itgb5|R,OsteoCAR/Spp1|L,ResMac/Itgav_Itgb5|R,1.158357,Ligand,Receptor,Spp1|L,Itgav_Itgb5|R,OsteoCAR,ResMac,OsteoCAR@ResMac,LR
14972,OsteoCAR/Spp1|L@Spp1+Mac/Cd44|R,OsteoCAR/Spp1|L,Spp1+Mac/Cd44|R,1.2582903,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14973,OsteoCAR/Spp1|L@Spp1+Mac/Itga4_Itgb1|R,OsteoCAR/Spp1|L,Spp1+Mac/Itga4_Itgb1|R,1.4185072,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14974,OsteoCAR/Spp1|L@Spp1+Mac/Itga5_Itgb1|R,OsteoCAR/Spp1|L,Spp1+Mac/Itga5_Itgb1|R,1.1653509,Ligand,Receptor,Spp1|L,Itga5_Itgb1|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14975,OsteoCAR/Spp1|L@Spp1+Mac/Itgav_Itgb1|R,OsteoCAR/Spp1|L,Spp1+Mac/Itgav_Itgb1|R,1.4004539,Ligand,Receptor,Spp1|L,Itgav_Itgb1|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14976,OsteoCAR/Spp1|L@Spp1+Mac/Itgav_Itgb3|R,OsteoCAR/Spp1|L,Spp1+Mac/Itgav_Itgb3|R,1.1594802,Ligand,Receptor,Spp1|L,Itgav_Itgb3|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14977,OsteoCAR/Spp1|L@Spp1+Mac/Itgav_Itgb5|R,OsteoCAR/Spp1|L,Spp1+Mac/Itgav_Itgb5|R,1.229849,Ligand,Receptor,Spp1|L,Itgav_Itgb5|R,OsteoCAR,Spp1+Mac,OsteoCAR@Spp1+Mac,LR
14978,OsteoCAR/Spp1|L@TCells/Cd44|R,OsteoCAR/Spp1|L,TCells/Cd44|R,1.1850269,Ligand,Receptor,Spp1|L,Cd44|R,OsteoCAR,TCells,OsteoCAR@TCells,LR
14979,OsteoCAR/Spp1|L@TCells/Itga4_Itgb1|R,OsteoCAR/Spp1|L,TCells/Itga4_Itgb1|R,1.4389513,Ligand,Receptor,Spp1|L,Itga4_Itgb1|R,OsteoCAR,TCells,OsteoCAR@TCells,LR
14980,OsteoCAR/Spp1|L@TCells/S1pr1|R,OsteoCAR/Spp1|L,TCells/S1pr1|R,1.1944509,Ligand,Receptor,Spp1|L,S1pr1|R,OsteoCAR,TCells,OsteoCAR@TCells,LR
15045,OsteoCAR/Thbs1|L@BCells/Cd47|R,OsteoCAR/Thbs1|L,BCells/Cd47|R,-1.0150324,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
15046,OsteoCAR/Thbs1|L@BCells/Itga4|R,OsteoCAR/Thbs1|L,BCells/Itga4|R,-0.85962677,Ligand,Receptor,Thbs1|L,Itga4|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
15047,OsteoCAR/Thbs1|L@BCells/Ptprj|R,OsteoCAR/Thbs1|L,BCells/Ptprj|R,-0.52391624,Ligand,Receptor,Thbs1|L,Ptprj|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
15048,OsteoCAR/Thbs1|L@BCells/Sdc1|R,OsteoCAR/Thbs1|L,BCells/Sdc1|R,-0.19511878,Ligand,Receptor,Thbs1|L,Sdc1|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
15049,OsteoCAR/Thbs1|L@BCells/Sdc4|R,OsteoCAR/Thbs1|L,BCells/Sdc4|R,-0.38230336,Ligand,Receptor,Thbs1|L,Sdc4|R,OsteoCAR,BCells,OsteoCAR@BCells,LR
15050,OsteoCAR/Thbs1|L@Baso/Cd47|R,OsteoCAR/Thbs1|L,Baso/Cd47|R,-0.14489114,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
15051,OsteoCAR/Thbs1|L@Baso/Itga4|R,OsteoCAR/Thbs1|L,Baso/Itga4|R,-0.74012226,Ligand,Receptor,Thbs1|L,Itga4|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
15052,OsteoCAR/Thbs1|L@Baso/Itga6|R,OsteoCAR/Thbs1|L,Baso/Itga6|R,-0.10228884,Ligand,Receptor,Thbs1|L,Itga6|R,OsteoCAR,Baso,OsteoCAR@Baso,LR
15053,OsteoCAR/Thbs1|L@DC/Cd47|R,OsteoCAR/Thbs1|L,DC/Cd47|R,-1.0934229,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,DC,OsteoCAR@DC,LR
15054,OsteoCAR/Thbs1|L@DC/Itga4|R,OsteoCAR/Thbs1|L,DC/Itga4|R,-0.800853,Ligand,Receptor,Thbs1|L,Itga4|R,OsteoCAR,DC,OsteoCAR@DC,LR
15055,OsteoCAR/Thbs1|L@DC/Lrp1|R,OsteoCAR/Thbs1|L,DC/Lrp1|R,-0.50276345,Ligand,Receptor,Thbs1|L,Lrp1|R,OsteoCAR,DC,OsteoCAR@DC,LR
15056,OsteoCAR/Thbs1|L@DC/Ptprj|R,OsteoCAR/Thbs1|L,DC/Ptprj|R,-0.17067352,Ligand,Receptor,Thbs1|L,Ptprj|R,OsteoCAR,DC,OsteoCAR@DC,LR
15057,OsteoCAR/Thbs1|L@DC/Scarb1|R,OsteoCAR/Thbs1|L,DC/Scarb1|R,-0.17456308,Ligand,Receptor,Thbs1|L,Scarb1|R,OsteoCAR,DC,OsteoCAR@DC,LR
15058,OsteoCAR/Thbs1|L@EC/Cd36|R,OsteoCAR/Thbs1|L,EC/Cd36|R,0.087810636,Ligand,Receptor,Thbs1|L,Cd36|R,OsteoCAR,EC,OsteoCAR@EC,LR
15059,OsteoCAR/Thbs1|L@EC/Cd47|R,OsteoCAR/Thbs1|L,EC/Cd47|R,-0.9045012,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,EC,OsteoCAR@EC,LR
15060,OsteoCAR/Thbs1|L@EC/Itga6|R,OsteoCAR/Thbs1|L,EC/Itga6|R,-0.1279614,Ligand,Receptor,Thbs1|L,Itga6|R,OsteoCAR,EC,OsteoCAR@EC,LR
15061,OsteoCAR/Thbs1|L@EC/Scarb1|R,OsteoCAR/Thbs1|L,EC/Scarb1|R,-0.1723141,Ligand,Receptor,Thbs1|L,Scarb1|R,OsteoCAR,EC,OsteoCAR@EC,LR
15062,OsteoCAR/Thbs1|L@Ery/Cd47|R,OsteoCAR/Thbs1|L,Ery/Cd47|R,-0.14646125,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
15063,OsteoCAR/Thbs1|L@Ery/Itga4|R,OsteoCAR/Thbs1|L,Ery/Itga4|R,-1.0099475,Ligand,Receptor,Thbs1|L,Itga4|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
15064,OsteoCAR/Thbs1|L@Ery/Ptprj|R,OsteoCAR/Thbs1|L,Ery/Ptprj|R,-0.46394706,Ligand,Receptor,Thbs1|L,Ptprj|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
15065,OsteoCAR/Thbs1|L@Ery/Scarb1|R,OsteoCAR/Thbs1|L,Ery/Scarb1|R,-0.1715149,Ligand,Receptor,Thbs1|L,Scarb1|R,OsteoCAR,Ery,OsteoCAR@Ery,LR
15071,OsteoCAR/Thbs1|L@InfiltMac/Cd47|R,OsteoCAR/Thbs1|L,InfiltMac/Cd47|R,-0.10712981,Ligand,Receptor,Thbs1|L,Cd47|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
15072,OsteoCAR/Thbs1|L@InfiltMac/Itga4|R,OsteoCAR/Thbs1|L,InfiltMac/Itga4|R,-0.09648943,Ligand,Receptor,Thbs1|L,Itga4|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
15073,OsteoCAR/Thbs1|L@InfiltMac/Lrp1|R,OsteoCAR/Thbs1|L,InfiltMac/Lrp1|R,-0.19389808,Ligand,Receptor,Thbs1|L,Lrp1|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
15074,OsteoCAR/Thbs1|L@InfiltMac/Ptprj|R,OsteoCAR/Thbs1|L,InfiltMac/Ptprj|R,-0.21356139,Ligand,Receptor,Thbs1|L,Ptprj|R,OsteoCAR,InfiltMac,OsteoCAR@InfiltMac,LR
